"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 30 a 34 años (045)",3,12,12,,100,,
"De 35 a 39 años (046)",4,17,15,,88.2,,
"De 40 a 44 años (047)",12,49,47,,95.9,,
"De 45 a 49 años (048)",7,26,24,,92.3,,
"De 50 y más años (049)",215,1135,914,,80.5,,
"Divorciado(a) (050)",11,44,39,,88.6,,
"De 35 a 39 años (056)",3,7,7,,100,,
"De 40 a 44 años (057)",1,3,3,,100,,
"De 45 a 49 años (058)",1,2,2,,100,,
"De 50 y más años (059)",6,32,27,,84.4,,
"Soltero(a) (060)",819,227,219,10,96.5,4.4,
"De 12 a 14 años (061)",220,,,,,,
"De 15 a 19 años (062)",254,17,17,5,100,29.4,
"De 20 a 24 años (063)",113,29,29,3,100,10.3,
"De 25 a 29 años (064)",68,30,30,,100,,
"De 30 a 34 años (065)",42,21,20,1,95.2,4.8,
"De 35 a 39 años (066)",33,29,29,,100,,
"De 40 a 44 años (067)",17,23,21,1,91.3,4.3,
"De 45 a 49 años (068)",17,14,14,,100,,
"De 50 y más años (069)",55,64,59,,92.2,,
,,,,,,,
"URBANA (080)",2150,5749,5149,65,89.6,1.1,
"De 12 a 14 años (081)",142,,,,,,
"De 15 a 19 años (082)",211,37,37,10,100,27,
"De 20 a 24 años (083)",195,154,153,15,99.4,9.7,
"De 25 a 29 años (084)",208,280,270,23,96.4,8.2,
"De 30 a 34 años (085)",223,431,409,8,94.9,1.9,
"De 35 a 39 años (086)",193,492,456,6,92.7,1.2,
"De 40 a 44 años (087)",177,556,534,3,96,0.5,
"De 45 a 49 años (088)",151,530,494,,93.2,,
"De 50 y más años (089)",650,3269,2796,,85.5,,
"Conviviente (090)",584,1350,1280,42,94.8,3.1,
"De 15 a 19 años (092)",31,20,20,6,100,30,
"De 20 a 24 años (093)",93,104,103,10,99,9.6,
"De 25 a 29 años (094)",112,180,172,17,95.6,9.4,
"De 30 a 34 años (095)",112,245,236,5,96.3,2,
"De 35 a 39 años (096)",91,245,232,4,94.7,1.6,
"De 40 a 44 años (097)",57,164,162,,98.8,,
"De 45 a 49 años (098)",35,131,125,,95.4,,
"De 50 y más años (099)",53,261,230,,88.1,,
"Separado(a) (100)",72,214,196,4,91.6,1.9,
"De 15 a 19 años (102)",1,1,1,,100,,
"De 20 a 24 años (103)",9,9,9,1,100,11.1,
"De 25 a 29 años (104)",10,13,13,1,100,7.7,
"De 30 a 34 años (105)",9,22,22,1,100,4.5,
"De 35 a 39 años (106)",7,15,15,,100,,
"De 40 a 44 años (107)",11,46,45,1,97.8,2.2,
"De 45 a 49 años (108)",4,16,15,,93.8,,
"De 50 y más años (109)",21,92,76,,82.6,,
"Casado(a) (110)",757,3153,2803,11,88.9,0.3,
"De 15 a 19 años (112)",2,6,6,1,100,16.7,
"De 20 a 24 años (113)",16,22,22,1,100,4.5,
"De 25 a 29 años (114)",34,68,66,5,97.1,7.4,
"De 30 a 34 años (115)",65,147,134,1,91.2,0.7,
"De 35 a 39 años (116)",72,204,183,2,89.7,1,
"De 40 a 44 años (117)",91,309,291,1,94.2,0.3,
"De 45 a 49 años (118)",96,362,333,,92,,
"De 50 y más años (119)",381,2035,1768,,86.9,,
"Viudo(a) (120)",167,857,704,,82.1,,
"De 30 a 34 años (125)",1,2,2,,100,,
"De 35 a 39 años (126)",2,9,7,,77.8,,
"De 40 a 44 años (127)",5,16,16,,100,,
"De 45 a 49 años (128)",2,6,6,,100,,
"De 50 y más años (129)",157,824,673,,81.7,,
"Divorciado(a) (130)",7,27,22,,81.5,,
"De 35 a 39 años (136)",2,3,3,,100,,
"De 40 a 44 años (137)",1,3,3,,100,,
"De 45 a 49 años (138)",1,2,2,,100,,
"De 50 y más años (139)",3,19,14,,73.7,,
"Soltero(a) (140)",563,148,144,8,97.3,5.4,
"De 12 a 14 años (141)",142,,,,,,
"De 15 a 19 años (142)",177,10,10,3,100,30,
"De 20 a 24 años (143)",77,19,19,3,100,15.8,
"De 25 a 29 años (144)",52,19,19,,100,,
"De 30 a 34 años (145)",36,15,15,1,100,6.7,
"De 35 a 39 años (146)",19,16,16,,100,,
"De 40 a 44 años (147)",12,18,17,1,94.4,5.6,
"De 45 a 49 años (148)",13,13,13,,100,,
"De 50 y más años (149)",35,38,35,,92.1,,
,,,,,,,
"RURAL (160)",1030,2797,2511,30,89.8,1.1,
"De 12 a 14 años (161)",81,,,,,,
"De 15 a 19 años (162)",102,22,22,5,100,22.7,
"De 20 a 24 años (163)",98,75,74,6,98.7,8,
"De 25 a 29 años (164)",105,159,150,11,94.3,6.9,
"De 30 a 34 años (165)",112,264,254,4,96.2,1.5,
"De 35 a 39 años (166)",101,246,235,2,95.5,0.8,
"De 40 a 44 años (167)",83,302,278,1,92.1,0.3,
"De 45 a 49 años (168)",81,319,294,1,92.2,0.3,
"De 50 y más años (169)",267,1410,1204,,85.4,,
"Conviviente (170)",361,911,847,25,93,2.7,
"De 12 a 14 años (171)",3,,,,,,
"De 15 a 19 años (172)",24,14,14,3,100,21.4,
"De 20 a 24 años (173)",51,50,50,4,100,8,
"De 25 a 29 años (174)",68,117,110,11,94,9.4,
"De 30 a 34 años (175)",68,168,162,3,96.4,1.8,
"De 35 a 39 años (176)",44,114,112,2,98.2,1.8,
"De 40 a 44 años (177)",35,121,113,1,93.4,0.8,
"De 45 a 49 años (178)",27,107,98,1,91.6,0.9,
"De 50 y más años (179)",41,220,188,,85.5,,
"Separado(a) (180)",31,111,107,,96.4,,
"De 20 a 24 años (183)",1,1,1,,100,,
"De 25 a 29 años (184)",4,6,6,,100,,
"De 30 a 34 años (185)",6,15,15,,100,,
"De 35 a 39 años (186)",5,15,12,,80,,
"De 40 a 44 años (187)",2,6,5,,83.3,,
"De 45 a 49 años (188)",2,3,3,,100,,
"De 50 y más años (189)",11,65,65,,100,,
"Casado(a) (190)",303,1296,1156,3,89.2,0.2,
"De 15 a 19 años (192)",1,1,1,,100,,
"De 20 a 24 años (193)",10,14,13,2,92.9,14.3,
"De 25 a 29 años (194)",16,24,22,,91.7,,
"De 30 a 34 años (195)",30,65,62,1,95.4,1.5,
"De 35 a 39 años (196)",35,92,86,,93.5,,
"De 40 a 44 años (197)",34,137,125,,91.2,,
"De 45 a 49 años (198)",43,188,174,,92.6,,
"De 50 y más años (199)",134,775,673,,86.8,,
"Viudo(a) (200)",75,383,309,,80.7,,
"De 25 a 29 años (204)",1,1,1,,100,,
"De 30 a 34 años (205)",2,10,10,,100,,
"De 35 a 39 años (206)",2,8,8,,100,,
"De 40 a 44 años (207)",7,33,31,,93.9,,
"De 45 a 49 años (208)",5,20,18,,90,,
"De 50 y más años (209)",58,311,241,,77.5,,
"Divorciado(a) (210)",4,17,17,,100,,
"De 35 a 39 años (216)",1,4,4,,100,,
"De 50 y más años (219)",3,13,13,,100,,
"Soltero(a) (220)",256,79,75,2,94.9,2.5,
"De 12 a 14 años (221)",78,,,,,,
"De 15 a 19 años (222)",77,7,7,2,100,28.6,
"De 20 a 24 años (223)",36,10,10,,100,,
"De 25 a 29 años (224)",16,11,11,,100,,
"De 30 a 34 años (225)",6,6,5,,83.3,,
"De 35 a 39 años (226)",14,13,13,,100,,
"De 40 a 44 años (227)",5,5,4,,80,,
"De 45 a 49 años (228)",4,1,1,,100,,
"De 50 y más años (229)",20,26,24,,92.3,,
