"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pesca (046)",2,,,1,1,,,,
"Explotación de minas y canteras (047)",1,,,,1,,,,
"Industrias manufactureras (048)",130,7,,53,53,9,2,3,3
"Construcción (050)",46,5,,13,20,,4,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",935,46,3,326,446,38,27,34,15
"Venta, mant.y rep. veh.autom.y motoc. (052)",32,,,4,15,4,6,2,1
"Comercio al por mayor (053)",24,2,,10,7,,3,2,
"Comercio al por menor (054)",879,44,3,312,424,34,18,30,14
"Hoteles y restaurantes (055)",657,40,1,301,267,17,14,13,4
"Trans., almac. y comunicaciones (056)",58,1,,7,31,8,4,3,4
"Intermediación financiera (057)",5,,,1,1,1,,,2
"Activid.inmobil., empres. y de alquiler (058)",83,,,3,32,11,14,7,16
"Admin.pub. y defensa; p. segur.soc.afil (059)",97,2,,20,30,5,14,6,20
"Enseñanza (060)",293,,,1,29,30,103,25,105
"Servicios sociales y de salud (061)",78,,,7,11,5,19,7,29
"Otras activ. serv.comun.soc y personales (062)",118,10,,41,44,8,7,6,2
"Hogares privados con servicio doméstico (063)",317,16,1,143,147,6,3,1,
"Actividad economica no especificada (065)",278,22,1,110,92,10,27,5,11
,,,,,,,,,
"URBANA (066)",10691,336,12,3437,4657,546,718,328,657
"Agric., ganadería, caza y silvicultura (067)",3246,193,6,1695,1202,56,31,31,32
"Pesca (068)",8,,,2,5,,1,,
"Explotación de minas y canteras (069)",25,,,1,10,7,4,2,1
"Industrias manufactureras (070)",696,9,,211,384,36,18,22,16
"Suministro de electricidad, gas y agua (071)",14,,,2,5,,1,1,5
"Construcción (072)",1004,14,2,209,526,101,61,34,57
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1751,46,2,495,920,93,72,73,50
"Venta, mant.y rep. veh.autom.y motoc. (074)",249,2,,45,134,24,27,7,10
"Comercio al por mayor (075)",85,2,,27,38,5,5,4,4
"Comercio al por menor (076)",1417,42,2,423,748,64,40,62,36
"Hoteles y restaurantes (077)",670,27,1,264,304,28,13,21,12
"Trans., almac. y comunicaciones (078)",917,6,,197,592,48,25,24,25
"Intermediación financiera (079)",11,,,1,2,2,,,6
"Activid.inmobil., empres. y de alquiler (080)",306,,,9,105,47,39,23,83
"Admin.pub. y defensa; p. segur.soc.afil (081)",555,2,,55,140,22,201,33,102
"Enseñanza (082)",447,,,1,28,32,170,31,185
"Servicios sociales y de salud (083)",114,,,10,10,13,24,10,47
"Otras activ. serv.comun.soc y personales (084)",185,10,,49,74,17,13,9,13
"Hogares privados con servicio doméstico (085)",247,12,1,106,120,3,3,1,1
"Actividad economica no especificada (087)",495,17,,130,230,41,42,13,22
"Hombres (088)",7680,169,6,2364,3518,425,513,227,458
"Agric., ganadería, caza y silvicultura (089)",2710,119,4,1386,1062,53,30,29,27
"Pesca (090)",7,,,2,4,,1,,
"Explotación de minas y canteras (091)",24,,,1,9,7,4,2,1
"Industrias manufactureras (092)",596,8,,173,339,28,16,19,13
"Suministro de electricidad, gas y agua (093)",14,,,2,5,,1,1,5
"Construcción (094)",963,10,2,198,508,101,57,33,54
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",954,12,,227,533,60,46,40,36
"Venta, mant.y rep. veh.autom.y motoc. (096)",218,2,,41,120,20,21,5,9
"Comercio al por mayor (097)",64,,,18,33,5,2,2,4
"Comercio al por menor (098)",672,10,,168,380,35,23,33,23
"Hoteles y restaurantes (099)",153,3,,42,74,15,1,10,8
"Trans., almac. y comunicaciones (100)",862,5,,190,564,40,21,21,21
"Intermediación financiera (101)",6,,,,1,1,,,4
"Activid.inmobil., empres. y de alquiler (102)",232,,,6,76,37,27,17,69
"Admin.pub. y defensa; p. segur.soc.afil (103)",461,,,37,110,17,187,28,82
"Enseñanza (104)",212,,,,8,15,84,11,94
"Servicios sociales y de salud (105)",55,,,4,5,8,13,4,21
"Otras activ. serv.comun.soc y personales (106)",85,,,13,41,10,7,3,11
"Hogares privados con servicio doméstico (107)",28,2,,13,11,,1,,1
"Actividad economica no especificada (109)",318,10,,70,168,33,17,9,11
"Mujeres (110)",3011,167,6,1073,1139,121,205,101,199
"Agric., ganadería, caza y silvicultura (111)",536,74,2,309,140,3,1,2,5
"Pesca (112)",1,,,,1,,,,
"Explotación de minas y canteras (113)",1,,,,1,,,,
"Industrias manufactureras (114)",100,1,,38,45,8,2,3,3
"Construcción (116)",41,4,,11,18,,4,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",797,34,2,268,387,33,26,33,14
"Venta, mant.y rep. veh.autom.y motoc. (118)",31,,,4,14,4,6,2,1
"Comercio al por mayor (119)",21,2,,9,5,,3,2,
"Comercio al por menor (120)",745,32,2,255,368,29,17,29,13
"Hoteles y restaurantes (121)",517,24,1,222,230,13,12,11,4
"Trans., almac. y comunicaciones (122)",55,1,,7,28,8,4,3,4
"Intermediación financiera (123)",5,,,1,1,1,,,2
"Activid.inmobil., empres. y de alquiler (124)",74,,,3,29,10,12,6,14
"Admin.pub. y defensa; p. segur.soc.afil (125)",94,2,,18,30,5,14,5,20
"Enseñanza (126)",235,,,1,20,17,86,20,91
"Servicios sociales y de salud (127)",59,,,6,5,5,11,6,26
"Otras activ. serv.comun.soc y personales (128)",100,10,,36,33,7,6,6,2
"Hogares privados con servicio doméstico (129)",219,10,1,93,109,3,2,1,
"Actividad economica no especificada (131)",177,7,,60,62,8,25,4,11
,,,,,,,,,
"RURAL (132)",9412,696,13,5152,3156,139,104,69,83
"Agric., ganadería, caza y silvicultura (133)",7953,623,11,4599,2554,71,29,41,25
"Pesca (134)",4,,,1,3,,,,
"Explotación de minas y canteras (135)",6,,,3,2,1,,,
"Industrias manufactureras (136)",164,7,,74,73,4,3,2,1
"Suministro de electricidad, gas y agua (137)",1,,,,1,,,,
"Construcción (138)",151,3,,59,79,3,1,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",257,15,1,100,121,11,3,2,4
"Venta, mant.y rep. veh.autom.y motoc. (140)",40,,,11,24,2,1,1,1
"Comercio al por mayor (141)",14,,,5,7,2,,,
"Comercio al por menor (142)",203,15,1,84,90,7,2,1,3
"Hoteles y restaurantes (143)",151,16,,83,40,7,2,3,
"Trans., almac. y comunicaciones (144)",156,1,,43,97,8,6,1,
"Activid.inmobil., empres. y de alquiler (146)",34,1,,5,18,3,2,2,3
"Admin.pub. y defensa; p. segur.soc.afil (147)",20,,,4,11,1,3,1,
"Enseñanza (148)",121,,,,14,18,39,7,43
"Servicios sociales y de salud (149)",26,,,1,6,,11,2,6
"Otras activ. serv.comun.soc y personales (150)",33,1,,11,17,2,1,1,
"Hogares privados con servicio doméstico (151)",118,8,,60,45,4,1,,
"Actividad economica no especificada (153)",217,21,1,109,75,6,3,2,
"Hombres (154)",7550,444,8,4119,2704,95,67,53,60
"Agric., ganadería, caza y silvicultura (155)",6714,427,8,3829,2308,57,26,37,22
"Pesca (156)",3,,,,3,,,,
"Explotación de minas y canteras (157)",6,,,3,2,1,,,
"Industrias manufactureras (158)",134,1,,59,65,3,3,2,1
"Suministro de electricidad, gas y agua (159)",1,,,,1,,,,
"Construcción (160)",146,2,,57,77,3,1,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",119,3,,42,62,6,2,1,3
"Venta, mant.y rep. veh.autom.y motoc. (162)",39,,,11,23,2,1,1,1
"Comercio al por mayor (163)",11,,,4,5,2,,,
"Comercio al por menor (164)",69,3,,27,34,2,1,,2
"Hoteles y restaurantes (165)",11,,,4,3,3,,1,
"Trans., almac. y comunicaciones (166)",153,1,,43,94,8,6,1,
"Activid.inmobil., empres. y de alquiler (168)",25,1,,5,15,2,,1,1
"Admin.pub. y defensa; p. segur.soc.afil (169)",17,,,2,11,1,3,,
"Enseñanza (170)",63,,,,5,5,22,2,29
"Servicios sociales y de salud (171)",7,,,,,,3,1,3
"Otras activ. serv.comun.soc y personales (172)",15,1,,6,6,1,,1,
"Hogares privados con servicio doméstico (173)",20,2,,10,7,1,,,
"Actividad economica no especificada (175)",116,6,,59,45,4,1,1,
"Mujeres (176)",1862,252,5,1033,452,44,37,16,23
"Agric., ganadería, caza y silvicultura (177)",1239,196,3,770,246,14,3,4,3
"Pesca (178)",1,,,1,,,,,
"Industrias manufactureras (180)",30,6,,15,8,1,,,
"Construcción (182)",5,1,,2,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",138,12,1,58,59,5,1,1,1
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,1,,,,
"Comercio al por mayor (185)",3,,,1,2,,,,
"Comercio al por menor (186)",134,12,1,57,56,5,1,1,1
"Hoteles y restaurantes (187)",140,16,,79,37,4,2,2,
"Trans., almac. y comunicaciones (188)",3,,,,3,,,,
"Activid.inmobil., empres. y de alquiler (190)",9,,,,3,1,2,1,2
"Admin.pub. y defensa; p. segur.soc.afil (191)",3,,,2,,,,1,
"Enseñanza (192)",58,,,,9,13,17,5,14
"Servicios sociales y de salud (193)",19,,,1,6,,8,1,3
"Otras activ. serv.comun.soc y personales (194)",18,,,5,11,1,1,,
"Hogares privados con servicio doméstico (195)",98,6,,50,38,3,1,,
"Actividad economica no especificada (197)",101,15,1,50,30,2,2,1,
