"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4955,4374,374,142,65
"Otra (034)",4,,,,4
"Ocupación no especificada (035)",301,279,18,1,3
,,,,,
"URBANA (036)",20631,15196,1879,1400,2156
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",108,3,4,11,90
"Profes., científicos e intelectuales (038)",2417,536,436,594,851
"Técnicos de nivel medio y trab. asimilados (039)",963,548,104,96,215
"Jefes y empleados de oficina (040)",704,112,66,103,423
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",2951,2706,153,35,57
"Agricult.trabaj.calif.agrop.y pesqueros (042)",2415,2269,138,7,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1719,1313,178,121,107
"Obreros construc.,conf.,papel, fab., instr. (044)",2028,1634,191,128,75
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6886,5779,589,299,219
"Otra (046)",97,,,,97
"Ocupación no especificada (047)",343,296,20,6,21
"Hombres (048)",12296,8959,1200,927,1210
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",78,2,2,8,66
"Profes., científicos e intelectuales (050)",1258,304,228,319,407
"Técnicos de nivel medio y trab. asimilados (051)",639,400,79,81,79
"Jefes y empleados de oficina (052)",308,50,31,45,182
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1101,959,74,31,37
"Agricult.trabaj.calif.agrop.y pesqueros (054)",1737,1634,95,7,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1429,1069,151,114,95
"Obreros construc.,conf.,papel, fab., instr. (056)",1985,1608,181,124,72
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3555,2855,349,192,159
"Otra (058)",94,,,,94
"Ocupación no especificada (059)",112,78,10,6,18
"Mujeres (060)",8335,6237,679,473,946
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",30,1,2,3,24
"Profes., científicos e intelectuales (062)",1159,232,208,275,444
"Técnicos de nivel medio y trab. asimilados (063)",324,148,25,15,136
"Jefes y empleados de oficina (064)",396,62,35,58,241
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",1850,1747,79,4,20
"Agricult.trabaj.calif.agrop.y pesqueros (066)",678,635,43,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",290,244,27,7,12
"Obreros construc.,conf.,papel, fab., instr. (068)",43,26,10,4,3
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",3331,2924,240,107,60
"Otra (070)",3,,,,3
"Ocupación no especificada (071)",231,218,10,,3
,,,,,
"RURAL (072)",8305,7212,641,275,177
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",19,1,1,2,15
"Profes., científicos e intelectuales (074)",198,76,50,41,31
"Técnicos de nivel medio y trab. asimilados (075)",85,45,17,11,12
"Jefes y empleados de oficina (076)",69,12,7,6,44
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",324,287,21,11,5
"Agricult.trabaj.calif.agrop.y pesqueros (078)",2673,2580,90,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",444,305,72,46,21
"Obreros construc.,conf.,papel, fab., instr. (080)",349,280,37,22,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",4027,3533,332,131,31
"Otra (082)",8,,,,8
"Ocupación no especificada (083)",109,93,14,2,
"Hombres (084)",5624,4833,441,227,123
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",15,1,1,2,11
"Profes., científicos e intelectuales (086)",126,45,31,34,16
"Técnicos de nivel medio y trab. asimilados (087)",62,31,15,10,6
"Jefes y empleados de oficina (088)",39,5,5,5,24
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",138,110,14,10,4
"Agricult.trabaj.calif.agrop.y pesqueros (090)",2055,1981,71,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",393,266,64,44,19
"Obreros construc.,conf.,papel, fab., instr. (092)",347,279,36,22,10
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",2403,2083,198,96,26
"Otra (094)",7,,,,7
"Ocupación no especificada (095)",39,32,6,1,
"Mujeres (096)",2681,2379,200,48,54
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",4,,,,4
"Profes., científicos e intelectuales (098)",72,31,19,7,15
"Técnicos de nivel medio y trab. asimilados (099)",23,14,2,1,6
"Jefes y empleados de oficina (100)",30,7,2,1,20
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",186,177,7,1,1
"Agricult.trabaj.calif.agrop.y pesqueros (102)",618,599,19,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",51,39,8,2,2
"Obreros construc.,conf.,papel, fab., instr. (104)",2,1,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1624,1450,134,35,5
"Otra (106)",1,,,,1
"Ocupación no especificada (107)",70,61,8,1,
