"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia MELGAR (000)",74735,36421,38314,35536,17081,18455,39199,19340,19859
"Menores de 1 año (001)",1214,625,589,537,286,251,677,339,338
"Menores de 1 mes (002)",97,48,49,43,23,20,54,25,29
"De 1 a 11 meses (003)",1117,577,540,494,263,231,623,314,309
"De 1 a 4 años (004)",6578,3338,3240,2916,1435,1481,3662,1903,1759
"1 año (005)",1469,733,736,669,329,340,800,404,396
"2 años (006)",1660,868,792,758,377,381,902,491,411
"3 años (007)",1677,834,843,698,332,366,979,502,477
"4 años (008)",1772,903,869,791,397,394,981,506,475
"De 5 a 9 años (009)",9031,4453,4578,4217,2073,2144,4814,2380,2434
"5 años (010)",1685,842,843,746,372,374,939,470,469
"6 años (011)",1677,810,867,763,377,386,914,433,481
"7 años (012)",1893,948,945,917,447,470,976,501,475
"8 años (013)",1921,950,971,902,443,459,1019,507,512
"9 años (014)",1855,903,952,889,434,455,966,469,497
"De 10 a 14 años (015)",9901,5109,4792,4883,2516,2367,5018,2593,2425
"10 años (016)",1973,1021,952,929,474,455,1044,547,497
"11 años (017)",1841,988,853,875,476,399,966,512,454
"12 años (018)",2198,1132,1066,1097,540,557,1101,592,509
"13 años (019)",1940,979,961,985,514,471,955,465,490
"14 años (020)",1949,989,960,997,512,485,952,477,475
"De 15 a 19 años (021)",7710,3777,3933,4013,1989,2024,3697,1788,1909
"15 años (022)",1866,879,987,1002,473,529,864,406,458
"16 años (023)",1604,795,809,840,421,419,764,374,390
"17 años (024)",1564,803,761,822,426,396,742,377,365
"18 años (025)",1431,702,729,701,354,347,730,348,382
"19 años (026)",1245,598,647,648,315,333,597,283,314
"De 20 a 24 años (027)",5998,2885,3113,2990,1427,1563,3008,1458,1550
"20 años (028)",1427,693,734,692,327,365,735,366,369
"21 años (029)",1021,477,544,510,239,271,511,238,273
"22 años (030)",1239,593,646,626,303,323,613,290,323
"23 años (031)",1158,553,605,578,275,303,580,278,302
"24 años (032)",1153,569,584,584,283,301,569,286,283
"De 25 a 29 años (033)",5256,2541,2715,2602,1227,1375,2654,1314,1340
"25 años (034)",1199,602,597,587,295,292,612,307,305
"26 años (035)",1035,460,575,503,214,289,532,246,286
"27 años (036)",1098,518,580,570,251,319,528,267,261
"28 años (037)",1020,482,538,504,243,261,516,239,277
"29 años (038)",904,479,425,438,224,214,466,255,211
"De 30 a 34 años (039)",4640,2110,2530,2386,1050,1336,2254,1060,1194
"30 años (040)",1232,579,653,612,267,345,620,312,308
"31 años (041)",719,324,395,386,170,216,333,154,179
"32 años (042)",934,429,505,482,211,271,452,218,234
"33 años (043)",902,410,492,479,219,260,423,191,232
"34 años (044)",853,368,485,427,183,244,426,185,241
