"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARABAYA (000)",24084,1940,3528,12081,301,6091,143
"Agric., ganadería, caza y silvicultura (001)",16231,13,864,9445,203,5706,
"Pesca (002)",16,,3,12,,1,
"Explotación de minas y canteras (003)",1555,41,1053,378,45,38,
"Industrias manufactureras (004)",287,13,99,162,,13,
"Suministro de electricidad, gas y agua (005)",45,21,23,1,,,
"Construcción (006)",1105,51,971,67,5,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1640,65,24,1302,14,235,
"Venta, mant.y rep. veh.autom y motoc. (008)",71,7,20,42,,2,
"Comercio al por mayor (009)",67,2,,50,3,12,
"Comercio al por menor (010)",1502,56,4,1210,11,221,
"Hoteles y restaurantes (011)",349,75,54,191,10,19,
"Trans., almac. y comunicaciones (012)",445,139,133,154,15,4,
"Intermediación financiera (013)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (014)",175,119,33,20,3,,
"Admin.pub. y defensa; p. segur soc.afil (015)",474,334,140,,,,
"Enseñanza (016)",850,798,,50,1,1,
"Servicios sociales y de salud (017)",192,176,3,12,1,,
"Otras activ. serv.comun.soc y personales (018)",134,37,21,75,,1,
"Hogares privados con servicio doméstico (019)",143,,,,,,143
"Actividad economica no especificada (021)",438,53,107,212,4,62,
"Hombres (022)",15147,1311,3022,8696,228,1861,29
"Agric., ganadería, caza y silvicultura (023)",9721,11,549,7279,154,1728,
"Pesca (024)",13,,3,9,,1,
"Explotación de minas y canteras (025)",1498,35,1021,365,39,38,
"Industrias manufactureras (026)",201,12,82,101,,6,
"Suministro de electricidad, gas y agua (027)",41,18,23,,,,
"Construcción (028)",1051,50,920,65,5,11,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",659,31,23,550,7,48,
"Venta, mant.y rep. veh.autom y motoc. (030)",62,6,19,37,,,
"Comercio al por mayor (031)",27,1,,23,2,1,
"Comercio al por menor (032)",570,24,4,490,5,47,
"Hoteles y restaurantes (033)",95,28,19,41,1,6,
"Trans., almac. y comunicaciones (034)",420,128,128,145,15,4,
"Intermediación financiera (035)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (036)",145,98,29,16,2,,
"Admin.pub. y defensa; p. segur soc.afil (037)",383,264,119,,,,
"Enseñanza (038)",515,493,,22,,,
"Servicios sociales y de salud (039)",96,84,2,9,1,,
"Otras activ. serv.comun.soc y personales (040)",65,24,15,26,,,
"Hogares privados con servicio doméstico (041)",29,,,,,,29
"Actividad economica no especificada (043)",210,30,89,68,4,19,
"Mujeres (044)",8937,629,506,3385,73,4230,114
"Agric., ganadería, caza y silvicultura (045)",6510,2,315,2166,49,3978,
"Pesca (046)",3,,,3,,,
"Explotación de minas y canteras (047)",57,6,32,13,6,,
"Industrias manufactureras (048)",86,1,17,61,,7,
"Suministro de electricidad, gas y agua (049)",4,3,,1,,,
"Construcción (050)",54,1,51,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",981,34,1,752,7,187,
"Venta, mant.y rep. veh.autom y motoc. (052)",9,1,1,5,,2,
"Comercio al por mayor (053)",40,1,,27,1,11,
"Comercio al por menor (054)",932,32,,720,6,174,
"Hoteles y restaurantes (055)",254,47,35,150,9,13,
"Trans., almac. y comunicaciones (056)",25,11,5,9,,,
"Activid.inmobil., empres. y alquileres (058)",30,21,4,4,1,,
"Admin.pub. y defensa; p. segur soc.afil (059)",91,70,21,,,,
"Enseñanza (060)",335,305,,28,1,1,
"Servicios sociales y de salud (061)",96,92,1,3,,,
"Otras activ. serv.comun.soc y personales (062)",69,13,6,49,,1,
"Hogares privados con servicio doméstico (063)",114,,,,,,114
"Actividad economica no especificada (065)",228,23,18,144,,43,
,,,,,,,
"URBANA (066)",8088,1501,1496,3801,85,1130,75
"Agric., ganadería, caza y silvicultura (067)",3191,11,179,2042,48,911,
"Pesca (068)",8,,1,7,,,
"Explotación de minas y canteras (069)",294,33,194,62,2,3,
"Industrias manufactureras (070)",226,12,74,130,,10,
"Suministro de electricidad, gas y agua (071)",21,4,16,1,,,
"Construcción (072)",838,48,728,50,5,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1246,45,18,1015,8,160,
"Venta, mant.y rep. veh.autom y motoc. (074)",62,6,14,40,,2,
"Comercio al por mayor (075)",55,1,,42,1,11,
"Comercio al por menor (076)",1129,38,4,933,7,147,
"Hoteles y restaurantes (077)",230,54,24,135,6,11,
"Trans., almac. y comunicaciones (078)",354,126,92,121,13,2,
"Intermediación financiera (079)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (080)",143,100,23,18,2,,
"Admin.pub. y defensa; p. segur soc.afil (081)",344,256,88,,,,
"Enseñanza (082)",623,584,,38,,1,
"Servicios sociales y de salud (083)",159,147,1,10,1,,
"Otras activ. serv.comun.soc y personales (084)",114,34,12,67,,1,
"Hogares privados con servicio doméstico (085)",75,,,,,,75
"Actividad economica no especificada (087)",217,42,46,105,,24,
"Hombres (088)",5020,1025,1314,2296,56,314,15
"Agric., ganadería, caza y silvicultura (089)",1872,9,109,1460,30,264,
"Pesca (090)",6,,1,5,,,
"Explotación de minas y canteras (091)",282,31,187,59,2,3,
"Industrias manufactureras (092)",156,11,59,82,,4,
"Suministro de electricidad, gas y agua (093)",20,4,16,,,,
"Construcción (094)",791,47,684,48,5,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",468,23,18,398,4,25,
"Venta, mant.y rep. veh.autom y motoc. (096)",55,6,14,35,,,
"Comercio al por mayor (097)",19,,,17,1,1,
"Comercio al por menor (098)",394,17,4,346,3,24,
"Hoteles y restaurantes (099)",71,24,14,29,,4,
"Trans., almac. y comunicaciones (100)",330,115,87,113,13,2,
"Intermediación financiera (101)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (102)",119,84,20,14,1,,
"Admin.pub. y defensa; p. segur soc.afil (103)",265,195,70,,,,
"Enseñanza (104)",377,358,,19,,,
"Servicios sociales y de salud (105)",83,73,1,8,1,,
"Otras activ. serv.comun.soc y personales (106)",51,22,8,21,,,
"Hogares privados con servicio doméstico (107)",15,,,,,,15
"Actividad economica no especificada (109)",109,24,40,40,,5,
"Mujeres (110)",3068,476,182,1505,29,816,60
"Agric., ganadería, caza y silvicultura (111)",1319,2,70,582,18,647,
"Pesca (112)",2,,,2,,,
"Explotación de minas y canteras (113)",12,2,7,3,,,
"Industrias manufactureras (114)",70,1,15,48,,6,
"Suministro de electricidad, gas y agua (115)",1,,,1,,,
"Construcción (116)",47,1,44,2,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",778,22,,617,4,135,
"Venta, mant.y rep. veh.autom y motoc. (118)",7,,,5,,2,
"Comercio al por mayor (119)",36,1,,25,,10,
"Comercio al por menor (120)",735,21,,587,4,123,
"Hoteles y restaurantes (121)",159,30,10,106,6,7,
