"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN MIGUEL (000)",16159,228,4862,5393,3969,1707
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",45,,7,20,15,3
"Profes., científicos e intelectuales (002)",973,,127,562,279,5
"Técnicos de nivel medio y trab.asimilados (003)",152,,41,76,33,2
"Jefes y empleados de oficina (004)",158,,53,66,35,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",588,11,139,240,143,55
"Agricult.trabaj. calif. agrop. y pesqueros (006)",6775,26,1419,2188,2014,1128
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",481,5,148,152,133,43
"Obreros construc., conf., papel, fab., instr. (008)",362,,115,156,79,12
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",4952,139,2111,1452,931,319
"Otra (010)",57,,7,30,20,
"Ocupación no especificada (011)",381,1,114,109,105,52
"Desocupado (012)",1235,46,581,342,182,84
"Hombres (013)",13488,157,4030,4430,3325,1546
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",38,,5,17,13,3
"Profes., científicos e intelectuales (015)",526,,59,307,157,3
"Técnicos de nivel medio y trab.asimilados (016)",104,,25,48,29,2
"Jefes y empleados de oficina (017)",95,,26,44,21,4
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",297,7,67,116,75,32
"Agricult.trabaj. calif. agrop. y pesqueros (019)",6467,23,1338,2118,1901,1087
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",294,1,85,94,84,30
"Obreros construc., conf., papel, fab., instr. (021)",348,,112,151,75,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",4108,98,1822,1173,740,275
"Otra (023)",57,,7,30,20,
"Ocupación no especificada (024)",149,1,39,43,42,24
"Desocupado (025)",1005,27,445,289,168,76
"Mujeres (026)",2671,71,832,963,644,161
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,,2,3,2,
"Profes., científicos e intelectuales (028)",447,,68,255,122,2
"Técnicos de nivel medio y trab.asimilados (029)",48,,16,28,4,
"Jefes y empleados de oficina (030)",63,,27,22,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",291,4,72,124,68,23
"Agricult.trabaj. calif. agrop. y pesqueros (032)",308,3,81,70,113,41
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",187,4,63,58,49,13
