"CUADRO Nº 8: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ALFABETISMO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",19761,1052,2739,3049,2176,2846,2338,3988,1573
"Sabe leer y escribir (001)",13755,,1749,3008,2138,2628,1819,2030,383
"No sabe leer y escribir (002)",6006,1052,990,41,38,218,519,1958,1190
"Hombres (004)",9531,515,1347,1565,1067,1388,1113,1839,697
"Sabe leer y escribir (005)",7391,,845,1539,1052,1326,976,1361,292
"No sabe leer y escribir (006)",2140,515,502,26,15,62,137,478,405
"Mujeres (008)",10230,537,1392,1484,1109,1458,1225,2149,876
"Sabe leer y escribir (009)",6364,,904,1469,1086,1302,843,669,91
"No sabe leer y escribir (010)",3866,537,488,15,23,156,382,1480,785
,,,,,,,,,
"URBANA (012)",3163,149,371,406,308,568,495,661,205
"Sabe leer y escribir (013)",2676,,291,405,308,560,477,525,110
"No sabe leer y escribir (014)",487,149,80,1,,8,18,136,95
"Hombres (016)",1551,75,180,212,152,263,239,332,98
"Sabe leer y escribir (017)",1377,,139,212,152,263,236,302,73
"No sabe leer y escribir (018)",174,75,41,,,,3,30,25
"Mujeres (020)",1612,74,191,194,156,305,256,329,107
"Sabe leer y escribir (021)",1299,,152,193,156,297,241,223,37
"No sabe leer y escribir (022)",313,74,39,1,,8,15,106,70
,,,,,,,,,
"RURAL (024)",16598,903,2368,2643,1868,2278,1843,3327,1368
"Sabe leer y escribir (025)",11079,,1458,2603,1830,2068,1342,1505,273
"No sabe leer y escribir (026)",5519,903,910,40,38,210,501,1822,1095
"Hombres (028)",7980,440,1167,1353,915,1125,874,1507,599
"Sabe leer y escribir (029)",6014,,706,1327,900,1063,740,1059,219
"No sabe leer y escribir (030)",1966,440,461,26,15,62,134,448,380
"Mujeres (032)",8618,463,1201,1290,953,1153,969,1820,769
"Sabe leer y escribir (033)",5065,,752,1276,930,1005,602,446,54
"No sabe leer y escribir (034)",3553,463,449,14,23,148,367,1374,715
