"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CAYLLOMA (000)",32911,24326,4252,2121,2212
"Hombres (001)",20176,14657,2680,1358,1481
"Mujeres (002)",12735,9669,1572,763,731
"De 06 a 14 años (003)",632,531,79,22,
"Hombres (004)",393,333,50,10,
"Mujeres (005)",239,198,29,12,
"De 15 a 29 años (006)",10954,7353,1671,899,1031
"Hombres (007)",6504,4250,1068,557,629
"Mujeres (008)",4450,3103,603,342,402
"De 30 a 44 años (009)",11418,8115,1565,832,906
"Hombres (010)",6893,4791,939,526,637
"Mujeres (011)",4525,3324,626,306,269
"De 45 a 64 años (012)",7609,6215,800,334,260
"Hombres (013)",4873,3901,528,240,204
"Mujeres (014)",2736,2314,272,94,56
"De 65 y más años (015)",2298,2112,137,34,15
"Hombres (016)",1513,1382,95,25,11
"Mujeres (017)",785,730,42,9,4
,,,,,
"URBANA (018)",21243,14404,3448,1768,1623
"Hombres (019)",12531,8325,2142,1098,966
"Mujeres (020)",8712,6079,1306,670,657
"De 06 a 14 años (021)",421,339,64,18,
"Hombres (022)",257,206,42,9,
"Mujeres (023)",164,133,22,9,
"De 15 a 29 años (024)",7383,4498,1364,745,776
"Hombres (025)",4259,2521,864,457,417
"Mujeres (026)",3124,1977,500,288,359
"De 30 a 44 años (027)",7741,5100,1293,699,649
"Hombres (028)",4426,2831,774,416,405
"Mujeres (029)",3315,2269,519,283,244
"De 45 a 64 años (030)",4566,3479,625,278,184
"Hombres (031)",2861,2134,396,197,134
"Mujeres (032)",1705,1345,229,81,50
"De 65 y más años (033)",1132,988,102,28,14
"Hombres (034)",728,633,66,19,10
"Mujeres (035)",404,355,36,9,4
,,,,,
"RURAL (036)",11668,9922,804,353,589
"Hombres (037)",7645,6332,538,260,515
"Mujeres (038)",4023,3590,266,93,74
"De 06 a 14 años (039)",211,192,15,4,
"Hombres (040)",136,127,8,1,
"Mujeres (041)",75,65,7,3,
"De 15 a 29 años (042)",3571,2855,307,154,255
"Hombres (043)",2245,1729,204,100,212
"Mujeres (044)",1326,1126,103,54,43
"De 30 a 44 años (045)",3677,3015,272,133,257
"Hombres (046)",2467,1960,165,110,232
"Mujeres (047)",1210,1055,107,23,25
"De 45 a 64 años (048)",3043,2736,175,56,76
"Hombres (049)",2012,1767,132,43,70
"Mujeres (050)",1031,969,43,13,6
"De 65 y más años (051)",1166,1124,35,6,1
"Hombres (052)",785,749,29,6,1
"Mujeres (053)",381,375,6,,
