"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PASCO (000)",37383,34195,149,7812,7464,5606,7165,3842,1671,486,3188,115030
"De 12 a 14 años (001)",56,29,1,21,7,,,,,,27,35
"De 15 a 19 años (002)",800,683,12,583,73,7,8,,,,117,782
"De 20 a 24 años (003)",4491,3281,25,2230,837,147,33,9,,,1210,4543
"De 25 a 29 años (004)",5609,4661,25,1954,1730,695,234,20,3,,948,8630
"De 30 a 34 años (005)",4991,4632,16,1144,1640,1051,700,67,9,5,359,11110
"De 35 a 39 años (006)",5015,4817,16,641,1281,1259,1282,283,47,8,198,14807
"De 40 a 44 años (007)",4135,4024,16,359,700,888,1390,511,139,21,111,15192
"De 45 a 49 años (008)",3281,3231,6,242,428,531,1102,642,227,53,50,14175
"De 50 y más años (009)",9005,8837,32,638,768,1028,2416,2310,1246,399,168,45756
"Conviviente (010)",12468,12110,63,3884,3354,2048,1865,595,241,60,358,31293
"De 12 a 14 años (011)",45,20,1,15,4,,,,,,25,23
"De 15 a 19 años (012)",544,459,3,404,47,4,1,,,,85,514
"De 20 a 24 años (013)",2361,2229,17,1447,630,105,24,6,,,132,3160
"De 25 a 29 años (014)",2865,2797,14,1099,1105,418,143,15,3,,68,5280
"De 30 a 34 años (015)",2314,2296,6,512,793,566,372,39,4,4,18,5698
"De 35 a 39 años (016)",1830,1821,8,199,462,497,517,109,25,4,9,5798
"De 40 a 44 años (017)",1071,1062,7,94,158,228,372,146,50,7,9,4160
"De 45 a 49 años (018)",613,608,1,45,79,99,211,115,49,9,5,2675
"De 50 y más años (019)",825,818,6,69,76,131,225,165,110,36,7,3985
"Separado(a) (020)",2365,2317,9,836,610,309,342,141,55,15,48,6009
"De 12 a 14 años (021)",2,1,,1,,,,,,,1,1
