"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia AYMARAES (000)",9159,1261,1898,3868,35,2032,65
"Sin nivel (001)",1052,10,106,604,4,322,6
"Educación inicial (002)",6,,3,3,,,
"Primaria (003)",2996,40,510,1564,8,849,25
"Secundaria (004)",3330,208,977,1341,14,764,26
"Superior no univ. incompleta (005)",308,80,80,97,2,45,4
"Superior no univ. completa (006)",627,340,161,100,3,22,1
"Superior univ. incompleta (007)",241,98,43,74,1,23,2
"Superior univ. completa (008)",599,485,18,85,3,7,1
"Hombres (010)",6977,835,1723,2890,27,1494,8
"Sin nivel (011)",567,2,69,328,2,166,
"Educación inicial (012)",4,,2,2,,,
"Primaria (013)",2356,23,442,1235,6,647,3
"Secundaria (014)",2758,158,921,1055,11,609,4
"Superior no univ. incompleta (015)",231,53,73,72,2,31,
"Superior no univ. completa (016)",442,199,156,69,2,16,
"Superior univ. incompleta (017)",199,74,43,61,1,19,1
"Superior univ. completa (018)",420,326,17,68,3,6,
"Mujeres (020)",2182,426,175,978,8,538,57
"Sin nivel (021)",485,8,37,276,2,156,6
"Educación inicial (022)",2,,1,1,,,
"Primaria (023)",640,17,68,329,2,202,22
"Secundaria (024)",572,50,56,286,3,155,22
"Superior no univ. incompleta (025)",77,27,7,25,,14,4
"Superior no univ. completa (026)",185,141,5,31,1,6,1
"Superior univ. incompleta (027)",42,24,,13,,4,1
"Superior univ. completa (028)",179,159,1,17,,1,1
,,,,,,,
"URBANA (030)",4101,813,622,1646,17,959,44
"Sin nivel (031)",317,6,44,151,2,111,3
"Educación inicial (032)",1,,1,,,,
"Primaria (033)",1189,27,204,553,3,390,12
"Secundaria (034)",1527,121,293,681,6,404,22
"Superior no univ. incompleta (035)",169,51,21,68,1,24,4
"Superior no univ. completa (036)",349,226,35,71,2,14,1
"Superior univ. incompleta (037)",160,75,14,59,1,10,1
"Superior univ. completa (038)",389,307,10,63,2,6,1
"Hombres (040)",2818,487,528,1134,13,650,6
"Sin nivel (041)",128,2,29,54,1,42,
"Educación inicial (042)",1,,1,,,,
"Primaria (043)",841,16,162,384,2,275,2
"Secundaria (044)",1164,92,264,504,5,296,3
"Superior no univ. incompleta (045)",108,31,16,46,1,14,
"Superior no univ. completa (046)",198,108,33,46,1,10,
"Superior univ. incompleta (047)",129,57,14,48,1,8,1
"Superior univ. completa (048)",249,181,9,52,2,5,
"Mujeres (050)",1283,326,94,512,4,309,38
"Sin nivel (051)",189,4,15,97,1,69,3
"Primaria (053)",348,11,42,169,1,115,10
"Secundaria (054)",363,29,29,177,1,108,19
"Superior no univ. incompleta (055)",61,20,5,22,,10,4
"Superior no univ. completa (056)",151,118,2,25,1,4,1
"Superior univ. incompleta (057)",31,18,,11,,2,
"Superior univ. completa (058)",140,126,1,11,,1,1
,,,,,,,
"RURAL (060)",5058,448,1276,2222,18,1073,21
"Sin nivel (061)",735,4,62,453,2,211,3
"Educación inicial (062)",5,,2,3,,,
"Primaria (063)",1807,13,306,1011,5,459,13
"Secundaria (064)",1803,87,684,660,8,360,4
"Superior no univ. incompleta (065)",139,29,59,29,1,21,
"Superior no univ. completa (066)",278,114,126,29,1,8,
"Superior univ. incompleta (067)",81,23,29,15,,13,1
"Superior univ. completa (068)",210,178,8,22,1,1,
"Hombres (070)",4159,348,1195,1756,14,844,2
"Sin nivel (071)",439,,40,274,1,124,
"Educación inicial (072)",3,,1,2,,,
"Primaria (073)",1515,7,280,851,4,372,1
"Secundaria (074)",1594,66,657,551,6,313,1
"Superior no univ. incompleta (075)",123,22,57,26,1,17,
"Superior no univ. completa (076)",244,91,123,23,1,6,
"Superior univ. incompleta (077)",70,17,29,13,,11,
"Superior univ. completa (078)",171,145,8,16,1,1,
"Mujeres (080)",899,100,81,466,4,229,19
"Sin nivel (081)",296,4,22,179,1,87,3
"Educación inicial (082)",2,,1,1,,,
"Primaria (083)",292,6,26,160,1,87,12
"Secundaria (084)",209,21,27,109,2,47,3
"Superior no univ. incompleta (085)",16,7,2,3,,4,
"Superior no univ. completa (086)",34,23,3,6,,2,
"Superior univ. incompleta (087)",11,6,,2,,2,1
"Superior univ. completa (088)",39,33,,6,,,
