"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Superior univ. completa (028)",12409,,3082,6404,2805,118
"Desocupada (030)",6844,100,3719,2091,827,107
"Sin nivel (031)",125,5,19,23,50,28
"Educación inicial (032)",10,3,4,3,,
"Primaria (033)",1050,34,259,363,343,51
"Secundaria (034)",3255,58,2040,867,274,16
"Superior no univ. incompleta (035)",430,,280,124,25,1
"Superior no univ. completa (036)",579,,332,210,34,3
"Superior univ. incompleta (037)",462,,308,118,34,2
"Superior univ. completa (038)",933,,477,383,67,6
"No PEA (040)",116247,46819,39885,14187,9618,5738
"Sin nivel (041)",5842,498,285,544,1823,2692
"Educación inicial (042)",2059,2005,39,15,,
"Primaria (043)",46595,32122,2700,5026,4623,2124
"Secundaria (044)",41305,12194,21407,5141,2035,528
"Superior no univ. incompleta (045)",5139,,4339,619,148,33
"Superior no univ. completa (046)",2648,,1361,869,286,132
"Superior univ. incompleta (047)",9227,,8324,667,207,29
"Superior univ. completa (048)",3432,,1430,1306,496,200
,,,,,,
"URBANA (060)",195344,43943,69344,47217,27751,7089
"Sin nivel (061)",6758,404,355,814,2587,2598
"Educación inicial (062)",1871,1769,65,37,,
"Primaria (063)",58828,29676,4359,10580,11154,3059
"Secundaria (064)",74850,12094,36557,17726,7637,836
"Superior no univ. incompleta (065)",10530,,7255,2543,679,53
"Superior no univ. completa (066)",10397,,4293,4615,1320,169
"Superior univ. incompleta (067)",15515,,11527,2890,1042,56
"Superior univ. completa (068)",16595,,4933,8012,3332,318
"PEA (070)",88046,1196,31651,33814,19024,2361
"Sin nivel (071)",2233,10,107,352,1140,624
"Educación inicial (072)",62,10,29,23,,
"Primaria (073)",16877,536,2119,6039,6983,1200
"Secundaria (074)",35951,640,16558,12768,5657,328
"Superior no univ. incompleta (075)",5526,,3040,1934,531,21
"Superior no univ. completa (076)",7787,,2954,3756,1036,41
"Superior univ. incompleta (077)",6424,,3334,2226,837,27
"Superior univ. completa (078)",13186,,3510,6716,2840,120
"Ocupada (080)",81535,1103,28155,31792,18226,2259
"Sin nivel (081)",2126,6,93,332,1095,600
"Educación inicial (082)",53,7,25,21,,
"Primaria (083)",15940,505,1928,5702,6655,1150
"Secundaria (084)",32866,585,14649,11931,5389,312
"Superior no univ. incompleta (085)",5099,,2762,1811,506,20
"Superior no univ. completa (086)",7222,,2629,3551,1004,38
"Superior univ. incompleta (087)",5969,,3031,2109,804,25
"Superior univ. completa (088)",12260,,3038,6335,2773,114
"Desocupada (090)",6511,93,3496,2022,798,102
"Sin nivel (091)",107,4,14,20,45,24
"Educación inicial (092)",9,3,4,2,,
"Primaria (093)",937,31,191,337,328,50
"Secundaria (094)",3085,55,1909,837,268,16
"Superior no univ. incompleta (095)",427,,278,123,25,1
"Superior no univ. completa (096)",565,,325,205,32,3
"Superior univ. incompleta (097)",455,,303,117,33,2
"Superior univ. completa (098)",926,,472,381,67,6
"No PEA (100)",107298,42747,37693,13403,8727,4728
"Sin nivel (101)",4525,394,248,462,1447,1974
"Educación inicial (102)",1809,1759,36,14,,
"Primaria (103)",41951,29140,2240,4541,4171,1859
"Secundaria (104)",38899,11454,19999,4958,1980,508
"Superior no univ. incompleta (105)",5004,,4215,609,148,32
"Superior no univ. completa (106)",2610,,1339,859,284,128
"Superior univ. incompleta (107)",9091,,8193,664,205,29
"Superior univ. completa (108)",3409,,1423,1296,492,198
,,,,,,
"RURAL (120)",17757,4246,4793,3166,3378,2174
"Sin nivel (121)",2665,111,84,186,961,1323
"Educación inicial (122)",261,251,5,5,,
"Primaria (123)",8664,3096,1218,1697,1884,769
"Secundaria (124)",5332,788,2982,1058,435,69
"Superior no univ. incompleta (125)",246,,183,48,12,3
"Superior no univ. completa (126)",172,,82,59,27,4
"Superior univ. incompleta (127)",238,,183,32,23,
"Superior univ. completa (128)",179,,56,81,36,6
"PEA (130)",8808,174,2601,2382,2487,1164
"Sin nivel (131)",1348,7,47,104,585,605
"Educación inicial (132)",11,5,2,4,,
"Primaria (133)",4020,114,758,1212,1432,504
"Secundaria (134)",2926,48,1574,875,380,49
"Superior no univ. incompleta (135)",111,,59,38,12,2
"Superior no univ. completa (136)",134,,60,49,25,
"Superior univ. incompleta (137)",102,,52,29,21,
"Superior univ. completa (138)",156,,49,71,32,4
"Ocupada (140)",8475,167,2378,2313,2458,1159
"Sin nivel (141)",1330,6,42,101,580,601
"Educación inicial (142)",10,5,2,3,,
"Primaria (143)",3907,111,690,1186,1417,503
"Secundaria (144)",2756,45,1443,845,374,49
"Superior no univ. incompleta (145)",108,,57,37,12,2
"Superior no univ. completa (146)",120,,53,44,23,
"Superior univ. incompleta (147)",95,,47,28,20,
"Superior univ. completa (148)",149,,44,69,32,4
"Desocupada (150)",333,7,223,69,29,5
"Sin nivel (151)",18,1,5,3,5,4
"Educación inicial (152)",1,,,1,,
"Primaria (153)",113,3,68,26,15,1
"Secundaria (154)",170,3,131,30,6,
"Superior no univ. incompleta (155)",3,,2,1,,
"Superior no univ. completa (156)",14,,7,5,2,
"Superior univ. incompleta (157)",7,,5,1,1,
"Superior univ. completa (158)",7,,5,2,,
"No PEA (160)",8949,4072,2192,784,891,1010
"Sin nivel (161)",1317,104,37,82,376,718
"Educación inicial (162)",250,246,3,1,,
"Primaria (163)",4644,2982,460,485,452,265
"Secundaria (164)",2406,740,1408,183,55,20
"Superior no univ. incompleta (165)",135,,124,10,,1
"Superior no univ. completa (166)",38,,22,10,2,4
"Superior univ. incompleta (167)",136,,131,3,2,
"Superior univ. completa (168)",23,,7,10,4,2
