"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia OTUZCO (000)",31739,88164,80450,,1778,91.3,2
"De 12 a 14 años (001)",3363,23,21,,4,91.3,17.4
"De 15 a 19 años (002)",4096,757,743,217,98.2,28.7,
"De 20 a 24 años (003)",3561,3436,3360,468,97.8,13.6,
"De 25 a 29 años (004)",3025,5574,5431,382,97.4,6.9,
"De 30 a 34 años (005)",2973,7760,7503,353,96.7,4.5,
"De 35 a 39 años (006)",2745,9231,8860,243,96,2.6,
"De 40 a 44 años (007)",2250,8979,8502,93,94.7,1,
"De 45 a 49 años (008)",1976,9238,8638,17,93.5,0.2,
"De 50 y más años (009)",7750,43166,37392,1,86.6,,
"Conviviente (010)",10395,34867,32654,1177,93.7,3.4,
"De 12 a 14 años (011)",37,15,13,2,86.7,13.3,
"De 15 a 19 años (012)",688,506,500,147,98.8,29.1,
"De 20 a 24 años (013)",1624,2318,2270,331,97.9,14.3,
"De 25 a 29 años (014)",1666,3650,3561,261,97.6,7.2,
"De 30 a 34 años (015)",1538,4562,4419,215,96.9,4.7,
"De 35 a 39 años (016)",1322,5010,4791,151,95.6,3,
"De 40 a 44 años (017)",948,4283,4038,60,94.3,1.4,
"De 45 a 49 años (018)",769,3987,3729,9,93.5,0.2,
"De 50 y más años (019)",1803,10536,9333,1,88.6,,
"Separado(a) (020)",1218,3297,3028,68,91.8,2.1,
"De 12 a 14 años (021)",4,2,2,,100,,
"De 15 a 19 años (022)",55,54,52,12,96.3,22.2,
"De 20 a 24 años (023)",160,196,194,25,99,12.8,
"De 25 a 29 años (024)",134,219,217,9,99.1,4.1,
"De 30 a 34 años (025)",142,260,250,10,96.2,3.8,
"De 35 a 39 años (026)",134,316,307,8,97.2,2.5,
"De 40 a 44 años (027)",147,423,406,3,96,0.7,
"De 45 a 49 años (028)",94,361,338,1,93.6,0.3,
"De 50 y más años (029)",348,1466,1262,,86.1,,
"Casado(a) (030)",7564,35667,32385,361,90.8,1,
"De 12 a 14 años (031)",6,,,,,,
"De 15 a 19 años (032)",95,68,65,16,95.6,23.5,
"De 20 a 24 años (033)",354,533,516,52,96.8,9.8,
"De 25 a 29 años (034)",570,1365,1321,84,96.8,6.2,
"De 30 a 34 años (035)",790,2447,2355,104,96.2,4.3,
"De 35 a 39 años (036)",891,3356,3226,72,96.1,2.1,
