"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia HUANCAYO (000)",440937,17938,46503,52016,50111,82937,63370,97791,30271
"Sin nivel (001)",39625,17938,3484,240,250,675,1541,7466,8031
"Educación inicial (002)",11846,,11269,317,45,114,101,,
"Primaria (003)",121156,,31750,30654,2916,6268,9635,26843,13090
"Secundaria (004)",146205,,,20805,36953,30864,22338,30022,5223
"Superior no univ. incompleto (005)",23470,,,,4750,11046,3943,3402,329
"Superior no univ. completo (006)",26980,,,,,10070,8319,7560,1031
"Superior univ. incompleto (007)",28535,,,,5197,14054,4022,4861,401
"Superior univ. completo (008)",43120,,,,,9846,13471,17637,2166
"Hombres (010)",209737,9081,23659,26284,24615,39045,28503,44460,14090
"Sin nivel (011)",13925,9081,1786,129,103,208,303,1074,1241
"Educación inicial (012)",6002,,5736,170,23,43,30,,
"Primaria (013)",54168,,16137,15520,1262,1971,2950,9555,6773
"Secundaria (014)",75407,,,10465,18801,15748,11077,15871,3445
"Superior no univ. incompleto (015)",11516,,,,2059,5366,1934,1912,245
"Superior no univ. completo (016)",11507,,,,,4090,3512,3286,619
"Superior univ. incompleto (017)",15297,,,,2367,7399,2227,2999,305
"Superior univ. completo (018)",21915,,,,,4220,6470,9763,1462
"Mujeres (020)",231200,8857,22844,25732,25496,43892,34867,53331,16181
"Sin nivel (021)",25700,8857,1698,111,147,467,1238,6392,6790
"Educación inicial (022)",5844,,5533,147,22,71,71,,
"Primaria (023)",66988,,15613,15134,1654,4297,6685,17288,6317
"Secundaria (024)",70798,,,10340,18152,15116,11261,14151,1778
"Superior no univ. incompleto (025)",11954,,,,2691,5680,2009,1490,84
"Superior no univ. completo (026)",15473,,,,,5980,4807,4274,412
"Superior univ. incompleto (027)",13238,,,,2830,6655,1795,1862,96
"Superior univ. completo (028)",21205,,,,,5626,7001,7874,704
,,,,,,,,,
"URBANA (030)",390029,15323,39918,44829,44722,74952,57016,87144,26125
"Sin nivel (031)",31524,15323,2895,204,186,503,1080,5303,6030
"Educación inicial (032)",10444,,9912,303,38,103,88,,
"Primaria (033)",99183,,27111,25853,2103,4305,7080,21431,11300
