"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
"Secundaria (034)",130718,,,18469,32939,26842,19818,27689,4961
"Superior no univ. incompleto (035)",22250,,,,4435,10441,3787,3271,316
"Superior no univ. completo (036)",25987,,,,,9589,8036,7358,1004
"Superior univ. incompleto (037)",27724,,,,5021,13624,3925,4763,391
"Superior univ. completo (038)",42199,,,,,9545,13202,17329,2123
"Hombres (040)",184931,7755,20265,22671,21936,35228,25481,39423,12172
"Sin nivel (041)",11170,7755,1473,111,77,154,186,639,775
"Educación inicial (042)",5337,,5086,166,20,39,26,,
"Primaria (043)",43738,,13706,13119,937,1322,2008,7048,5598
"Secundaria (044)",66586,,,9275,16711,13515,9561,14280,3244
"Superior no univ. incompleto (045)",10888,,,,1922,5075,1843,1814,234
"Superior no univ. completo (046)",11006,,,,,3879,3363,3165,599
"Superior univ. incompleto (047)",14827,,,,2269,7173,2167,2922,296
"Superior univ. completo (048)",21379,,,,,4071,6327,9555,1426
"Mujeres (050)",205098,7568,19653,22158,22786,39724,31535,47721,13953
"Sin nivel (051)",20354,7568,1422,93,109,349,894,4664,5255
"Educación inicial (052)",5107,,4826,137,18,64,62,,
"Primaria (053)",55445,,13405,12734,1166,2983,5072,14383,5702
"Secundaria (054)",64132,,,9194,16228,13327,10257,13409,1717
"Superior no univ. incompleto (055)",11362,,,,2513,5366,1944,1457,82
"Superior no univ. completo (056)",14981,,,,,5710,4673,4193,405
"Superior univ. incompleto (057)",12897,,,,2752,6451,1758,1841,95
"Superior univ. completo (058)",20820,,,,,5474,6875,7774,697
,,,,,,,,,
"RURAL (060)",50908,2615,6585,7187,5389,7985,6354,10647,4146
"Sin nivel (061)",8101,2615,589,36,64,172,461,2163,2001
"Educación inicial (062)",1402,,1357,14,7,11,13,,
"Primaria (063)",21973,,4639,4801,813,1963,2555,5412,1790
"Secundaria (064)",15487,,,2336,4014,4022,2520,2333,262
"Superior no univ. incompleto (065)",1220,,,,315,605,156,131,13
"Superior no univ. completo (066)",993,,,,,481,283,202,27
"Superior univ. incompleto (067)",811,,,,176,430,97,98,10
"Superior univ. completo (068)",921,,,,,301,269,308,43
"Hombres (070)",24806,1326,3394,3613,2679,3817,3022,5037,1918
"Sin nivel (071)",2755,1326,313,18,26,54,117,435,466
"Educación inicial (072)",665,,650,4,3,4,4,,
"Primaria (073)",10430,,2431,2401,325,649,942,2507,1175
"Secundaria (074)",8821,,,1190,2090,2233,1516,1591,201
"Superior no univ. incompleto (075)",628,,,,137,291,91,98,11
"Superior no univ. completo (076)",501,,,,,211,149,121,20
"Superior univ. incompleto (077)",470,,,,98,226,60,77,9
"Superior univ. completo (078)",536,,,,,149,143,208,36
"Mujeres (080)",26102,1289,3191,3574,2710,4168,3332,5610,2228
"Sin nivel (081)",5346,1289,276,18,38,118,344,1728,1535
"Educación inicial (082)",737,,707,10,4,7,9,,
"Primaria (083)",11543,,2208,2400,488,1314,1613,2905,615
"Secundaria (084)",6666,,,1146,1924,1789,1004,742,61
"Superior no univ. incompleto (085)",592,,,,178,314,65,33,2
"Superior no univ. completo (086)",492,,,,,270,134,81,7
"Superior univ. incompleto (087)",341,,,,78,204,37,21,1
"Superior univ. completo (088)",385,,,,,152,126,100,7
