"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",62,,,2,9,2,8,5,36
"Profes., científicos e intelectuales (038)",3117,,,,90,155,485,392,1995
"Técnicos de nivel medio ytrab.asimilados (039)",1626,11,1,78,345,303,488,161,239
"Jefes y empleados de oficina (040)",1262,,,10,386,189,288,127,262
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",6365,268,11,1332,3037,498,470,348,401
"Agricult.trabaj. calif.agrop. y pesquros (042)",4877,314,8,1822,2059,202,185,101,186
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",2745,43,2,519,1382,245,277,111,166
"Obreros. construc., conf., papel, fab., instr (044)",4554,102,1,943,2630,295,198,185,200
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",9541,745,25,3032,4392,480,343,229,295
"Otra (046)",308,,,,81,23,115,44,45
"Ocupación no especificada (047)",1344,84,2,319,600,108,81,69,81
"Hombres (048)",23424,658,23,5193,10779,1615,1651,1189,2316
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",46,,,2,6,2,5,4,27
"Profes., científicos e intelectuales (050)",1554,,,,42,80,180,229,1023
"Técnicos de nivel medio ytrab.asimilados (051)",1035,4,,44,236,208,274,115,154
"Jefes y empleados de oficina (052)",578,,,5,196,78,97,63,139
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",2551,46,2,411,1341,213,166,181,191
"Agricult.trabaj. calif.agrop. y pesquros (054)",4383,211,6,1622,1923,189,164,92,176
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",2415,32,1,431,1232,216,252,102,149
"Obreros. construc., conf., papel, fab., instr (056)",4409,86,1,896,2574,290,193,175,194
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",5503,249,12,1650,2827,264,182,145,174
"Otra (058)",292,,,,79,22,107,42,42
"Ocupación no especificada (059)",658,30,1,132,323,53,31,41,47
"Mujeres (060)",12377,909,27,2864,4232,885,1287,583,1590
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",16,,,,3,,3,1,9
"Profes., científicos e intelectuales (062)",1563,,,,48,75,305,163,972
"Técnicos de nivel medio ytrab.asimilados (063)",591,7,1,34,109,95,214,46,85
"Jefes y empleados de oficina (064)",684,,,5,190,111,191,64,123
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",3814,222,9,921,1696,285,304,167,210
"Agricult.trabaj. calif.agrop. y pesquros (066)",494,103,2,200,136,13,21,9,10
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",330,11,1,88,150,29,25,9,17
"Obreros. construc., conf., papel, fab., instr (068)",145,16,,47,56,5,5,10,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",4038,496,13,1382,1565,216,161,84,121
"Otra (070)",16,,,,2,1,8,2,3
"Ocupación no especificada (071)",686,54,1,187,277,55,50,28,34
,,,,,,,,,
"RURAL (072)",28432,3177,28,12185,10531,711,746,348,706
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",9,,,3,2,,,1,3
"Profes., científicos e intelectuales (074)",455,,,,19,27,76,49,284
"Técnicos de nivel medio ytrab.asimilados (075)",251,2,,12,43,35,115,17,27
"Jefes y empleados de oficina (076)",110,,,5,37,10,32,7,19
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",939,83,1,291,430,53,32,24,25
"Agricult.trabaj. calif.agrop. y pesquros (078)",12988,1767,6,6205,4268,227,203,119,193
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",443,12,,64,270,22,53,9,13
"Obreros. construc., conf., papel, fab., instr (080)",855,37,1,196,489,47,48,20,17
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",11595,1160,19,5083,4695,269,166,91,112
"Otra (082)",5,,,,1,,2,,2
"Ocupación no especificada (083)",782,116,1,326,277,21,19,11,11
"Hombres (084)",23324,2250,17,10105,9017,562,569,277,527
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",6,,,3,1,,,,2
"Profes., científicos e intelectuales (086)",244,,,,3,9,37,29,166
"Técnicos de nivel medio ytrab.asimilados (087)",170,1,,7,28,21,79,12,22
"Jefes y empleados de oficina (088)",62,,,3,24,4,13,4,14
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",282,6,,62,158,23,10,10,13
"Agricult.trabaj. calif.agrop. y pesquros (090)",12167,1534,6,5850,4078,213,187,116,183
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",417,9,,61,256,21,51,7,12
"Obreros. construc., conf., papel, fab., instr (092)",785,27,,168,463,45,45,20,17
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",8995,661,10,3888,3916,216,140,74,90
"Otra (094)",4,,,,1,,2,,1
"Ocupación no especificada (095)",192,12,1,63,89,10,5,5,7
"Mujeres (096)",5108,927,11,2080,1514,149,177,71,179
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",3,,,,1,,,1,1
"Profes., científicos e intelectuales (098)",211,,,,16,18,39,20,118
"Técnicos de nivel medio ytrab.asimilados (099)",81,1,,5,15,14,36,5,5
"Jefes y empleados de oficina (100)",48,,,2,13,6,19,3,5
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",657,77,1,229,272,30,22,14,12
"Agricult.trabaj. calif.agrop. y pesquros (102)",821,233,,355,190,14,16,3,10
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",26,3,,3,14,1,2,2,1
"Obreros. construc., conf., papel, fab., instr (104)",70,10,1,28,26,2,3,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",2600,499,9,1195,779,53,26,17,22
"Otra (106)",1,,,,,,,,1
"Ocupación no especificada (107)",590,104,,263,188,11,14,6,4
