"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",1835,25,953,506,293,58
"Sin nivel (031)",43,2,6,15,14,6
"Educación inicial (032)",5,3,2,,,
"Primaria (033)",353,14,102,109,90,38
"Secundaria (034)",870,6,507,213,134,10
"Superior no univ. incompleta (035)",118,,75,36,5,2
"Superior no univ. completa (036)",250,,162,75,12,1
"Superior univ. incompleta (037)",44,,24,8,12,
"Superior univ. completa (038)",152,,75,50,26,1
"No PEA (040)",50761,18978,13501,5677,6028,6577
"Sin nivel (041)",3513,251,185,340,845,1892
"Educación inicial (042)",1129,1107,12,10,,
"Primaria (043)",22856,13441,1269,1934,2787,3425
"Secundaria (044)",17052,4179,8270,2260,1608,735
"Superior no univ. incompleta (045)",2217,,1750,282,126,59
"Superior no univ. completa (046)",1506,,628,461,241,176
"Superior univ. incompleta (047)",1403,,1140,123,110,30
"Superior univ. completa (048)",1085,,247,267,311,260
,,,,,,
"URBANA (060)",57035,12760,15944,11447,10336,6548
"Sin nivel (061)",2962,155,123,393,837,1454
"Educación inicial (062)",809,786,13,10,,
"Primaria (063)",18634,8761,1069,2070,3283,3451
"Secundaria (064)",20796,3058,8721,4584,3494,939
"Superior no univ. incompleta (065)",3491,,2210,790,409,82
"Superior no univ. completa (066)",4229,,1669,1627,712,221
"Superior univ. incompleta (067)",2297,,1359,466,416,56
"Superior univ. completa (068)",3817,,780,1507,1185,345
"PEA (070)",22037,250,6218,7659,6175,1735
"Sin nivel (071)",730,1,19,164,304,242
"Educación inicial (072)",13,7,5,1,,
"Primaria (073)",4309,139,479,1110,1618,963
"Secundaria (074)",8567,103,2913,3004,2242,305
"Superior no univ. incompleta (075)",1646,,784,534,295,33
"Superior no univ. completa (076)",2907,,1131,1218,497,61
"Superior univ. incompleta (077)",1038,,331,356,324,27
"Superior univ. completa (078)",2827,,556,1272,895,104
"Ocupada (080)",20631,236,5505,7248,5952,1690
"Sin nivel (081)",703,1,17,156,293,236
"Educación inicial (082)",11,6,4,1,,
"Primaria (083)",4081,130,419,1034,1561,937
"Secundaria (084)",7919,99,2557,2832,2135,296
"Superior no univ. incompleta (085)",1539,,718,500,290,31
"Superior no univ. completa (086)",2690,,993,1149,488,60
"Superior univ. incompleta (087)",1002,,310,350,315,27
"Superior univ. completa (088)",2686,,487,1226,870,103
"Desocupada (090)",1406,14,713,411,223,45
"Sin nivel (091)",27,,2,8,11,6
"Educación inicial (092)",2,1,1,,,
"Primaria (093)",228,9,60,76,57,26
"Secundaria (094)",648,4,356,172,107,9
"Superior no univ. incompleta (095)",107,,66,34,5,2
"Superior no univ. completa (096)",217,,138,69,9,1
"Superior univ. incompleta (097)",36,,21,6,9,
"Superior univ. completa (098)",141,,69,46,25,1
"No PEA (100)",34998,12510,9726,3788,4161,4813
"Sin nivel (101)",2232,154,104,229,533,1212
"Educación inicial (102)",796,779,8,9,,
"Primaria (103)",14325,8622,590,960,1665,2488
"Secundaria (104)",12229,2955,5808,1580,1252,634
"Superior no univ. incompleta (105)",1845,,1426,256,114,49
"Superior no univ. completa (106)",1322,,538,409,215,160
"Superior univ. incompleta (107)",1259,,1028,110,92,29
"Superior univ. completa (108)",990,,224,235,290,241
,,,,,,
"RURAL (120)",24497,6620,6474,4583,4274,2546
"Sin nivel (121)",1758,105,129,190,495,839
"Educación inicial (122)",339,333,5,1,,
"Primaria (123)",12041,4916,1301,2016,2343,1465
"Secundaria (124)",8639,1266,4111,1931,1157,174
"Superior no univ. incompleta (125)",580,,443,86,40,11
"Superior no univ. completa (126)",533,,263,165,85,20
"Superior univ. incompleta (127)",282,,154,57,63,8
"Superior univ. completa (128)",325,,68,137,91,29
"PEA (130)",8734,152,2699,2694,2407,782
"Sin nivel (131)",477,8,48,79,183,159
"Educación inicial (132)",6,5,1,,,
"Primaria (133)",3510,97,622,1042,1221,528
"Secundaria (134)",3816,42,1649,1251,801,73
"Superior no univ. incompleta (135)",208,,119,60,28,1
"Superior no univ. completa (136)",349,,173,113,59,4
"Superior univ. incompleta (137)",138,,42,44,45,7
"Superior univ. completa (138)",230,,45,105,70,10
"Ocupada (140)",8305,141,2459,2599,2337,769
"Sin nivel (141)",461,6,44,72,180,159
"Educación inicial (142)",3,3,,,,
"Primaria (143)",3385,92,580,1009,1188,516
"Secundaria (144)",3594,40,1498,1210,774,72
"Superior no univ. incompleta (145)",197,,110,58,28,1
"Superior no univ. completa (146)",316,,149,107,56,4
"Superior univ. incompleta (147)",130,,39,42,42,7
"Superior univ. completa (148)",219,,39,101,69,10
"Desocupada (150)",429,11,240,95,70,13
"Sin nivel (151)",16,2,4,7,3,
"Educación inicial (152)",3,2,1,,,
"Primaria (153)",125,5,42,33,33,12
"Secundaria (154)",222,2,151,41,27,1
"Superior no univ. incompleta (155)",11,,9,2,,
"Superior no univ. completa (156)",33,,24,6,3,
"Superior univ. incompleta (157)",8,,3,2,3,
"Superior univ. completa (158)",11,,6,4,1,
"No PEA (160)",15763,6468,3775,1889,1867,1764
"Sin nivel (161)",1281,97,81,111,312,680
"Educación inicial (162)",333,328,4,1,,
"Primaria (163)",8531,4819,679,974,1122,937
"Secundaria (164)",4823,1224,2462,680,356,101
"Superior no univ. incompleta (165)",372,,324,26,12,10
"Superior no univ. completa (166)",184,,90,52,26,16
"Superior univ. incompleta (167)",144,,112,13,18,1
"Superior univ. completa (168)",95,,23,32,21,19
