"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LAMPA (000)",13701,1566,2500,6933,105,2463,134
"Sin nivel (001)",917,8,55,554,3,285,12
"Educación inicial (002)",9,,4,3,,2,
"Primaria (003)",5398,53,544,3377,44,1321,59
"Secundaria (004)",4860,220,1482,2319,40,742,57
"Superior no univ. incompleta (005)",551,114,169,215,5,45,3
"Superior no univ. completa (006)",957,512,151,233,8,50,3
"Superior univ. incompleta (007)",220,77,53,80,1,9,
"Superior univ. completa (008)",789,582,42,152,4,9,
"Hombres (010)",8723,1131,2281,4319,71,902,19
"Sin nivel (011)",259,4,30,187,,38,
"Educación inicial (012)",8,,4,3,,1,
"Primaria (013)",2894,32,420,1997,27,407,11
"Secundaria (014)",3648,171,1423,1629,29,389,7
"Superior no univ. incompleta (015)",442,90,164,156,4,27,1
"Superior no univ. completa (016)",698,349,147,167,6,29,
"Superior univ. incompleta (017)",186,60,53,66,1,6,
"Superior univ. completa (018)",588,425,40,114,4,5,
"Mujeres (020)",4978,435,219,2614,34,1561,115
"Sin nivel (021)",658,4,25,367,3,247,12
"Educación inicial (022)",1,,,,,1,
"Primaria (023)",2504,21,124,1380,17,914,48
"Secundaria (024)",1212,49,59,690,11,353,50
"Superior no univ. incompleta (025)",109,24,5,59,1,18,2
"Superior no univ. completa (026)",259,163,4,66,2,21,3
"Superior univ. incompleta (027)",34,17,,14,,3,
"Superior univ. completa (028)",201,157,2,38,,4,
,,,,,,,
"URBANA (030)",4784,1168,919,2194,44,391,68
"Sin nivel (031)",176,5,19,104,2,42,4
"Educación inicial (032)",4,,2,1,,1,
"Primaria (033)",1271,35,206,834,18,151,27
"Secundaria (034)",1788,167,545,867,15,160,34
"Superior no univ. incompleta (035)",258,70,62,109,3,14,
"Superior no univ. completa (036)",604,400,44,137,3,17,3
"Superior univ. incompleta (037)",134,66,23,42,1,2,
"Superior univ. completa (038)",549,425,18,100,2,4,
"Hombres (040)",3006,801,840,1183,27,150,5
"Sin nivel (041)",48,3,12,24,,9,
"Educación inicial (042)",4,,2,1,,1,
"Primaria (043)",634,18,173,387,8,47,1
"Secundaria (044)",1234,125,514,505,10,76,4
"Superior no univ. incompleta (045)",191,52,59,72,3,5,
"Superior no univ. completa (046)",402,254,41,94,3,10,
"Superior univ. incompleta (047)",108,51,23,32,1,1,
"Superior univ. completa (048)",385,298,16,68,2,1,
"Mujeres (050)",1778,367,79,1011,17,241,63
"Sin nivel (051)",128,2,7,80,2,33,4
"Primaria (053)",637,17,33,447,10,104,26
"Secundaria (054)",554,42,31,362,5,84,30
"Superior no univ. incompleta (055)",67,18,3,37,,9,
"Superior no univ. completa (056)",202,146,3,43,,7,3
"Superior univ. incompleta (057)",26,15,,10,,1,
"Superior univ. completa (058)",164,127,2,32,,3,
,,,,,,,
"RURAL (060)",8917,398,1581,4739,61,2072,66
"Sin nivel (061)",741,3,36,450,1,243,8
"Educación inicial (062)",5,,2,2,,1,
"Primaria (063)",4127,18,338,2543,26,1170,32
"Secundaria (064)",3072,53,937,1452,25,582,23
"Superior no univ. incompleta (065)",293,44,107,106,2,31,3
"Superior no univ. completa (066)",353,112,107,96,5,33,
"Superior univ. incompleta (067)",86,11,30,38,,7,
"Superior univ. completa (068)",240,157,24,52,2,5,
"Hombres (070)",5717,330,1441,3136,44,752,14
"Sin nivel (071)",211,1,18,163,,29,
"Educación inicial (072)",4,,2,2,,,
"Primaria (073)",2260,14,247,1610,19,360,10
"Secundaria (074)",2414,46,909,1124,19,313,3
"Superior no univ. incompleta (075)",251,38,105,84,1,22,1
"Superior no univ. completa (076)",296,95,106,73,3,19,
"Superior univ. incompleta (077)",78,9,30,34,,5,
"Superior univ. completa (078)",203,127,24,46,2,4,
"Mujeres (080)",3200,68,140,1603,17,1320,52
"Sin nivel (081)",530,2,18,287,1,214,8
"Educación inicial (082)",1,,,,,1,
"Primaria (083)",1867,4,91,933,7,810,22
"Secundaria (084)",658,7,28,328,6,269,20
"Superior no univ. incompleta (085)",42,6,2,22,1,9,2
"Superior no univ. completa (086)",57,17,1,23,2,14,
"Superior univ. incompleta (087)",8,2,,4,,2,
"Superior univ. completa (088)",37,30,,6,,1,
