"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia SIHUAS (000)",7658,33,173,420,726,1509,2963,1834
"De 12 a 14 años (001)",11,,,,,,,11
"De 15 a 19 años (002)",210,,,,,,132,78
"De 20 a 24 años (003)",801,,,,,2,510,289
"De 25 a 29 años (004)",720,,,,,30,513,177
"De 30 a 34 años (005)",877,,,,,106,598,173
"De 35 a 39 años (006)",891,,,,4,209,551,127
"De 40 a 44 años (007)",839,,,,17,306,409,107
"De 45 a 49 años (008)",711,,,3,57,350,200,101
"De 50 y más años (009)",2598,33,173,417,648,506,50,771
"Conviviente (010)",2361,3,12,50,87,375,1358,476
"De 12 a 14 años (011)",7,,,,,,,7
"De 15 a 19 años (012)",112,,,,,,70,42
"De 20 a 24 años (013)",434,,,,,,306,128
"De 25 a 29 años (014)",381,,,,,11,306,64
"De 30 a 34 años (015)",376,,,,,41,269,66
"De 35 a 39 años (016)",311,,,,1,62,213,35
"De 40 a 44 años (017)",260,,,,5,112,122,21
"De 45 a 49 años (018)",157,,,,9,68,57,23
"De 50 y más años (019)",323,3,12,50,72,81,15,90
"Separado(a) (020)",435,1,6,25,33,77,187,106
"De 15 a 19 años (022)",27,,,,,,18,9
"De 20 a 24 años (023)",74,,,,,,54,20
"De 25 a 29 años (024)",55,,,,,2,36,17
"De 30 a 34 años (025)",53,,,,,9,35,9
"De 35 a 39 años (026)",47,,,,2,14,23,8
"De 40 a 44 años (027)",38,,,,,19,13,6
"De 45 a 49 años (028)",35,,,,6,18,7,4
"De 50 y más años (029)",106,1,6,25,25,15,1,33
"Casado(a) (030)",3283,7,56,174,422,890,1107,627
"De 12 a 14 años (031)",2,,,,,,,2
"De 15 a 19 años (032)",25,,,,,,13,12
"De 20 a 24 años (033)",84,,,,,,61,23
"De 25 a 29 años (034)",145,,,,,8,111,26
"De 30 a 34 años (035)",340,,,,,42,242,56
"De 35 a 39 años (036)",438,,,,,112,276,50
"De 40 a 44 años (037)",456,,,,10,143,253,50
"De 45 a 49 años (038)",443,,,2,28,237,121,55
"De 50 y más años (039)",1350,7,56,172,384,348,30,353
"Viudo(a) (040)",821,21,93,157,153,89,53,255
"De 20 a 24 años (043)",4,,,,,,2,2
"De 25 a 29 años (044)",2,,,,,,2,
"De 30 a 34 años (045)",11,,,,,1,9,1
"De 35 a 39 años (046)",26,,,,,8,15,3
"De 40 a 44 años (047)",37,,,,1,14,12,10
"De 45 a 49 años (048)",52,,,1,10,20,10,11
"De 50 y más años (049)",689,21,93,156,142,46,3,228
"Divorciado(a) (050)",28,,,2,3,9,5,9
"De 20 a 24 años (053)",1,,,,,,1,
"De 25 a 29 años (054)",6,,,,,2,2,2
