"CUADRO Nº 4: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia JULCAN (000)",7994,7749,23,1358,1313,1164,1850,1152,674,215,245,31078
"De 12 a 14 años (001)",10,3,1,2,,,,,,,7,2
"De 15 a 19 años (002)",252,239,2,195,40,,2,,,,13,283
"De 20 a 24 años (003)",912,826,3,415,275,100,31,2,,,86,1403
"De 25 a 29 años (004)",966,904,3,238,282,202,166,13,,,62,2194
"De 30 a 34 años (005)",958,932,,148,238,237,237,55,16,1,26,2855
"De 35 a 39 años (006)",999,981,,105,154,163,349,152,52,6,18,3907
"De 40 a 44 años (007)",796,786,4,55,96,131,260,164,65,11,10,3539
"De 45 a 49 años (008)",647,644,3,42,60,82,183,145,83,46,3,3364
"De 50 y más años (009)",2454,2434,7,158,168,249,622,621,458,151,20,13531
"Sin nivel (010)",2988,2944,10,228,305,371,795,646,436,153,44,15007
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",18,15,,10,5,,,,,,3,20
"De 20 a 24 años (013)",85,78,1,24,28,16,9,,,,7,164
"De 25 a 29 años (014)",131,125,,22,34,33,33,3,,,6,346
"De 30 a 34 años (015)",225,222,,23,46,58,65,23,6,1,3,774
"De 35 a 39 años (016)",284,279,,16,37,41,102,54,25,4,5,1256
"De 40 a 44 años (017)",273,268,1,11,33,41,84,68,23,7,5,1290
"De 45 a 49 años (018)",265,263,2,17,19,23,79,57,38,28,2,1476
"De 50 y más años (019)",1706,1693,6,104,103,159,423,441,344,113,13,9680
"Educacion Inicial (020)",20,20,,7,4,4,3,2,,,,53
"De 15 a 19 años (022)",3,3,,2,,,1,,,,,6
"De 20 a 24 años (023)",3,3,,1,1,,1,,,,,7
