"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Educación inicial (062)",4,3,1,,
"Primaria (063)",672,586,39,36,11
"Secundaria (064)",1429,1193,98,95,43
"Superior no univ. incompleta (065)",307,237,34,16,20
"Superior no univ. completa (066)",274,177,33,42,22
"Superior univ. incompleta (067)",151,111,12,11,17
"Superior univ. completa (068)",237,127,39,35,36
"De 06 a 14 años (070)",78,69,3,6,
"Sin nivel (071)",5,3,,2,
"Primaria (073)",48,43,3,2,
"Secundaria (074)",25,23,,2,
"De 15 a 29 años (080)",1315,1022,135,110,48
"Sin nivel (081)",10,8,2,,
"Educación inicial (082)",3,2,1,,
"Primaria (083)",147,117,13,14,3
"Secundaria (084)",779,642,62,58,17
"Superior no univ. incompleta (085)",143,101,25,10,7
"Superior no univ. completa (086)",107,67,16,17,7
"Superior univ. incompleta (087)",45,37,3,4,1
"Superior univ. completa (088)",81,48,13,7,13
"De 30 a 44 años (090)",1253,998,81,100,74
"Sin nivel (091)",63,56,3,3,1
"Educación inicial (092)",1,1,,,
"Primaria (093)",277,246,13,13,5
"Secundaria (094)",468,402,21,28,17
"Superior no univ. incompleta (095)",123,101,7,6,9
"Superior no univ. completa (096)",133,83,14,23,13
"Superior univ. incompleta (097)",66,45,6,4,11
"Superior univ. completa (098)",122,64,17,23,18
"De 45 a 64 años (100)",511,419,39,24,29
"Sin nivel (101)",45,41,1,2,1
"Primaria (103)",170,155,6,6,3
"Secundaria (104)",152,122,15,6,9
"Superior no univ. incompleta (105)",40,34,2,,4
"Superior no univ. completa (106)",33,26,3,2,2
"Superior univ. incompleta (107)",37,26,3,3,5
"Superior univ. completa (108)",34,15,9,5,5
"De 65 y más años (110)",60,54,4,2,
"Sin nivel (111)",20,20,,,
"Primaria (113)",30,25,4,1,
"Secundaria (114)",5,4,,1,
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",1,1,,,
"Superior univ. incompleta (117)",3,3,,,
,,,,,
"RURAL (120)",6949,4528,1386,902,133
"Sin nivel (121)",413,340,51,19,3
"Educación inicial (122)",30,25,5,,
"Primaria (123)",1802,1339,275,162,26
"Secundaria (124)",3434,2045,803,554,32
"Superior no univ. incompleta (125)",448,306,80,52,10
"Superior no univ. completa (126)",403,231,94,53,25
"Superior univ. incompleta (127)",200,122,40,26,12
"Superior univ. completa (128)",219,120,38,36,25
"De 06 a 14 años (130)",67,59,5,3,
"Sin nivel (131)",3,2,1,,
"Educación inicial (132)",6,6,,,
"Primaria (133)",41,41,,,
"Secundaria (134)",17,10,4,3,
"De 15 a 29 años (140)",3448,2119,782,485,62
"Sin nivel (141)",61,39,15,7,
"Educación inicial (142)",15,13,2,,
"Primaria (143)",573,400,113,51,9
"Secundaria (144)",2137,1247,511,358,21
"Superior no univ. incompleta (145)",271,185,50,32,4
"Superior no univ. completa (146)",209,126,52,18,13
"Superior univ. incompleta (147)",91,49,23,14,5
"Superior univ. completa (148)",91,60,16,5,10
"De 30 a 44 años (150)",2340,1528,468,291,53
"Sin nivel (151)",174,144,25,4,1
"Educación inicial (152)",9,6,3,,
"Primaria (153)",755,550,118,73,14
"Secundaria (154)",952,571,234,141,6
"Superior no univ. incompleta (155)",130,87,24,15,4
"Superior no univ. completa (156)",150,76,36,27,11
"Superior univ. incompleta (157)",82,55,10,11,6
"Superior univ. completa (158)",88,39,18,20,11
"De 45 a 64 años (160)",970,708,127,117,18
"Sin nivel (161)",131,113,8,8,2
"Primaria (163)",384,303,44,34,3
"Secundaria (164)",313,203,53,52,5
"Superior no univ. incompleta (165)",41,28,6,5,2
"Superior no univ. completa (166)",41,26,6,8,1
"Superior univ. incompleta (167)",24,16,6,1,1
"Superior univ. completa (168)",36,19,4,9,4
"De 65 y más años (170)",124,114,4,6,
"Sin nivel (171)",44,42,2,,
"Primaria (173)",49,45,,4,
"Secundaria (174)",15,14,1,,
"Superior no univ. incompleta (175)",6,6,,,
"Superior no univ. completa (176)",3,3,,,
"Superior univ. incompleta (177)",3,2,1,,
"Superior univ. completa (178)",4,2,,2,
