"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia BOLOGNESI (000)",11045,7962,1229,860,994
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",49,,3,6,40
"Profes., científicos e intelectuales (002)",801,213,150,253,185
"Técnicos de nivel medio y trab. asimilados (003)",290,112,64,37,77
"Jefes y empleados de oficina (004)",327,69,37,44,177
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1013,913,67,22,11
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2631,2538,88,2,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",749,416,119,108,106
"Obreros construc.,conf.,papel, fab., instr. (008)",896,541,176,104,75
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",3603,2774,385,218,226
"Otra (010)",42,,,,42
"Ocupación no especificada (011)",644,386,140,66,52
"Hombres (012)",7990,5465,1029,715,781
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",36,,2,4,30
"Profes., científicos e intelectuales (014)",476,112,91,160,113
"Técnicos de nivel medio y trab. asimilados (015)",207,81,51,32,43
"Jefes y empleados de oficina (016)",196,39,26,28,103
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",403,337,40,17,9
"Agricult.trabaj.calif.agrop.y pesqueros (018)",2166,2085,76,2,3
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",692,370,113,107,102
"Obreros construc.,conf.,papel, fab., instr. (020)",888,534,175,104,75
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",2463,1724,325,200,214
"Otra (022)",42,,,,42
"Ocupación no especificada (023)",421,183,130,61,47
"Mujeres (024)",3055,2497,200,145,213
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",13,,1,2,10
"Profes., científicos e intelectuales (026)",325,101,59,93,72
"Técnicos de nivel medio y trab. asimilados (027)",83,31,13,5,34
"Jefes y empleados de oficina (028)",131,30,11,16,74
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",610,576,27,5,2
"Agricult.trabaj.calif.agrop.y pesqueros (030)",465,453,12,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",57,46,6,1,4
"Obreros construc.,conf.,papel, fab., instr. (032)",8,7,1,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",1140,1050,60,18,12
