"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia ATALAYA (000)",9243,8778,77,1761,1622,1359,2002,1180,579,198,465,32597
"De 12 a 14 años (001)",74,23,2,19,2,,,,,,51,23
"De 15 a 19 años (002)",1030,904,18,621,213,46,6,,,,126,1209
"De 20 a 24 años (003)",1644,1549,24,517,507,304,174,23,,,95,3333
"De 25 a 29 años (004)",1445,1384,7,258,331,340,359,80,9,,61,4073
"De 30 a 34 años (005)",1222,1187,4,134,204,217,389,194,39,6,35,4564
"De 35 a 39 años (006)",1076,1060,4,62,131,159,349,240,97,18,16,4904
"De 40 a 44 años (007)",806,783,5,33,93,93,245,194,85,35,23,3960
"De 45 a 49 años (008)",667,653,3,43,42,77,165,151,118,54,14,3665
"De 50 y más años (009)",1279,1235,10,74,99,123,315,298,231,85,44,6866
"Conviviente (010)",6601,6336,62,1248,1222,1043,1475,813,353,120,265,22898
"De 12 a 14 años (011)",57,14,2,10,2,,,,,,43,14
"De 15 a 19 años (012)",803,700,15,449,190,41,5,,,,103,972
"De 20 a 24 años (013)",1347,1297,22,400,423,268,162,22,,,50,2882
"De 25 a 29 años (014)",1188,1167,5,188,272,298,320,75,9,,21,3561
"De 30 a 34 años (015)",933,920,4,91,140,167,314,165,33,6,13,3684
"De 35 a 39 años (016)",785,782,2,33,80,110,271,189,80,17,3,3799
"De 40 a 44 años (017)",519,508,5,21,49,56,159,136,61,21,11,2638
"De 45 a 49 años (018)",405,397,3,22,25,42,98,93,75,39,8,2316
"De 50 y más años (019)",564,551,4,34,41,61,146,133,95,37,13,3032
"Separado(a) (020)",419,400,1,113,95,56,76,30,25,4,19,1259
"De 12 a 14 años (021)",3,2,,2,,,,,,,1,2
"De 15 a 19 años (022)",65,60,1,45,9,4,1,,,,5,79
