"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia CHINCHEROS (000)",12198,39,1167,179,201,764,4032,372,448,4150,68,330,448
"Agric., ganadería, caza y silvicultura (001)",7343,,1,17,,,4032,,2,3291,,,
"Explotación de minas y canteras (003)",12,,1,,2,,,2,2,5,,,
"Industrias manufactureras (004)",360,1,4,12,1,1,,317,19,5,,,
"Suministro de electricidad, gas y agua (005)",7,,2,2,,,,,,3,,,
"Construcción (006)",456,,7,4,1,,,9,243,192,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",873,,1,13,2,621,,42,2,192,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",45,,,2,,12,,29,1,1,,,
"Comercio al por mayor (009)",25,,1,3,1,18,,,1,1,,,
"Comercio al por menor (010)",803,,,8,1,591,,13,,190,,,
"Hoteles y restaurantes (011)",241,1,1,5,1,114,,,,119,,,
"Trans., almac. y comunicaciones (012)",227,,,6,10,,,2,167,42,,,
"Intermediación financiera (013)",21,,2,2,16,,,,1,,,,
"Activid.inmobil., empres. y alquileres (014)",91,,37,17,8,5,,,1,23,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",330,30,26,11,126,4,,,9,56,68,,
"Enseñanza (016)",1013,7,989,,4,,,,,13,,,
"Servicios sociales y de salud (017)",193,,88,77,7,5,,,2,14,,,
"Otras activ. serv.comun.soc y personales (018)",95,,6,13,11,14,,,,51,,,
"Hogares privados con servicio doméstico (019)",143,,,,,,,,,143,,,
"Actividad economica no especificada (021)",345,,2,,12,,,,,1,,330,
"Desocupado (022)",448,,,,,,,,,,,,448
"Hombres (023)",9655,34,620,118,134,243,3819,302,441,3387,67,125,365
"Agric., ganadería, caza y silvicultura (024)",6800,,1,15,,,3819,,2,2963,,,
"Explotación de minas y canteras (026)",11,,1,,1,,,2,2,5,,,
"Industrias manufactureras (027)",282,1,4,10,,1,,247,15,4,,,
"Suministro de electricidad, gas y agua (028)",7,,2,2,,,,,,3,,,
"Construcción (029)",451,,7,4,1,,,9,241,189,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",341,,1,8,,211,,42,2,77,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",38,,,1,,7,,29,1,,,,
"Comercio al por mayor (032)",15,,1,2,,10,,,1,1,,,
"Comercio al por menor (033)",288,,,5,,194,,13,,76,,,
"Hoteles y restaurantes (034)",37,,1,2,,19,,,,15,,,
"Trans., almac. y comunicaciones (035)",213,,,3,6,,,2,166,36,,,
"Intermediación financiera (036)",15,,2,,12,,,,1,,,,
"Activid.inmobil., empres. y alquileres (037)",78,,34,13,6,5,,,1,19,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",272,27,22,10,89,3,,,9,45,67,,
"Enseñanza (039)",529,6,508,,3,,,,,12,,,
"Servicios sociales y de salud (040)",85,,30,41,5,2,,,2,5,,,
"Otras activ. serv.comun.soc y personales (041)",28,,6,10,4,2,,,,6,,,
"Hogares privados con servicio doméstico (042)",8,,,,,,,,,8,,,
"Actividad economica no especificada (044)",133,,1,,7,,,,,,,125,
"Desocupado (045)",365,,,,,,,,,,,,365
"Mujeres (046)",2543,5,547,61,67,521,213,70,7,763,1,205,83
"Agric., ganadería, caza y silvicultura (047)",543,,,2,,,213,,,328,,,
"Explotación de minas y canteras (049)",1,,,,1,,,,,,,,
"Industrias manufactureras (050)",78,,,2,1,,,70,4,1,,,
"Construcción (052)",5,,,,,,,,2,3,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",532,,,5,2,410,,,,115,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",7,,,1,,5,,,,1,,,
"Comercio al por mayor (055)",10,,,1,1,8,,,,,,,
"Comercio al por menor (056)",515,,,3,1,397,,,,114,,,
"Hoteles y restaurantes (057)",204,1,,3,1,95,,,,104,,,
"Trans., almac. y comunicaciones (058)",14,,,3,4,,,,1,6,,,
"Intermediación financiera (059)",6,,,2,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",13,,3,4,2,,,,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",58,3,4,1,37,1,,,,11,1,,
"Enseñanza (062)",484,1,481,,1,,,,,1,,,
"Servicios sociales y de salud (063)",108,,58,36,2,3,,,,9,,,
"Otras activ. serv.comun.soc y personales (064)",67,,,3,7,12,,,,45,,,
"Hogares privados con servicio doméstico (065)",135,,,,,,,,,135,,,
"Actividad economica no especificada (067)",212,,1,,5,,,,,1,,205,
"Desocupado (068)",83,,,,,,,,,,,,83
,,,,,,,,,,,,,
"URBANA (069)",4914,26,926,128,164,531,1052,186,241,1275,66,156,163
"Agric., ganadería, caza y silvicultura (070)",1827,,1,8,,,1052,,1,765,,,
"Explotación de minas y canteras (072)",6,,1,,2,,,2,1,,,,
"Industrias manufactureras (073)",182,,4,10,1,,,156,8,3,,,
"Suministro de electricidad, gas y agua (074)",6,,2,2,,,,,,2,,,
"Construcción (075)",177,,7,3,1,,,1,95,70,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",608,,1,12,1,430,,25,1,138,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",29,,,2,,11,,16,,,,,
"Comercio al por mayor (078)",18,,1,2,1,13,,,1,,,,
"Comercio al por menor (079)",561,,,8,,406,,9,,138,,,
"Hoteles y restaurantes (080)",179,1,1,5,1,82,,,,89,,,
"Trans., almac. y comunicaciones (081)",166,,,5,9,,,2,124,26,,,
"Intermediación financiera (082)",20,,2,2,15,,,,1,,,,
"Activid.inmobil., empres. y alquileres (083)",70,,35,13,5,2,,,1,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",274,20,25,7,107,2,,,7,40,66,,
"Enseñanza (085)",773,5,759,,3,,,,,6,,,
"Servicios sociales y de salud (086)",146,,80,51,5,3,,,2,5,,,
"Otras activ. serv.comun.soc y personales (087)",68,,6,10,7,12,,,,33,,,
"Hogares privados con servicio doméstico (088)",84,,,,,,,,,84,,,
"Actividad economica no especificada (090)",165,,2,,7,,,,,,,156,
"Desocupado (091)",163,,,,,,,,,,,,163
"Hombres (092)",3359,21,490,81,106,168,977,160,236,863,65,61,131
"Agric., ganadería, caza y silvicultura (093)",1640,,1,8,,,977,,1,653,,,
"Explotación de minas y canteras (095)",5,,1,,1,,,2,1,,,,
"Industrias manufactureras (096)",149,,4,8,,,,130,5,2,,,
"Suministro de electricidad, gas y agua (097)",6,,2,2,,,,,,2,,,
"Construcción (098)",175,,7,3,1,,,1,94,69,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",227,,1,7,,148,,25,1,45,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",23,,,1,,6,,16,,,,,
"Comercio al por mayor (101)",9,,1,1,,6,,,1,,,,
"Comercio al por menor (102)",195,,,5,,136,,9,,45,,,
"Hoteles y restaurantes (103)",28,,1,2,,13,,,,12,,,
"Trans., almac. y comunicaciones (104)",154,,,3,5,,,2,123,21,,,
"Intermediación financiera (105)",14,,2,,11,,,,1,,,,
"Activid.inmobil., empres. y alquileres (106)",62,,33,10,4,2,,,1,12,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",220,17,21,6,73,1,,,7,30,65,,
"Enseñanza (108)",394,4,382,,2,,,,,6,,,
"Servicios sociales y de salud (109)",62,,28,24,4,2,,,2,2,,,
"Otras activ. serv.comun.soc y personales (110)",22,,6,8,2,2,,,,4,,,
"Hogares privados con servicio doméstico (111)",5,,,,,,,,,5,,,
"Actividad economica no especificada (113)",65,,1,,3,,,,,,,61,
"Desocupado (114)",131,,,,,,,,,,,,131
"Mujeres (115)",1555,5,436,47,58,363,75,26,5,412,1,95,32
"Agric., ganadería, caza y silvicultura (116)",187,,,,,,75,,,112,,,
"Explotación de minas y canteras (118)",1,,,,1,,,,,,,,
"Industrias manufactureras (119)",33,,,2,1,,,26,3,1,,,
"Construcción (121)",2,,,,,,,,1,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",381,,,5,1,282,,,,93,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",6,,,1,,5,,,,,,,
"Comercio al por mayor (124)",9,,,1,1,7,,,,,,,
"Comercio al por menor (125)",366,,,3,,270,,,,93,,,
"Hoteles y restaurantes (126)",151,1,,3,1,69,,,,77,,,
"Trans., almac. y comunicaciones (127)",12,,,2,4,,,,1,5,,,
"Intermediación financiera (128)",6,,,2,4,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",8,,2,3,1,,,,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",54,3,4,1,34,1,,,,10,1,,
"Enseñanza (131)",379,1,377,,1,,,,,,,,
"Servicios sociales y de salud (132)",84,,52,27,1,1,,,,3,,,
"Otras activ. serv.comun.soc y personales (133)",46,,,2,5,10,,,,29,,,
"Hogares privados con servicio doméstico (134)",79,,,,,,,,,79,,,
"Actividad economica no especificada (136)",100,,1,,4,,,,,,,95,
"Desocupado (137)",32,,,,,,,,,,,,32
,,,,,,,,,,,,,
"RURAL (138)",7284,13,241,51,37,233,2980,186,207,2875,2,174,285
"Agric., ganadería, caza y silvicultura (139)",5516,,,9,,,2980,,1,2526,,,
"Explotación de minas y canteras (141)",6,,,,,,,,1,5,,,
"Industrias manufactureras (142)",178,1,,2,,1,,161,11,2,,,
"Suministro de electricidad, gas y agua (143)",1,,,,,,,,,1,,,
"Construcción (144)",279,,,1,,,,8,148,122,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",265,,,1,1,191,,17,1,54,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",16,,,,,1,,13,1,1,,,
"Comercio al por mayor (147)",7,,,1,,5,,,,1,,,
"Comercio al por menor (148)",242,,,,1,185,,4,,52,,,
"Hoteles y restaurantes (149)",62,,,,,32,,,,30,,,
"Trans., almac. y comunicaciones (150)",61,,,1,1,,,,43,16,,,
"Intermediación financiera (151)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (152)",21,,2,4,3,3,,,,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",56,10,1,4,19,2,,,2,16,2,,
"Enseñanza (154)",240,2,230,,1,,,,,7,,,
