"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia LAURICOCHA (000)",11609,36375,32381,,683,89,1.9
"De 12 a 14 años (001)",1461,4,4,,1,100,25
"De 15 a 19 años (002)",1604,252,246,81,97.6,32.1,
"De 20 a 24 años (003)",1219,1158,1126,166,97.2,14.3,
"De 25 a 29 años (004)",1154,2171,2098,131,96.6,6,
"De 30 a 34 años (005)",1055,3136,3002,134,95.7,4.3,
"De 35 a 39 años (006)",976,4019,3772,96,93.9,2.4,
"De 40 a 44 años (007)",860,4586,4251,55,92.7,1.2,
"De 45 a 49 años (008)",759,4559,4101,19,90,0.4,
"De 50 y más años (009)",2521,16490,13781,,83.6,,
"Conviviente (010)",3041,10870,10117,441,93.1,4.1,
"De 12 a 14 años (011)",14,1,1,,100,,
"De 15 a 19 años (012)",168,141,137,48,97.2,34,
"De 20 a 24 años (013)",503,800,775,118,96.9,14.8,
"De 25 a 29 años (014)",589,1483,1428,94,96.3,6.3,
"De 30 a 34 años (015)",510,1764,1688,87,95.7,4.9,
"De 35 a 39 años (016)",446,2080,1950,60,93.8,2.9,
"De 40 a 44 años (017)",284,1619,1480,27,91.4,1.7,
"De 45 a 49 años (018)",201,1141,1053,7,92.3,0.6,
"De 50 y más años (019)",326,1841,1605,,87.2,,
"Separado(a) (020)",551,1602,1492,51,93.1,3.2,
"De 12 a 14 años (021)",2,,,,,,
"De 15 a 19 años (022)",34,33,33,11,100,33.3,
"De 20 a 24 años (023)",79,108,106,19,98.1,17.6,
"De 25 a 29 años (024)",79,123,120,7,97.6,5.7,
"De 30 a 34 años (025)",77,184,179,8,97.3,4.3,
"De 35 a 39 años (026)",61,185,172,5,93,2.7,
"De 40 a 44 años (027)",54,219,211,,96.3,,
"De 45 a 49 años (028)",48,213,207,1,97.2,0.5,
"De 50 y más años (029)",117,537,464,,86.4,,
"Casado(a) (030)",2943,17424,15385,135,88.3,0.8,
"De 12 a 14 años (031)",2,2,2,,100,,
"De 15 a 19 años (032)",22,23,22,6,95.7,26.1,
"De 20 a 24 años (033)",66,94,92,15,97.9,16,
"De 25 a 29 años (034)",167,401,388,20,96.8,5,
"De 30 a 34 años (035)",275,973,922,30,94.8,3.1,
"De 35 a 39 años (036)",342,1528,1437,26,94,1.7,
"De 40 a 44 años (037)",416,2483,2316,27,93.3,1.1,
