"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia LA CONVENCION (000)",62607,7321,9382,34492,1283,9209,920
"Agric., ganadería, caza y silvicultura (001)",37966,109,4558,24545,892,7862,
"Pesca (002)",25,2,17,3,2,1,
"Explotación de minas y canteras (003)",374,33,334,5,1,1,
"Industrias manufactureras (004)",1587,72,407,984,41,83,
"Suministro de electricidad, gas y agua (005)",113,35,76,2,,,
"Construcción (006)",2750,135,1995,535,47,38,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5963,599,94,4440,162,668,
"Venta, mant.y rep. veh.autom y motoc. (008)",506,43,69,347,28,19,
"Comercio al por mayor (009)",265,51,11,167,8,28,
"Comercio al por menor (010)",5192,505,14,3926,126,621,
"Hoteles y restaurantes (011)",1967,471,68,1254,53,121,
"Trans., almac. y comunicaciones (012)",1925,495,200,1177,24,29,
"Intermediación financiera (013)",96,83,7,4,1,1,
"Activid.inmobil., empres. y alquileres (014)",828,551,79,160,21,17,
"Admin.pub. y defensa; p. segur soc.afil (015)",2311,1176,1135,,,,
"Enseñanza (016)",2554,2433,2,96,3,20,
"Servicios sociales y de salud (017)",668,577,3,77,5,6,
"Otras activ. serv.comun.soc y personales (018)",565,219,62,256,9,19,
"Hogares privados con servicio doméstico (019)",920,,,,,,920
"Actividad economica no especificada (021)",1995,331,345,954,22,343,
"Hombres (022)",46388,4359,8087,27311,1041,5461,129
"Agric., ganadería, caza y silvicultura (023)",31867,98,3670,22237,794,5068,
"Pesca (024)",24,2,16,3,2,1,
"Explotación de minas y canteras (025)",372,32,333,5,1,1,
"Industrias manufactureras (026)",1307,52,383,793,29,50,
"Suministro de electricidad, gas y agua (027)",110,34,74,2,,,
"Construcción (028)",2652,115,1924,528,47,38,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",2426,294,91,1798,90,153,
"Venta, mant.y rep. veh.autom y motoc. (030)",446,27,68,319,26,6,
"Comercio al por mayor (031)",143,37,9,89,5,3,
"Comercio al por menor (032)",1837,230,14,1390,59,144,
"Hoteles y restaurantes (033)",392,155,22,172,21,22,
"Trans., almac. y comunicaciones (034)",1767,403,195,1120,22,27,
"Intermediación financiera (035)",65,57,6,1,1,,
"Activid.inmobil., empres. y alquileres (036)",624,412,70,118,12,12,
"Admin.pub. y defensa; p. segur soc.afil (037)",1956,956,1000,,,,
"Enseñanza (038)",1279,1220,2,46,2,9,
"Servicios sociales y de salud (039)",286,223,3,56,3,1,
"Otras activ. serv.comun.soc y personales (040)",332,139,53,122,4,14,
"Hogares privados con servicio doméstico (041)",129,,,,,,129
"Actividad economica no especificada (043)",800,167,245,310,13,65,
"Mujeres (044)",16219,2962,1295,7181,242,3748,791
"Agric., ganadería, caza y silvicultura (045)",6099,11,888,2308,98,2794,
"Pesca (046)",1,,1,,,,
"Explotación de minas y canteras (047)",2,1,1,,,,
"Industrias manufactureras (048)",280,20,24,191,12,33,
"Suministro de electricidad, gas y agua (049)",3,1,2,,,,
"Construcción (050)",98,20,71,7,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3537,305,3,2642,72,515,
"Venta, mant.y rep. veh.autom y motoc. (052)",60,16,1,28,2,13,
"Comercio al por mayor (053)",122,14,2,78,3,25,
"Comercio al por menor (054)",3355,275,,2536,67,477,
"Hoteles y restaurantes (055)",1575,316,46,1082,32,99,
"Trans., almac. y comunicaciones (056)",158,92,5,57,2,2,
"Intermediación financiera (057)",31,26,1,3,,1,
"Activid.inmobil., empres. y alquileres (058)",204,139,9,42,9,5,
"Admin.pub. y defensa; p. segur soc.afil (059)",355,220,135,,,,
"Enseñanza (060)",1275,1213,,50,1,11,
"Servicios sociales y de salud (061)",382,354,,21,2,5,
"Otras activ. serv.comun.soc y personales (062)",233,80,9,134,5,5,
"Hogares privados con servicio doméstico (063)",791,,,,,,791
"Actividad economica no especificada (065)",1195,164,100,644,9,278,
,,,,,,,
"URBANA (066)",19376,5197,2747,9104,535,1379,414
"Agric., ganadería, caza y silvicultura (067)",4181,62,815,2406,221,677,
"Pesca (068)",12,1,10,,1,,
"Explotación de minas y canteras (069)",48,23,21,3,1,,
"Industrias manufactureras (070)",1083,55,245,703,36,44,
"Suministro de electricidad, gas y agua (071)",55,19,34,2,,,
"Construcción (072)",1350,64,923,306,39,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4382,529,77,3190,133,453,
"Venta, mant.y rep. veh.autom y motoc. (074)",425,36,55,295,25,14,
"Comercio al por mayor (075)",196,45,10,113,7,21,
"Comercio al por menor (076)",3761,448,12,2782,101,418,
"Hoteles y restaurantes (077)",1426,369,21,924,43,69,
"Trans., almac. y comunicaciones (078)",1406,394,111,865,20,16,
"Intermediación financiera (079)",84,77,2,3,1,1,
"Activid.inmobil., empres. y alquileres (080)",636,412,48,150,14,12,
"Admin.pub. y defensa; p. segur soc.afil (081)",1141,894,247,,,,
"Enseñanza (082)",1553,1496,2,47,2,6,
"Servicios sociales y de salud (083)",473,403,2,60,4,4,
"Otras activ. serv.comun.soc y personales (084)",412,160,23,207,9,13,
"Hogares privados con servicio doméstico (085)",414,,,,,,414
"Actividad economica no especificada (087)",720,239,166,238,11,66,
"Hombres (088)",12004,3072,2389,5527,389,578,49
"Agric., ganadería, caza y silvicultura (089)",3234,55,608,2015,179,377,
"Pesca (090)",12,1,10,,1,,
"Explotación de minas y canteras (091)",47,22,21,3,1,,
"Industrias manufactureras (092)",891,40,229,565,26,31,
"Suministro de electricidad, gas y agua (093)",52,18,32,2,,,
"Construcción (094)",1301,52,892,300,39,18,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1826,254,74,1330,79,89,
"Venta, mant.y rep. veh.autom y motoc. (096)",377,22,54,272,23,6,
"Comercio al por mayor (097)",103,31,8,56,5,3,
"Comercio al por menor (098)",1346,201,12,1002,51,80,
"Hoteles y restaurantes (099)",298,125,10,129,19,15,
"Trans., almac. y comunicaciones (100)",1273,319,109,813,18,14,
"Intermediación financiera (101)",56,53,1,1,1,,
"Activid.inmobil., empres. y alquileres (102)",461,291,40,110,11,9,
"Admin.pub. y defensa; p. segur soc.afil (103)",960,744,216,,,,
"Enseñanza (104)",753,722,2,27,1,1,
"Servicios sociales y de salud (105)",215,165,2,45,2,1,
"Otras activ. serv.comun.soc y personales (106)",227,92,20,102,4,9,
"Hogares privados con servicio doméstico (107)",49,,,,,,49
"Actividad economica no especificada (109)",349,119,123,85,8,14,
"Mujeres (110)",7372,2125,358,3577,146,801,365
"Agric., ganadería, caza y silvicultura (111)",947,7,207,391,42,300,
"Explotación de minas y canteras (113)",1,1,,,,,
"Industrias manufactureras (114)",192,15,16,138,10,13,
"Suministro de electricidad, gas y agua (115)",3,1,2,,,,
"Construcción (116)",49,12,31,6,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2556,275,3,1860,54,364,
