"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia BONGARA (000)",9747,9500,2673,1381,1326,1010,1400,879,485,346,247,26857
"De 12 a 14 años (001)",1018,1012,1008,4,,,,,,,6,4
"De 15 a 19 años (002)",1350,1315,1077,197,34,6,1,,,,35,287
"De 20 a 24 años (003)",1057,977,280,431,195,58,12,1,,,80,1052
"De 25 a 29 años (004)",950,912,96,299,297,135,79,5,1,,38,1681
"De 30 a 34 años (005)",914,895,43,146,276,213,175,42,,,19,2347
"De 35 a 39 años (006)",966,948,39,117,218,195,250,96,27,6,18,3114
"De 40 a 44 años (007)",791,774,35,58,108,147,246,116,54,10,17,3110
"De 45 a 49 años (008)",626,622,21,33,67,89,179,133,64,36,4,3022
"De 50 y más años (009)",2075,2045,74,96,131,167,458,486,339,294,30,12240
"Conviviente (010)",2641,2586,204,656,597,384,440,180,71,54,55,7297
"De 12 a 14 años (011)",13,9,6,3,,,,,,,4,3
"De 15 a 19 años (012)",258,234,86,117,26,5,,,,,24,184
"De 20 a 24 años (013)",503,485,63,258,119,39,6,,,,18,639
"De 25 a 29 años (014)",492,487,15,152,188,78,50,3,1,,5,1005
"De 30 a 34 años (015)",394,394,9,57,119,102,88,19,,,,1097
"De 35 a 39 años (016)",365,363,5,44,91,73,99,39,8,4,2,1233
"De 40 a 44 años (017)",237,236,9,10,29,54,82,36,15,1,1,961
"De 45 a 49 años (018)",146,146,6,6,15,14,47,29,23,6,,732
"De 50 y más años (019)",233,232,5,9,10,19,68,54,24,43,1,1443
"Separado(a) (020)",269,264,6,66,42,32,58,40,13,7,5,956
"De 15 a 19 años (022)",7,7,,7,,,,,,,,7
"De 20 a 24 años (023)",23,23,,17,5,,1,,,,,31
"De 25 a 29 años (024)",24,23,,13,8,,2,,,,1,38
