"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia CORONEL PORTILLO (000)",85500,311,1389,3291,7883,16648,32702,23276
"De 12 a 14 años (001)",303,,,,,,46,257
"De 15 a 19 años (002)",4496,,,,,,2508,1988
"De 20 a 24 años (003)",11417,,,,,41,6661,4715
"De 25 a 29 años (004)",12378,,,,,631,7925,3822
"De 30 a 34 años (005)",11327,,,,6,1748,6892,2681
"De 35 a 39 años (006)",10351,,,,135,3149,4969,2098
"De 40 a 44 años (007)",9166,,,3,661,4114,2657,1731
"De 45 a 49 años (008)",7247,,,27,1312,3629,893,1386
"De 50 y más años (009)",18815,311,1389,3261,5769,3336,151,4598
"Conviviente (010)",45136,24,164,617,2486,8102,22125,11618
"De 12 a 14 años (011)",192,,,,,,17,175
"De 15 a 19 años (012)",3200,,,,,,1748,1452
"De 20 a 24 años (013)",7353,,,,,22,4832,2499
"De 25 a 29 años (014)",8106,,,,,413,5659,2034
"De 30 a 34 años (015)",7022,,,,2,961,4616,1443
"De 35 a 39 años (016)",5897,,,,55,1630,3112,1100
"De 40 a 44 años (017)",4727,,,2,269,2009,1572,875
"De 45 a 49 años (018)",3217,,,9,439,1656,492,621
"De 50 y más años (019)",5422,24,164,606,1721,1411,77,1419
"Separado(a) (020)",5390,11,71,270,658,1301,1820,1259
"De 12 a 14 años (021)",15,,,,,,5,10
"De 15 a 19 años (022)",263,,,,,,162,101
"De 20 a 24 años (023)",587,,,,,2,406,179
"De 25 a 29 años (024)",620,,,,,47,416,157
"De 30 a 34 años (025)",705,,,,,168,381,156
"De 35 a 39 años (026)",680,,,,18,262,267,133
"De 40 a 44 años (027)",611,,,,57,317,127,110
"De 45 a 49 años (028)",549,,,3,113,274,49,110
"De 50 y más años (029)",1360,11,71,267,470,231,7,303
"Casado(a) (030)",20442,60,436,1324,3355,5513,5576,4178
"De 12 a 14 años (031)",10,,,,,,,10
"De 15 a 19 años (032)",208,,,,,,76,132
"De 20 a 24 años (033)",719,,,,,5,457,257
"De 25 a 29 años (034)",1538,,,,,57,1102,379
"De 30 a 34 años (035)",2305,,,,,359,1439,507
"De 35 a 39 años (036)",2738,,,,28,908,1300,502
"De 40 a 44 años (037)",2953,,,,213,1423,837,480
"De 45 a 49 años (038)",2703,,,9,558,1420,307,409
"De 50 y más años (039)",7268,60,436,1315,2556,1341,58,1502
"Viudo(a) (040)",4525,193,657,888,837,547,208,1195
"De 12 a 14 años (041)",4,,,,,,,4
"De 15 a 19 años (042)",13,,,,,,3,10
"De 20 a 24 años (043)",33,,,,,,19,14
"De 25 a 29 años (044)",52,,,,,5,32,15
"De 30 a 34 años (045)",65,,,,1,11,36,17
