"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Actividad economica no especificada (043)",83,,33,24,14,12
"Mujeres (045)",1726,28,509,673,445,71
"Agric., ganadería, caza y silvicultura (046)",618,13,199,232,146,28
"Explotación de minas y canteras (048)",25,1,14,7,3,
"Industrias manufactureras (049)",40,,12,16,9,3
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",3,1,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",367,5,86,130,120,26
"Venta, mant.y rep. veh.autom.y motoc. (053)",6,,2,3,1,
"Comercio al por mayor (054)",9,,2,3,3,1
"Comercio al por menor (055)",352,5,82,124,116,25
"Hoteles y restaurantes (056)",146,4,55,52,34,1
"Trans., almac. y comunicaciones (057)",21,,14,5,2,
"Intermediación financiera (058)",8,,7,1,,
"Activid.inmobil., empres. y alquileres (059)",28,,14,8,6,
"Admin.pub. y defensa; p. segur.soc.afil (060)",44,,10,19,15,
"Enseñanza (061)",188,,38,102,46,2
"Servicios sociales y de salud (062)",68,,14,34,19,1
"Otras activ. serv.comun.soc y personales (063)",37,2,8,15,11,1
"Hogares privados con servicio doméstico (064)",74,2,23,29,17,3
"Actividad economica no especificada (066)",58,,14,21,17,6
,,,,,,
"URBANA (067)",3374,73,1030,1202,884,185
"Agric., ganadería, caza y silvicultura (068)",1204,37,406,395,280,86
"Pesca (069)",4,,1,2,1,
"Explotación de minas y canteras (070)",112,1,56,41,14,
"Industrias manufactureras (071)",124,4,45,34,34,7
"Suministro de electricidad, gas y agua (072)",7,,,3,3,1
"Construcción (073)",139,1,37,55,40,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",598,17,141,207,188,45
"Venta, mant.y rep. veh.autom.y motoc. (075)",58,1,23,21,11,2
"Comercio al por mayor (076)",28,,9,9,7,3
"Comercio al por menor (077)",512,16,109,177,170,40
"Hoteles y restaurantes (078)",162,8,58,52,37,7
"Trans., almac. y comunicaciones (079)",208,,85,69,50,4
"Intermediación financiera (080)",11,,7,3,1,
"Activid.inmobil., empres. y alquileres (081)",95,,25,38,29,3
"Admin.pub. y defensa; p. segur.soc.afil (082)",128,,32,50,42,4
"Enseñanza (083)",227,,35,123,64,5
"Servicios sociales y de salud (084)",105,,18,46,40,1
"Otras activ. serv.comun.soc y personales (085)",78,3,25,25,23,2
"Hogares privados con servicio doméstico (086)",60,2,20,20,16,2
"Actividad economica no especificada (088)",112,,39,39,22,12
"Hombres (089)",2103,48,650,709,557,139
"Agric., ganadería, caza y silvicultura (090)",846,26,277,257,209,77
"Pesca (091)",4,,1,2,1,
"Explotación de minas y canteras (092)",107,1,53,40,13,
"Industrias manufactureras (093)",88,4,34,20,26,4
"Suministro de electricidad, gas y agua (094)",7,,,3,3,1
"Construcción (095)",136,,36,54,40,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",276,12,63,99,80,22
"Venta, mant.y rep. veh.autom.y motoc. (097)",53,1,21,19,10,2
"Comercio al por mayor (098)",19,,7,6,4,2
"Comercio al por menor (099)",204,11,35,74,66,18
"Hoteles y restaurantes (100)",42,4,9,12,11,6
"Trans., almac. y comunicaciones (101)",190,,72,66,48,4
"Intermediación financiera (102)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (103)",76,,17,33,23,3
"Admin.pub. y defensa; p. segur.soc.afil (104)",90,,23,35,28,4
"Enseñanza (105)",82,,12,36,31,3
"Servicios sociales y de salud (106)",42,,5,15,22,
"Otras activ. serv.comun.soc y personales (107)",46,1,18,13,13,1
"Hogares privados con servicio doméstico (108)",5,,3,1,1,
"Actividad economica no especificada (110)",63,,27,21,7,8
"Mujeres (112)",1271,25,380,493,327,46
"Agric., ganadería, caza y silvicultura (113)",358,11,129,138,71,9
"Explotación de minas y canteras (115)",5,,3,1,1,
"Industrias manufactureras (116)",36,,11,14,8,3
"Construcción (118)",3,1,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",322,5,78,108,108,23
"Venta, mant.y rep. veh.autom.y motoc. (120)",5,,2,2,1,
"Comercio al por mayor (121)",9,,2,3,3,1
"Comercio al por menor (122)",308,5,74,103,104,22
"Hoteles y restaurantes (123)",120,4,49,40,26,1
"Trans., almac. y comunicaciones (124)",18,,13,3,2,
"Intermediación financiera (125)",8,,7,1,,
"Activid.inmobil., empres. y alquileres (126)",19,,8,5,6,
"Admin.pub. y defensa; p. segur.soc.afil (127)",38,,9,15,14,
"Enseñanza (128)",145,,23,87,33,2
"Servicios sociales y de salud (129)",63,,13,31,18,1
"Otras activ. serv.comun.soc y personales (130)",32,2,7,12,10,1
"Hogares privados con servicio doméstico (131)",55,2,17,19,15,2
"Actividad economica no especificada (133)",49,,12,18,15,4
,,,,,,
"RURAL (134)",1796,16,559,596,494,131
"Agric., ganadería, caza y silvicultura (135)",1199,9,355,361,361,113
"Pesca (136)",1,,,,1,
"Explotación de minas y canteras (137)",191,5,79,69,35,3
"Industrias manufactureras (138)",9,,4,3,2,
"Suministro de electricidad, gas y agua (139)",1,,,1,,
"Construcción (140)",36,1,12,16,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",80,,18,38,20,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",6,,2,4,,
"Comercio al por mayor (143)",2,,1,,1,
"Comercio al por menor (144)",72,,15,34,19,4
"Hoteles y restaurantes (145)",33,1,8,12,11,1
"Trans., almac. y comunicaciones (146)",50,,22,16,11,1
"Intermediación financiera (147)",1,,1,,,
"Activid.inmobil., empres. y alquileres (148)",35,,14,16,5,
"Admin.pub. y defensa; p. segur.soc.afil (149)",20,,3,10,6,1
"Enseñanza (150)",54,,17,19,18,
"Servicios sociales y de salud (151)",13,,6,6,1,
"Otras activ. serv.comun.soc y personales (152)",17,,3,9,5,
"Hogares privados con servicio doméstico (153)",27,,9,14,2,2
"Actividad economica no especificada (155)",29,,8,6,9,6
"Hombres (156)",1341,13,430,416,376,106
"Agric., ganadería, caza y silvicultura (157)",939,7,285,267,286,94
"Pesca (158)",1,,,,1,
"Explotación de minas y canteras (159)",171,4,68,63,33,3
"Industrias manufactureras (160)",5,,3,1,1,
"Construcción (162)",36,1,12,16,7,
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",35,,10,16,8,1
"Venta, mant.y rep. veh.autom.y motoc. (164)",5,,2,3,,
"Comercio al por mayor (165)",2,,1,,1,
"Comercio al por menor (166)",28,,7,13,7,1
"Hoteles y restaurantes (167)",7,1,2,,3,1
"Trans., almac. y comunicaciones (168)",47,,21,14,11,1
"Intermediación financiera (169)",1,,1,,,
"Activid.inmobil., empres. y alquileres (170)",26,,8,13,5,
"Admin.pub. y defensa; p. segur.soc.afil (171)",14,,2,6,5,1
"Enseñanza (172)",11,,2,4,5,
"Servicios sociales y de salud (173)",8,,5,3,,
"Otras activ. serv.comun.soc y personales (174)",12,,2,6,4,
"Hogares privados con servicio doméstico (175)",8,,3,4,,1
"Actividad economica no especificada (177)",20,,6,3,7,4
"Mujeres (179)",455,3,129,180,118,25
"Agric., ganadería, caza y silvicultura (180)",260,2,70,94,75,19
"Explotación de minas y canteras (182)",20,1,11,6,2,
"Industrias manufactureras (183)",4,,1,2,1,
"Suministro de electricidad, gas y agua (184)",1,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",45,,8,22,12,3
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,1,,
"Comercio al por menor (189)",44,,8,21,12,3
"Hoteles y restaurantes (190)",26,,6,12,8,
"Trans., almac. y comunicaciones (191)",3,,1,2,,
"Activid.inmobil., empres. y alquileres (193)",9,,6,3,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",6,,1,4,1,
"Enseñanza (195)",43,,15,15,13,
"Servicios sociales y de salud (196)",5,,1,3,1,
"Otras activ. serv.comun.soc y personales (197)",5,,1,3,1,
"Hogares privados con servicio doméstico (198)",19,,6,10,2,1
"Actividad economica no especificada (200)",9,,2,3,2,2
