"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PURUS (000)",1140,3162,2825,,107,89.3,3.4
"De 12 a 14 años (001)",148,6,6,,3,100,50
"De 15 a 19 años (002)",191,128,120,28,93.8,21.9,
"De 20 a 24 años (003)",141,220,210,25,95.5,11.4,
"De 25 a 29 años (004)",161,455,424,22,93.2,4.8,
"De 30 a 34 años (005)",130,446,413,15,92.6,3.4,
"De 35 a 39 años (006)",98,433,396,10,91.5,2.3,
"De 40 a 44 años (007)",86,431,401,4,93,0.9,
"De 45 a 49 años (008)",56,292,257,,88,,
"De 50 y más años (009)",129,751,598,,79.6,,
"Sin nivel (010)",303,1312,1107,29,84.4,2.2,
"De 12 a 14 años (011)",18,,,,,,
"De 15 a 19 años (012)",29,33,31,11,93.9,33.3,
"De 20 a 24 años (013)",15,24,23,3,95.8,12.5,
"De 25 a 29 años (014)",27,97,91,3,93.8,3.1,
"De 30 a 34 años (015)",31,138,129,5,93.5,3.6,
"De 35 a 39 años (016)",26,142,123,5,86.6,3.5,
"De 40 a 44 años (017)",33,183,169,2,92.3,1.1,
"De 45 a 49 años (018)",26,135,120,,88.9,,
"De 50 y más años (019)",98,560,421,,75.2,,
"Educacion Inicial (020)",2,4,4,,100,,
"De 12 a 14 años (021)",1,,,,,,
"De 35 a 39 años (026)",1,4,4,,100,,
"Primaria (030)",442,1168,1061,46,90.8,3.9,
"De 12 a 14 años (031)",100,4,4,2,100,50,
"De 15 a 19 años (032)",78,49,46,8,93.9,16.3,
"De 20 a 24 años (033)",48,102,95,15,93.1,14.7,
"De 25 a 29 años (034)",67,213,199,11,93.4,5.2,
"De 30 a 34 años (035)",38,180,161,5,89.4,2.8,
"De 35 a 39 años (036)",44,212,194,4,91.5,1.9,
"De 40 a 44 años (037)",29,157,143,1,91.1,0.6,
"De 45 a 49 años (038)",17,108,90,,83.3,,
"De 50 y más años (039)",21,143,129,,90.2,,
"Secundaria (040)",284,516,492,30,95.3,5.8,
"De 12 a 14 años (041)",29,2,2,1,100,50,
"De 15 a 19 años (042)",82,45,42,9,93.3,20,
"De 20 a 24 años (043)",63,84,82,7,97.6,8.3,
"De 25 a 29 años (044)",46,124,113,6,91.1,4.8,
"De 30 a 34 años (045)",23,81,76,5,93.8,6.2,
