"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARABAYA (000)",24084,1940,3528,12081,301,6091,143
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,30,,,1,,
"Profes., científicos e intelectuales (002)",1015,937,,71,6,1,
"Técnicos de nivel medio y trab. asimilados (003)",288,180,,82,23,3,
"Jefes y empleados de oficina (004)",285,285,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1523,129,36,1115,18,225,
"Agricult.trabaj. calif.agrop. y pesqueros (006)",9645,1,2,9438,203,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",1482,,832,599,26,25,
"Obreros construc.,conf., papel, fab., instr. (008)",830,128,488,192,17,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",8504,154,2063,372,3,5769,143
"Otra (010)",55,55,,,,,
"Ocupación no especificada (011)",426,41,107,212,4,62,
"Hombres (012)",15147,1311,3022,8696,228,1861,29
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",24,23,,,1,,
"Profes., científicos e intelectuales (014)",640,599,,36,5,,
"Técnicos de nivel medio y trab. asimilados (015)",201,122,,60,18,1,
"Jefes y empleados de oficina (016)",195,195,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",540,69,14,408,6,43,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",7429,1,2,7271,154,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",1361,,795,526,22,18,
"Obreros construc.,conf., papel, fab., instr. (020)",813,126,479,186,17,5,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",3686,98,1643,141,1,1774,29
"Otra (022)",55,55,,,,,
"Ocupación no especificada (023)",203,23,89,68,4,19,
"Mujeres (024)",8937,629,506,3385,73,4230,114
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",7,7,,,,,
"Profes., científicos e intelectuales (026)",375,338,,35,1,1,
"Técnicos de nivel medio y trab. asimilados (027)",87,58,,22,5,2,
"Jefes y empleados de oficina (028)",90,90,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",983,60,22,707,12,182,
"Agricult.trabaj. calif.agrop. y pesqueros (030)",2216,,,2167,49,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",121,,37,73,4,7,
"Obreros construc.,conf., papel, fab., instr. (032)",17,2,9,6,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",4818,56,420,231,2,3995,114
"Ocupación no especificada (035)",223,18,18,144,,43,
,,,,,,,
"URBANA (036)",8088,1501,1496,3801,85,1130,75
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",21,20,,,1,,
"Profes., científicos e intelectuales (038)",779,720,,55,3,1,
"Técnicos de nivel medio y trab. asimilados (039)",195,138,,52,2,3,
"Jefes y empleados de oficina (040)",230,230,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",1139,95,10,870,12,152,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2096,1,1,2046,48,,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",476,,214,247,4,11,
"Obreros construc.,conf., papel, fab., instr. (044)",640,115,361,147,14,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",2281,126,864,279,1,936,75
"Otra (046)",25,25,,,,,
"Ocupación no especificada (047)",206,31,46,105,,24,
"Hombres (048)",5020,1025,1314,2296,56,314,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",17,16,,,1,,
"Profes., científicos e intelectuales (050)",494,461,,30,3,,
"Técnicos de nivel medio y trab. asimilados (051)",132,95,,36,,1,
"Jefes y empleados de oficina (052)",153,153,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",394,57,10,300,4,23,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",1494,1,1,1462,30,,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",400,,194,197,4,5,
"Obreros construc.,conf., papel, fab., instr. (056)",624,113,352,142,14,3,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",1184,86,717,89,,277,15
"Otra (058)",25,25,,,,,
"Ocupación no especificada (059)",103,18,40,40,,5,
"Mujeres (060)",3068,476,182,1505,29,816,60
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",4,4,,,,,
"Profes., científicos e intelectuales (062)",285,259,,25,,1,
"Técnicos de nivel medio y trab. asimilados (063)",63,43,,16,2,2,
"Jefes y empleados de oficina (064)",77,77,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",745,38,,570,8,129,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",602,,,584,18,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",76,,20,50,,6,
"Obreros construc.,conf., papel, fab., instr. (068)",16,2,9,5,,,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",1097,40,147,190,1,659,60
"Ocupación no especificada (071)",103,13,6,65,,19,
,,,,,,,
"RURAL (072)",15996,439,2032,8280,216,4961,68
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",10,10,,,,,
"Profes., científicos e intelectuales (074)",236,217,,16,3,,
"Técnicos de nivel medio y trab. asimilados (075)",93,42,,30,21,,
"Jefes y empleados de oficina (076)",55,55,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",384,34,26,245,6,73,
"Agricult.trabaj. calif.agrop. y pesqueros (078)",7549,,1,7392,155,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",1006,,618,352,22,14,
"Obreros construc.,conf., papel, fab., instr. (080)",190,13,127,45,3,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",6223,28,1199,93,2,4833,68
"Otra (082)",30,30,,,,,
"Ocupación no especificada (083)",220,10,61,107,4,38,
"Hombres (084)",10127,286,1708,6400,172,1547,14
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",7,7,,,,,
"Profes., científicos e intelectuales (086)",146,138,,6,2,,
"Técnicos de nivel medio y trab. asimilados (087)",69,27,,24,18,,
"Jefes y empleados de oficina (088)",42,42,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",146,12,4,108,2,20,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",5935,,1,5809,124,1,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",961,,601,329,18,13,
"Obreros construc.,conf., papel, fab., instr. (092)",189,13,127,44,3,2,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2502,12,926,52,1,1497,14
"Otra (094)",30,30,,,,,
"Ocupación no especificada (095)",100,5,49,28,4,14,
"Mujeres (096)",5869,153,324,1880,44,3414,54
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",3,3,,,,,
"Profes., científicos e intelectuales (098)",90,79,,10,1,,
"Técnicos de nivel medio y trab. asimilados (099)",24,15,,6,3,,
