"CUADRO Nº 6: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAJABAMBA (000)",21089,618,7250,6729,4761,1731
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (001)",19,,2,7,7,3
"Profes., científicos e intelectuales (002)",1314,,252,795,260,7
"Técnicos de nivel medio y trab. asimilados (003)",334,1,117,130,77,9
"Jefes y empleados de oficina (004)",206,,86,67,52,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1296,23,399,451,349,74
"Agricult. trabaj. calif.agrop. y pesqueros (006)",8864,94,2265,2901,2459,1145
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1009,13,384,320,225,67
"Obreros construc., conf., papel, fab., instr. (008)",752,7,282,283,158,22
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (009)",6686,479,3256,1572,1037,342
"Otra (010)",36,,6,22,8,
"Ocupación no especificada (011)",573,1,201,181,129,61
"Hombres (012)",16909,483,5832,5260,3835,1499
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (013)",17,,1,7,6,3
"Profes., científicos e intelectuales (014)",646,,111,394,136,5
"Técnicos de nivel medio y trab. asimilados (015)",219,1,85,79,48,6
"Jefes y empleados de oficina (016)",93,,37,28,27,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",555,13,188,181,142,31
"Agricult. trabaj. calif.agrop. y pesqueros (018)",8513,85,2159,2804,2363,1102
"Obreros y oper.minas, cant.,ind.manuf. y otros (019)",817,12,312,259,183,51
"Obreros construc., conf., papel, fab., instr. (020)",733,6,276,275,155,21
"Trabaj.no calif. serv., peon, vend.,amb.,y afines (021)",5142,365,2610,1169,741,257
"Otra (022)",36,,6,22,8,
"Ocupación no especificada (023)",138,1,47,42,26,22
"Mujeres (024)",4180,135,1418,1469,926,232
"Miembros p.ejec.y leg. direct., adm. pub.y emp. (025)",2,,1,,1,
"Profes., científicos e intelectuales (026)",668,,141,401,124,2
"Técnicos de nivel medio y trab. asimilados (027)",115,,32,51,29,3
"Jefes y empleados de oficina (028)",113,,49,39,25,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",741,10,211,270,207,43
"Agricult. trabaj. calif.agrop. y pesqueros (030)",351,9,106,97,96,43
"Obreros y oper.minas, cant.,ind.manuf. y otros (031)",192,1,72,61,42,16
"Obreros construc., conf., papel, fab., instr. (032)",19,1,6,8,3,1
