"CUADRO Nº 1: POBLACIÓN TOTAL, POR ÁREA URBANA Y RURAL, Y SEXO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO Y EDADES SIMPLES",TOTAL,POBLACIÓN,,TOTAL,URBANA,,TOTAL,RURAL,
,,HOMBRES,MUJERES,,HOMBRES,MUJERES,,HOMBRES,MUJERES
,,,,,,,,,
"Provincia MARISCAL NIETO (000)",72849,37266,35583,62797,31575,31222,10052,5691,4361
"Menores de 1 año (001)",1070,527,543,958,474,484,112,53,59
"Menores de 1 mes (002)",91,45,46,84,41,43,7,4,3
"De 1 a 11 meses (003)",979,482,497,874,433,441,105,49,56
"De 1 a 4 años (004)",4725,2501,2224,4169,2192,1977,556,309,247
"1 año (005)",987,547,440,876,481,395,111,66,45
"2 años (006)",1283,676,607,1115,581,534,168,95,73
"3 años (007)",1265,645,620,1137,582,555,128,63,65
"4 años (008)",1190,633,557,1041,548,493,149,85,64
"De 5 a 9 años (009)",5721,2981,2740,5035,2599,2436,686,382,304
"5 años (010)",1183,610,573,1029,534,495,154,76,78
"6 años (011)",1068,537,531,942,473,469,126,64,62
"7 años (012)",1198,641,557,1041,555,486,157,86,71
"8 años (013)",1171,608,563,1039,523,516,132,85,47
"9 años (014)",1101,585,516,984,514,470,117,71,46
"De 10 a 14 años (015)",6414,3228,3186,5644,2837,2807,770,391,379
"10 años (016)",1257,670,587,1098,596,502,159,74,85
"11 años (017)",1169,565,604,1025,493,532,144,72,72
"12 años (018)",1414,722,692,1249,625,624,165,97,68
"13 años (019)",1274,610,664,1114,535,579,160,75,85
"14 años (020)",1300,661,639,1158,588,570,142,73,69
"De 15 a 19 años (021)",6332,3237,3095,5621,2833,2788,711,404,307
"15 años (022)",1371,659,712,1237,595,642,134,64,70
"16 años (023)",1132,574,558,1012,503,509,120,71,49
"17 años (024)",1214,614,600,1063,523,540,151,91,60
"18 años (025)",1338,707,631,1169,609,560,169,98,71
"19 años (026)",1277,683,594,1140,603,537,137,80,57
"De 20 a 24 años (027)",7011,3479,3532,6147,2984,3163,864,495,369
"20 años (028)",1587,784,803,1384,685,699,203,99,104
"21 años (029)",1259,609,650,1127,531,596,132,78,54
"22 años (030)",1419,704,715,1243,599,644,176,105,71
"23 años (031)",1423,698,725,1231,576,655,192,122,70
"24 años (032)",1323,684,639,1162,593,569,161,91,70
"De 25 a 29 años (033)",6692,3333,3359,5772,2794,2978,920,539,381
"25 años (034)",1425,716,709,1243,604,639,182,112,70
"26 años (035)",1206,571,635,1054,498,556,152,73,79
"27 años (036)",1474,715,759,1268,597,671,206,118,88
"28 años (037)",1310,677,633,1120,564,556,190,113,77
"29 años (038)",1277,654,623,1087,531,556,190,123,67
"De 30 a 34 años (039)",6227,3212,3015,5340,2664,2676,887,548,339
"30 años (040)",1567,813,754,1308,655,653,259,158,101
"31 años (041)",1005,511,494,855,422,433,150,89,61
"32 años (042)",1335,697,638,1161,591,570,174,106,68
"33 años (043)",1229,657,572,1067,546,521,162,111,51
