"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CUTERVO (000)",39942,4064,6383,19110,453,7205,1092,1635
"Agric., ganadería, caza y silvicultura (001)",28311,17,5268,15974,363,6689,,
"Pesca (002)",1,,,1,,,,
"Explotación de minas y canteras (003)",42,,32,6,,4,,
"Industrias manufactureras (004)",659,15,154,422,16,52,,
"Suministro de electricidad, gas y agua (005)",39,13,26,,,,,
"Construcción (006)",590,20,425,127,,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1541,110,25,1228,27,151,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",92,14,17,51,5,5,,
"Comercio al por mayor (009)",81,11,2,53,3,12,,
"Comercio al por menor (010)",1368,85,6,1124,19,134,,
"Hoteles y restaurantes (011)",382,66,20,233,14,49,,
"Trans., almac. y comunicaciones (012)",696,152,80,447,9,8,,
"Intermediación financiera (013)",7,7,,,,,,
"Activid.inmobil., empres. y alquileres (014)",148,97,9,37,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",475,372,103,,,,,
"Enseñanza (016)",2611,2468,3,129,1,10,,
"Servicios sociales y de salud (017)",503,470,3,29,1,,,
"Otras activ. serv.comun.soc y personales (018)",362,116,40,157,3,46,,
"Hogares privados con servicio doméstico (019)",1092,,,,,,1092,
"Actividad economica no especificada (021)",848,141,195,320,14,178,,
"Desocupado (022)",1635,,,,,,,1635
"Hombres (023)",32197,2358,5718,16977,399,5486,31,1228
"Agric., ganadería, caza y silvicultura (024)",25543,16,4785,15067,340,5335,,
"Pesca (025)",1,,,1,,,,
"Explotación de minas y canteras (026)",27,,22,2,,3,,
"Industrias manufactureras (027)",476,12,133,297,13,21,,
"Suministro de electricidad, gas y agua (028)",37,11,26,,,,,
"Construcción (029)",579,18,417,126,,18,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",877,59,24,721,23,50,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",82,10,16,47,5,4,,
"Comercio al por mayor (032)",59,8,2,43,3,3,,
"Comercio al por menor (033)",736,41,6,631,15,43,,
"Hoteles y restaurantes (034)",82,21,7,46,4,4,,
"Trans., almac. y comunicaciones (035)",670,133,79,443,8,7,,
"Intermediación financiera (036)",6,6,,,,,,
"Activid.inmobil., empres. y alquileres (037)",121,74,8,35,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",357,286,71,,,,,
"Enseñanza (039)",1475,1400,3,67,,5,,
"Servicios sociales y de salud (040)",230,199,3,27,1,,,
"Otras activ. serv.comun.soc y personales (041)",143,65,17,56,2,3,,
"Hogares privados con servicio doméstico (042)",31,,,,,,31,
"Actividad economica no especificada (044)",314,58,123,89,4,40,,
"Desocupado (045)",1228,,,,,,,1228
"Mujeres (046)",7745,1706,665,2133,54,1719,1061,407
"Agric., ganadería, caza y silvicultura (047)",2768,1,483,907,23,1354,,
"Explotación de minas y canteras (049)",15,,10,4,,1,,
"Industrias manufactureras (050)",183,3,21,125,3,31,,
"Suministro de electricidad, gas y agua (051)",2,2,,,,,,
"Construcción (052)",11,2,8,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",664,51,1,507,4,101,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",10,4,1,4,,1,,
"Comercio al por mayor (055)",22,3,,10,,9,,
"Comercio al por menor (056)",632,44,,493,4,91,,
"Hoteles y restaurantes (057)",300,45,13,187,10,45,,
"Trans., almac. y comunicaciones (058)",26,19,1,4,1,1,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",27,23,1,2,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",118,86,32,,,,,
"Enseñanza (062)",1136,1068,,62,1,5,,
"Servicios sociales y de salud (063)",273,271,,2,,,,
"Otras activ. serv.comun.soc y personales (064)",219,51,23,101,1,43,,
"Hogares privados con servicio doméstico (065)",1061,,,,,,1061,
"Actividad economica no especificada (067)",534,83,72,231,10,138,,
,,,,,,,,
"URBANA (068)",9622,3113,1166,3535,108,513,473,714
"Agric., ganadería, caza y silvicultura (069)",2120,10,512,1295,31,272,,
"Explotación de minas y canteras (071)",34,,24,6,,4,,
"Industrias manufactureras (072)",408,14,90,281,13,10,,
"Suministro de electricidad, gas y agua (073)",26,13,13,,,,,
"Construcción (074)",395,19,274,92,,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",1197,85,24,935,24,129,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",83,6,17,50,5,5,,
"Comercio al por mayor (077)",68,9,2,43,3,11,,
"Comercio al por menor (078)",1046,70,5,842,16,113,,
"Hoteles y restaurantes (079)",282,41,16,190,13,22,,
"Trans., almac. y comunicaciones (080)",599,130,66,391,8,4,,
"Intermediación financiera (081)",7,7,,,,,,
"Activid.inmobil., empres. y alquileres (082)",137,87,9,36,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",410,336,74,,,,,
"Enseñanza (084)",1909,1835,1,64,1,8,,
"Servicios sociales y de salud (085)",380,359,1,19,1,,,
"Otras activ. serv.comun.soc y personales (086)",254,85,18,137,3,11,,
"Hogares privados con servicio doméstico (087)",473,,,,,,473,
"Actividad economica no especificada (089)",277,92,44,89,9,43,,
"Desocupado (090)",714,,,,,,,714
"Hombres (091)",6325,1745,1038,2643,79,291,14,515
"Agric., ganadería, caza y silvicultura (092)",1926,9,471,1209,26,211,,
"Explotación de minas y canteras (094)",22,,17,2,,3,,
"Industrias manufactureras (095)",325,11,83,214,10,7,,
"Suministro de electricidad, gas y agua (096)",24,11,13,,,,,
"Construcción (097)",387,17,269,91,,10,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",663,45,23,538,21,36,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",74,3,16,46,5,4,,
"Comercio al por mayor (100)",50,6,2,36,3,3,,
"Comercio al por menor (101)",539,36,5,456,13,29,,
"Hoteles y restaurantes (102)",68,16,6,39,4,3,,
"Trans., almac. y comunicaciones (103)",574,111,65,387,7,4,,
"Intermediación financiera (104)",6,6,,,,,,
"Activid.inmobil., empres. y alquileres (105)",114,68,8,34,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",299,255,44,,,,,
"Enseñanza (107)",1004,972,1,27,,4,,
"Servicios sociales y de salud (108)",153,133,1,18,1,,,
"Otras activ. serv.comun.soc y personales (109)",102,48,5,46,2,1,,
"Hogares privados con servicio doméstico (110)",14,,,,,,14,
"Actividad economica no especificada (112)",129,43,32,38,4,12,,
"Desocupado (113)",515,,,,,,,515
"Mujeres (114)",3297,1368,128,892,29,222,459,199
"Agric., ganadería, caza y silvicultura (115)",194,1,41,86,5,61,,
"Explotación de minas y canteras (117)",12,,7,4,,1,,
"Industrias manufactureras (118)",83,3,7,67,3,3,,
"Suministro de electricidad, gas y agua (119)",2,2,,,,,,
