"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CUTERVO (000)",38736,4021,50,22201,7968,517,2476,309,1194
"Miembros p.ejec. y leg.direct., adm.pub.y emp (001)",58,,,4,8,3,18,3,22
"Profes., científicos e intelectuales (002)",2854,,,,130,138,1508,149,929
"Técnicos de nivel medio ytrab.asimilados (003)",507,,,19,59,50,317,19,43
"Jefes y empleados de oficina (004)",296,,,4,93,24,107,15,53
"Trab.de serv.pers.y vend.del comerc y mcdo. (005)",1461,102,2,553,557,57,118,30,42
"Agricult.trabaj. calif.agrop. y pesquros (006)",16388,1996,14,11273,2889,62,97,29,28
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",769,40,4,342,289,21,51,4,18
"Obreros. construc., conf., papel, fab., instr (008)",967,21,1,309,506,39,60,13,18
"Trabaj.no calif.serv. peon, vend., amb.,y afines (009)",14567,1710,28,9230,3294,102,146,32,25
"Otra (010)",55,,,,12,6,30,5,2
"Ocupación no especificada (011)",814,152,1,467,131,15,24,10,14
"Hombres (012)",31299,2719,36,18903,6842,357,1487,215,740
"Miembros p.ejec. y leg.direct., adm.pub.y emp (013)",48,,,4,6,2,15,3,18
"Profes., científicos e intelectuales (014)",1621,,,,50,78,848,87,558
"Técnicos de nivel medio ytrab.asimilados (015)",309,,,17,50,29,176,16,21
"Jefes y empleados de oficina (016)",173,,,4,67,13,47,11,31
"Trab.de serv.pers.y vend.del comerc y mcdo. (017)",707,9,1,246,313,31,59,22,26
"Agricult.trabaj. calif.agrop. y pesquros (018)",15449,1732,13,10727,2769,61,92,28,27
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",589,13,2,246,250,19,43,4,12
"Obreros. construc., conf., papel, fab., instr (020)",960,21,1,307,502,38,60,13,18
"Trabaj.no calif.serv. peon, vend., amb.,y afines (021)",11086,931,19,7164,2754,75,104,21,18
"Otra (022)",55,,,,12,6,30,5,2
"Ocupación no especificada (023)",302,13,,188,69,5,13,5,9
"Mujeres (024)",7437,1302,14,3298,1126,160,989,94,454
"Miembros p.ejec. y leg.direct., adm.pub.y emp (025)",10,,,,2,1,3,,4
"Profes., científicos e intelectuales (026)",1233,,,,80,60,660,62,371
"Técnicos de nivel medio ytrab.asimilados (027)",198,,,2,9,21,141,3,22
"Jefes y empleados de oficina (028)",123,,,,26,11,60,4,22
"Trab.de serv.pers.y vend.del comerc y mcdo. (029)",754,93,1,307,244,26,59,8,16
"Agricult.trabaj. calif.agrop. y pesquros (030)",939,264,1,546,120,1,5,1,1
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",180,27,2,96,39,2,8,,6
"Obreros. construc., conf., papel, fab., instr (032)",7,,,2,4,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (033)",3481,779,9,2066,540,27,42,11,7
"Ocupación no especificada (035)",512,139,1,279,62,10,11,5,5
,,,,,,,,,
"URBANA (036)",8968,425,10,2652,2466,323,1907,219,966
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",39,,,2,7,3,11,2,14
"Profes., científicos e intelectuales (038)",2143,,,,52,66,1186,102,737
