"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",795,23,208,236,224,104
"Ocupación no especificada (037)",66,,17,18,22,9
"Desocupado (038)",13,,5,5,3,
,,,,,,
"URBANA (039)",2708,56,697,924,738,293
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",23,,3,13,7,
"Profes., científicos e intelectuales (041)",290,,51,131,105,3
"Técnicos de nivel medio y trab.asimilados (042)",58,4,20,21,12,1
"Jefes y empleados de oficina (043)",67,,21,30,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",208,1,56,83,48,20
"Agricult.trabaj. calif. agrop. y pesqueros (045)",357,,53,110,113,81
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",132,,56,46,23,7
"Obreros construc., conf., papel, fab., instr. (047)",96,,26,38,30,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",1307,51,363,395,339,159
"Otra (049)",8,,2,6,,
"Ocupación no especificada (050)",83,,19,19,31,14
"Desocupado (051)",79,,27,32,14,6
"Hombres (052)",1706,36,448,580,466,176
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",20,,2,12,6,
"Profes., científicos e intelectuales (054)",167,,22,69,74,2
"Técnicos de nivel medio y trab.asimilados (055)",42,2,15,13,11,1
"Jefes y empleados de oficina (056)",45,,12,21,12,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",63,,16,24,15,8
"Agricult.trabaj. calif. agrop. y pesqueros (058)",277,,40,91,90,56
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",116,,53,41,18,4
"Obreros construc., conf., papel, fab., instr. (060)",89,,24,35,28,2
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",782,34,235,237,187,89
"Otra (062)",8,,2,6,,
"Ocupación no especificada (063)",30,,4,4,14,8
"Desocupado (064)",67,,23,27,11,6
"Mujeres (065)",1002,20,249,344,272,117
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,,1,1,1,
"Profes., científicos e intelectuales (067)",123,,29,62,31,1
"Técnicos de nivel medio y trab.asimilados (068)",16,2,5,8,1,
"Jefes y empleados de oficina (069)",22,,9,9,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",145,1,40,59,33,12
"Agricult.trabaj. calif. agrop. y pesqueros (071)",80,,13,19,23,25
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",16,,3,5,5,3
"Obreros construc., conf., papel, fab., instr. (073)",7,,2,3,2,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",525,17,128,158,152,70
"Ocupación no especificada (076)",53,,15,15,17,6
"Desocupado (077)",12,,4,5,3,
,,,,,,
"RURAL (078)",1472,13,356,461,406,236
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",1,,,1,,
"Profes., científicos e intelectuales (080)",33,,9,21,2,1
"Técnicos de nivel medio y trab.asimilados (081)",6,,,5,1,
"Jefes y empleados de oficina (082)",7,,3,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",36,,5,22,7,2
"Agricult.trabaj. calif. agrop. y pesqueros (084)",521,1,76,152,172,120
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",88,,32,32,19,5
"Obreros construc., conf., papel, fab., instr. (086)",14,,2,7,5,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",718,12,214,206,186,100
"Ocupación no especificada (089)",26,,5,8,7,6
"Desocupado (090)",22,,10,7,3,2
"Hombres (091)",1032,7,238,346,280,161
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",1,,,1,,
"Profes., científicos e intelectuales (093)",22,,3,16,2,1
"Técnicos de nivel medio y trab.asimilados (094)",6,,,5,1,
"Jefes y empleados de oficina (095)",7,,3,,4,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",15,,1,11,2,1
"Agricult.trabaj. calif. agrop. y pesqueros (097)",411,1,55,135,133,87
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",74,,28,31,14,1
"Obreros construc., conf., papel, fab., instr. (099)",14,,2,7,5,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",448,6,134,128,114,66
"Ocupación no especificada (102)",13,,3,5,2,3
"Desocupado (103)",21,,9,7,3,2
"Mujeres (104)",440,6,118,115,126,75
"Profes., científicos e intelectuales (106)",11,,6,5,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",21,,4,11,5,1
"Agricult.trabaj. calif. agrop. y pesqueros (110)",110,,21,17,39,33
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",14,,4,1,5,4
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",270,6,80,78,72,34
"Ocupación no especificada (115)",13,,2,3,5,3
"Desocupado (116)",1,,1,,,
