"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia HUAMANGA (000)",74266,178,10569,3795,3039,12425,9160,5641,6876,15958,708,2123,3794
"Agric., ganadería, caza y silvicultura (001)",15028,1,107,66,6,,9158,5,35,5650,,,
"Pesca (002)",13,,3,3,,,2,,2,3,,,
"Explotación de minas y canteras (003)",207,,62,14,4,,,69,13,45,,,
"Industrias manufactureras (004)",5041,9,75,122,27,43,,4167,512,86,,,
"Suministro de electricidad, gas y agua (005)",146,1,18,20,35,,,28,23,21,,,
"Construcción (006)",4768,4,320,192,31,,,164,2425,1632,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",14313,8,129,439,62,9619,,1127,96,2833,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",1347,1,14,66,7,278,,897,71,13,,,
"Comercio al por mayor (009)",749,3,23,88,19,548,,3,14,51,,,
"Comercio al por menor (010)",12217,4,92,285,36,8793,,227,11,2769,,,
"Hoteles y restaurantes (011)",3677,4,20,193,108,1963,,5,1,1383,,,
"Trans., almac. y comunicaciones (012)",5109,3,45,201,165,28,,17,3553,1097,,,
"Intermediación financiera (013)",398,3,54,76,251,,,1,2,11,,,
"Activid.inmobil., empres. y alquileres (014)",3178,3,1260,876,375,326,,22,76,240,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",3305,66,609,239,1049,83,,6,79,466,708,,
"Enseñanza (016)",6749,65,6298,63,196,,,2,6,119,,,
"Servicios sociales y de salud (017)",2169,,1130,636,165,50,,17,23,148,,,
"Otras activ. serv.comun.soc y personales (018)",2175,11,341,565,177,311,,11,29,730,,,
"Hogares privados con servicio doméstico (019)",1482,,,2,,2,,,,1478,,,
"Organiz. y organos extraterritoriales (020)",2,,,,1,,,,1,,,,
"Actividad economica no especificada (021)",2712,,98,88,387,,,,,16,,2123,
"Desocupado (022)",3794,,,,,,,,,,,,3794
"Hombres (023)",45376,122,5501,2475,1549,4303,7824,4556,6645,8092,648,1167,2494
"Agric., ganadería, caza y silvicultura (024)",11454,1,89,56,3,,7822,3,35,3445,,,
"Pesca (025)",11,,2,2,,,2,,2,3,,,
"Explotación de minas y canteras (026)",198,,59,12,4,,,67,13,43,,,
"Industrias manufactureras (027)",3757,7,52,87,10,27,,3128,383,63,,,
"Suministro de electricidad, gas y agua (028)",121,1,17,16,23,,,25,22,17,,,
"Construcción (029)",4572,4,300,178,19,,,162,2370,1539,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",5730,5,68,287,28,3213,,1098,94,937,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",1202,1,12,50,3,177,,882,69,8,,,
"Comercio al por mayor (032)",410,2,13,47,9,279,,3,14,43,,,
"Comercio al por menor (033)",4118,2,43,190,16,2757,,213,11,886,,,
"Hoteles y restaurantes (034)",1078,3,12,95,47,587,,5,1,328,,,
"Trans., almac. y comunicaciones (035)",4707,2,31,114,104,17,,15,3514,910,,,
"Intermediación financiera (036)",229,2,35,43,138,,,1,2,8,,,
"Activid.inmobil., empres. y alquileres (037)",2250,3,905,649,149,318,,19,74,133,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",2281,49,423,166,611,67,,6,76,235,648,,
"Enseñanza (039)",3125,36,2877,29,90,,,2,6,85,,,
"Servicios sociales y de salud (040)",753,,364,226,88,13,,14,23,25,,,
"Otras activ. serv.comun.soc y personales (041)",1100,9,208,450,84,60,,11,29,249,,,
"Hogares privados con servicio doméstico (042)",61,,,,,1,,,,60,,,
"Organiz. y organos extraterritoriales (043)",1,,,,,,,,1,,,,
"Actividad economica no especificada (044)",1454,,59,65,151,,,,,12,,1167,
"Desocupado (045)",2494,,,,,,,,,,,,2494
"Mujeres (046)",28890,56,5068,1320,1490,8122,1336,1085,231,7866,60,956,1300
"Agric., ganadería, caza y silvicultura (047)",3574,,18,10,3,,1336,2,,2205,,,
"Pesca (048)",2,,1,1,,,,,,,,,
"Explotación de minas y canteras (049)",9,,3,2,,,,2,,2,,,
"Industrias manufactureras (050)",1284,2,23,35,17,16,,1039,129,23,,,
"Suministro de electricidad, gas y agua (051)",25,,1,4,12,,,3,1,4,,,
"Construcción (052)",196,,20,14,12,,,2,55,93,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",8583,3,61,152,34,6406,,29,2,1896,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",145,,2,16,4,101,,15,2,5,,,
"Comercio al por mayor (055)",339,1,10,41,10,269,,,,8,,,
"Comercio al por menor (056)",8099,2,49,95,20,6036,,14,,1883,,,
"Hoteles y restaurantes (057)",2599,1,8,98,61,1376,,,,1055,,,
"Trans., almac. y comunicaciones (058)",402,1,14,87,61,11,,2,39,187,,,
"Intermediación financiera (059)",169,1,19,33,113,,,,,3,,,
"Activid.inmobil., empres. y alquileres (060)",928,,355,227,226,8,,3,2,107,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",1024,17,186,73,438,16,,,3,231,60,,
"Enseñanza (062)",3624,29,3421,34,106,,,,,34,,,
"Servicios sociales y de salud (063)",1416,,766,410,77,37,,3,,123,,,
"Otras activ. serv.comun.soc y personales (064)",1075,2,133,115,93,251,,,,481,,,
"Hogares privados con servicio doméstico (065)",1421,,,2,,1,,,,1418,,,
"Organiz. y organos extraterritoriales (066)",1,,,,1,,,,,,,,
"Actividad economica no especificada (067)",1258,,39,23,236,,,,,4,,956,
"Desocupado (068)",1300,,,,,,,,,,,,1300
,,,,,,,,,,,,,
"URBANA (069)",60333,166,10361,3737,2985,11912,2801,5334,6392,11488,707,1413,3037
"Agric., ganadería, caza y silvicultura (070)",4878,1,107,61,6,,2801,2,18,1882,,,
"Pesca (071)",8,,3,3,,,,,1,1,,,
"Explotación de minas y canteras (072)",180,,62,14,4,,,49,13,38,,,
"Industrias manufactureras (073)",4768,9,75,121,23,43,,3913,500,84,,,
"Suministro de electricidad, gas y agua (074)",141,1,18,20,34,,,27,22,19,,,
"Construcción (075)",4250,4,320,191,29,,,159,2162,1385,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",13788,8,128,430,62,9241,,1108,91,2720,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",1314,1,14,65,7,267,,880,67,13,,,
"Comercio al por mayor (078)",726,3,23,87,19,528,,2,14,50,,,
"Comercio al por menor (079)",11748,4,91,278,36,8446,,226,10,2657,,,
"Hoteles y restaurantes (080)",3529,4,20,191,107,1851,,5,1,1350,,,
"Trans., almac. y comunicaciones (081)",4857,3,45,199,162,27,,16,3381,1024,,,
"Intermediación financiera (082)",397,3,54,76,251,,,1,2,10,,,
"Activid.inmobil., empres. y alquileres (083)",3137,3,1252,871,371,314,,20,72,234,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",3201,58,608,238,1025,82,,5,72,406,707,,
"Enseñanza (085)",6549,61,6114,62,193,,,2,5,112,,,
"Servicios sociales y de salud (086)",2110,,1118,618,163,46,,17,22,126,,,
"Otras activ. serv.comun.soc y personales (087)",2104,11,339,554,177,306,,10,29,678,,,
"Hogares privados con servicio doméstico (088)",1407,,,2,,2,,,,1403,,,
"Organiz. y organos extraterritoriales (089)",2,,,,1,,,,1,,,,
"Actividad economica no especificada (090)",1990,,98,86,377,,,,,16,,1413,
"Desocupado (091)",3037,,,,,,,,,,,,3037
"Hombres (092)",34862,113,5380,2438,1505,4155,2184,4295,6167,5307,647,833,1838
"Agric., ganadería, caza y silvicultura (093)",3459,1,89,51,3,,2184,2,18,1111,,,
"Pesca (094)",6,,2,2,,,,,1,1,,,
"Explotación de minas y canteras (095)",171,,59,12,4,,,47,13,36,,,
"Industrias manufactureras (096)",3530,7,52,86,8,27,,2916,373,61,,,
"Suministro de electricidad, gas y agua (097)",117,1,17,16,22,,,25,21,15,,,
"Construcción (098)",4080,4,300,177,17,,,157,2111,1314,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",5539,5,67,283,28,3098,,1080,89,889,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",1177,1,12,50,3,172,,866,65,8,,,
"Comercio al por mayor (101)",399,2,13,47,9,269,,2,14,43,,,
"Comercio al por menor (102)",3963,2,42,186,16,2657,,212,10,838,,,
"Hoteles y restaurantes (103)",1054,3,12,95,46,570,,5,1,322,,,
"Trans., almac. y comunicaciones (104)",4459,2,31,113,101,16,,14,3342,840,,,
"Intermediación financiera (105)",228,2,35,43,138,,,1,2,7,,,
"Activid.inmobil., empres. y alquileres (106)",2213,3,897,647,146,306,,17,70,127,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",2197,43,422,165,591,66,,5,69,189,647,,
"Enseñanza (108)",3009,33,2775,28,88,,,2,5,78,,,
"Servicios sociales y de salud (109)",728,,356,217,86,11,,14,22,22,,,
"Otras activ. serv.comun.soc y personales (110)",1065,9,207,440,84,60,,10,29,226,,,
"Hogares privados con servicio doméstico (111)",58,,,,,1,,,,57,,,
"Organiz. y organos extraterritoriales (112)",1,,,,,,,,1,,,,
"Actividad economica no especificada (113)",1110,,59,63,143,,,,,12,,833,
"Desocupado (114)",1838,,,,,,,,,,,,1838
"Mujeres (115)",25471,53,4981,1299,1480,7757,617,1039,225,6181,60,580,1199
"Agric., ganadería, caza y silvicultura (116)",1419,,18,10,3,,617,,,771,,,
"Pesca (117)",2,,1,1,,,,,,,,,
"Explotación de minas y canteras (118)",9,,3,2,,,,2,,2,,,
"Industrias manufactureras (119)",1238,2,23,35,15,16,,997,127,23,,,
"Suministro de electricidad, gas y agua (120)",24,,1,4,12,,,2,1,4,,,
"Construcción (121)",170,,20,14,12,,,2,51,71,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",8249,3,61,147,34,6143,,28,2,1831,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",137,,2,15,4,95,,14,2,5,,,
"Comercio al por mayor (124)",327,1,10,40,10,259,,,,7,,,
"Comercio al por menor (125)",7785,2,49,92,20,5789,,14,,1819,,,
"Hoteles y restaurantes (126)",2475,1,8,96,61,1281,,,,1028,,,
"Trans., almac. y comunicaciones (127)",398,1,14,86,61,11,,2,39,184,,,
"Intermediación financiera (128)",169,1,19,33,113,,,,,3,,,
