"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",4005,3764,142,44,55
"Otra (034)",10,,,,10
"Ocupación no especificada (035)",670,608,38,18,6
,,,,,
"URBANA (036)",26273,19905,2202,1846,2320
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",77,3,14,14,46
"Profes., científicos e intelectuales (038)",2843,743,438,935,727
"Técnicos de nivel medio y trab. asimilados (039)",1074,538,150,127,259
"Jefes y empleados de oficina (040)",1315,277,155,222,661
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",3906,3484,247,92,83
"Agricult.trabaj.calif.agrop.y pesqueros (042)",5501,5219,270,11,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",1574,1342,149,58,25
"Obreros construc.,conf.,papel, fab., instr. (044)",2726,2221,247,145,113
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",6444,5587,465,196,196
"Otra (046)",177,,,,177
"Ocupación no especificada (047)",636,491,67,46,32
"Hombres (048)",17457,13270,1594,1134,1459
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",52,1,10,10,31
"Profes., científicos e intelectuales (050)",1546,394,239,495,418
"Técnicos de nivel medio y trab. asimilados (051)",670,348,98,79,145
"Jefes y empleados de oficina (052)",583,80,84,85,334
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",1601,1320,149,69,63
"Agricult.trabaj.calif.agrop.y pesqueros (054)",5003,4756,235,11,1
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",1293,1079,138,52,24
"Obreros construc.,conf.,papel, fab., instr. (056)",2672,2177,246,140,109
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",3584,2926,357,160,141
"Otra (058)",167,,,,167
"Ocupación no especificada (059)",286,189,38,33,26
"Mujeres (060)",8816,6635,608,712,861
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",25,2,4,4,15
"Profes., científicos e intelectuales (062)",1297,349,199,440,309
"Técnicos de nivel medio y trab. asimilados (063)",404,190,52,48,114
"Jefes y empleados de oficina (064)",732,197,71,137,327
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2305,2164,98,23,20
"Agricult.trabaj.calif.agrop.y pesqueros (066)",498,463,35,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",281,263,11,6,1
"Obreros construc.,conf.,papel, fab., instr. (068)",54,44,1,5,4
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",2860,2661,108,36,55
"Otra (070)",10,,,,10
"Ocupación no especificada (071)",350,302,29,13,6
,,,,,
"RURAL (072)",15352,14757,488,57,50
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",2,,1,,1
"Profes., científicos e intelectuales (074)",96,56,18,16,6
"Técnicos de nivel medio y trab. asimilados (075)",26,13,1,2,10
"Jefes y empleados de oficina (076)",25,4,1,1,19
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",367,349,11,1,6
"Agricult.trabaj.calif.agrop.y pesqueros (078)",8784,8574,207,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",116,106,8,,2
"Obreros construc.,conf.,papel, fab., instr. (080)",179,165,11,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",5372,5123,217,27,5
"Ocupación no especificada (083)",385,367,13,5,
"Hombres (084)",13195,12689,425,40,41
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,,1,,1
"Profes., científicos e intelectuales (086)",63,31,14,12,6
"Técnicos de nivel medio y trab. asimilados (087)",20,11,1,2,6
"Jefes y empleados de oficina (088)",20,1,1,1,17
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",156,148,4,1,3
"Agricult.trabaj.calif.agrop.y pesqueros (090)",8362,8160,199,3,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",107,98,7,,2
"Obreros construc.,conf.,papel, fab., instr. (092)",173,159,11,2,1
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",4227,4020,183,19,5
"Ocupación no especificada (095)",65,61,4,,
"Mujeres (096)",2157,2068,63,17,9
"Profes., científicos e intelectuales (098)",33,25,4,4,
"Técnicos de nivel medio y trab. asimilados (099)",6,2,,,4
"Jefes y empleados de oficina (100)",5,3,,,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",211,201,7,,3
"Agricult.trabaj.calif.agrop.y pesqueros (102)",422,414,8,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",9,8,1,,
"Obreros construc.,conf.,papel, fab., instr. (104)",6,6,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (105)",1145,1103,34,8,
"Ocupación no especificada (107)",320,306,9,5,
