"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia SAN MARCOS (000)",14857,24,910,199,207,914,6064,527,550,4098,24,516,824
"Agric., ganadería, caza y silvicultura (001)",9213,,4,20,,,6063,,,3126,,,
"Pesca (002)",3,,,,,,1,,,2,,,
"Explotación de minas y canteras (003)",36,,4,2,4,,,10,2,14,,,
"Industrias manufactureras (004)",459,1,1,5,4,2,,423,19,4,,,
"Suministro de electricidad, gas y agua (005)",12,,1,1,,,,3,4,3,,,
"Construcción (006)",386,,9,5,1,,,13,242,116,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",1076,,9,18,2,763,,76,6,202,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",68,,2,1,,9,,53,2,1,,,
"Comercio al por mayor (009)",44,,1,2,1,37,,,1,2,,,
"Comercio al por menor (010)",964,,6,15,1,717,,23,3,199,,,
"Hoteles y restaurantes (011)",182,,,5,2,129,,,,46,,,
"Trans., almac. y comunicaciones (012)",301,1,,3,10,,,,258,29,,,
"Intermediación financiera (013)",11,,2,1,8,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",157,,54,46,39,2,,,1,15,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",189,16,14,5,80,1,,,16,33,24,,
"Enseñanza (016)",760,6,745,1,5,,,,,3,,,
"Servicios sociales y de salud (017)",133,,48,48,9,2,,1,1,24,,,
"Otras activ. serv.comun.soc y personales (018)",241,,8,30,13,15,,1,1,173,,,
"Hogares privados con servicio doméstico (019)",307,,,,,,,,,307,,,
"Actividad economica no especificada (021)",567,,11,9,30,,,,,1,,516,
"Desocupado (022)",824,,,,,,,,,,,,824
"Hombres (023)",11735,22,485,136,108,446,5829,424,537,2805,24,274,645
"Agric., ganadería, caza y silvicultura (024)",8182,,4,18,,,5828,,,2332,,,
"Pesca (025)",3,,,,,,1,,,2,,,
"Explotación de minas y canteras (026)",30,,2,2,3,,,9,2,12,,,
"Industrias manufactureras (027)",351,1,1,3,3,2,,324,14,3,,,
"Suministro de electricidad, gas y agua (028)",12,,1,1,,,,3,4,3,,,
"Construcción (029)",381,,9,5,,,,13,239,115,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",634,,7,11,1,410,,73,6,126,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",63,,2,1,,6,,51,2,1,,,
"Comercio al por mayor (032)",25,,1,1,,22,,,1,,,,
"Comercio al por menor (033)",546,,4,9,1,382,,22,3,125,,,
"Hoteles y restaurantes (034)",44,,,4,2,23,,,,15,,,
"Trans., almac. y comunicaciones (035)",281,1,,2,4,,,,253,21,,,
"Intermediación financiera (036)",8,,1,1,6,,,,,,,,
"Activid.inmobil., empres. y alquileres (037)",86,,32,30,11,2,,,1,10,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",151,16,9,5,52,1,,,16,28,24,,
"Enseñanza (039)",395,4,388,1,1,,,,,1,,,
"Servicios sociales y de salud (040)",45,,17,21,2,1,,1,1,2,,,
"Otras activ. serv.comun.soc y personales (041)",164,,7,26,6,7,,1,1,116,,,
"Hogares privados con servicio doméstico (042)",18,,,,,,,,,18,,,
"Actividad economica no especificada (044)",305,,7,6,17,,,,,1,,274,
"Desocupado (045)",645,,,,,,,,,,,,645
"Mujeres (046)",3122,2,425,63,99,468,235,103,13,1293,,242,179
"Agric., ganadería, caza y silvicultura (047)",1031,,,2,,,235,,,794,,,
"Explotación de minas y canteras (049)",6,,2,,1,,,1,,2,,,
"Industrias manufactureras (050)",108,,,2,1,,,99,5,1,,,
"Construcción (052)",5,,,,1,,,,3,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",442,,2,7,1,353,,3,,76,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",5,,,,,3,,2,,,,,
"Comercio al por mayor (055)",19,,,1,1,15,,,,2,,,
"Comercio al por menor (056)",418,,2,6,,335,,1,,74,,,
"Hoteles y restaurantes (057)",138,,,1,,106,,,,31,,,
"Trans., almac. y comunicaciones (058)",20,,,1,6,,,,5,8,,,
"Intermediación financiera (059)",3,,1,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",71,,22,16,28,,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",38,,5,,28,,,,,5,,,
"Enseñanza (062)",365,2,357,,4,,,,,2,,,
"Servicios sociales y de salud (063)",88,,31,27,7,1,,,,22,,,
"Otras activ. serv.comun.soc y personales (064)",77,,1,4,7,8,,,,57,,,
"Hogares privados con servicio doméstico (065)",289,,,,,,,,,289,,,
"Actividad economica no especificada (067)",262,,4,3,13,,,,,,,242,
"Desocupado (068)",179,,,,,,,,,,,,179
,,,,,,,,,,,,,
"URBANA (069)",4468,15,760,163,168,717,675,289,365,906,23,211,176
"Agric., ganadería, caza y silvicultura (070)",997,,4,12,,,674,,,307,,,
"Pesca (071)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (072)",12,,3,2,3,,,2,2,,,,
"Industrias manufactureras (073)",235,1,1,5,3,1,,210,11,3,,,
"Suministro de electricidad, gas y agua (074)",4,,1,1,,,,1,1,,,,
"Construcción (075)",226,,8,5,,,,11,147,55,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",863,,8,16,2,618,,63,6,150,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",55,,2,,,8,,43,2,,,,
"Comercio al por mayor (078)",35,,1,2,1,28,,,1,2,,,
"Comercio al por menor (079)",773,,5,14,1,582,,20,3,148,,,
"Hoteles y restaurantes (080)",124,,,5,2,79,,,,38,,,
"Trans., almac. y comunicaciones (081)",213,1,,3,9,,,,182,18,,,
"Intermediación financiera (082)",10,,2,,8,,,,,,,,
"Activid.inmobil., empres. y alquileres (083)",141,,49,39,36,2,,,1,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",138,7,14,4,53,1,,,13,23,23,,
"Enseñanza (085)",624,6,611,1,5,,,,,1,,,
"Servicios sociales y de salud (086)",107,,42,37,8,2,,1,1,16,,,
"Otras activ. serv.comun.soc y personales (087)",194,,7,24,13,14,,1,1,134,,,
"Hogares privados con servicio doméstico (088)",147,,,,,,,,,147,,,
"Actividad economica no especificada (090)",256,,10,9,26,,,,,,,211,
"Desocupado (091)",176,,,,,,,,,,,,176
"Hombres (092)",2997,13,403,110,85,363,621,240,358,538,23,115,128
"Agric., ganadería, caza y silvicultura (093)",879,,4,11,,,620,,,244,,,
"Pesca (094)",1,,,,,,1,,,,,,
"Explotación de minas y canteras (095)",9,,1,2,2,,,2,2,,,,
"Industrias manufactureras (096)",184,1,1,3,2,1,,164,9,3,,,
"Suministro de electricidad, gas y agua (097)",4,,1,1,,,,1,1,,,,
"Construcción (098)",222,,8,5,,,,11,144,54,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",506,,6,10,1,336,,60,6,87,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",50,,2,,,5,,41,2,,,,
"Comercio al por mayor (101)",17,,1,1,,14,,,1,,,,
"Comercio al por menor (102)",439,,3,9,1,317,,19,3,87,,,
"Hoteles y restaurantes (103)",34,,,4,2,16,,,,12,,,
"Trans., almac. y comunicaciones (104)",202,1,,2,4,,,,180,15,,,
"Intermediación financiera (105)",7,,1,,6,,,,,,,,
"Activid.inmobil., empres. y alquileres (106)",76,,29,25,10,2,,,1,9,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",111,7,9,4,35,1,,,13,19,23,,
"Enseñanza (108)",321,4,314,1,1,,,,,1,,,
"Servicios sociales y de salud (109)",39,,16,16,2,1,,1,1,2,,,
"Otras activ. serv.comun.soc y personales (110)",125,,6,20,6,6,,1,1,85,,,
"Hogares privados con servicio doméstico (111)",7,,,,,,,,,7,,,
"Actividad economica no especificada (113)",142,,7,6,14,,,,,,,115,
"Desocupado (114)",128,,,,,,,,,,,,128
"Mujeres (115)",1471,2,357,53,83,354,54,49,7,368,,96,48
"Agric., ganadería, caza y silvicultura (116)",118,,,1,,,54,,,63,,,
"Explotación de minas y canteras (118)",3,,2,,1,,,,,,,,
"Industrias manufactureras (119)",51,,,2,1,,,46,2,,,,
"Construcción (121)",4,,,,,,,,3,1,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",357,,2,6,1,282,,3,,63,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",5,,,,,3,,2,,,,,
"Comercio al por mayor (124)",18,,,1,1,14,,,,2,,,
"Comercio al por menor (125)",334,,2,5,,265,,1,,61,,,
"Hoteles y restaurantes (126)",90,,,1,,63,,,,26,,,
"Trans., almac. y comunicaciones (127)",11,,,1,5,,,,2,3,,,
"Intermediación financiera (128)",3,,1,,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",65,,20,14,26,,,,,5,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",27,,5,,18,,,,,4,,,
"Enseñanza (131)",303,2,297,,4,,,,,,,,
"Servicios sociales y de salud (132)",68,,26,21,6,1,,,,14,,,
"Otras activ. serv.comun.soc y personales (133)",69,,1,4,7,8,,,,49,,,
"Hogares privados con servicio doméstico (134)",140,,,,,,,,,140,,,
"Actividad economica no especificada (136)",114,,3,3,12,,,,,,,96,
"Desocupado (137)",48,,,,,,,,,,,,48
,,,,,,,,,,,,,
"RURAL (138)",10389,9,150,36,39,197,5389,238,185,3192,1,305,648
"Agric., ganadería, caza y silvicultura (139)",8216,,,8,,,5389,,,2819,,,
"Pesca (140)",2,,,,,,,,,2,,,
"Explotación de minas y canteras (141)",24,,1,,1,,,8,,14,,,
"Industrias manufactureras (142)",224,,,,1,1,,213,8,1,,,
"Suministro de electricidad, gas y agua (143)",8,,,,,,,2,3,3,,,
"Construcción (144)",160,,1,,1,,,2,95,61,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (145)",213,,1,2,,145,,13,,52,,,
"Venta, mant.y rep. veh.autom.y motoc. (146)",13,,,1,,1,,10,,1,,,
"Comercio al por mayor (147)",9,,,,,9,,,,,,,
"Comercio al por menor (148)",191,,1,1,,135,,3,,51,,,
"Hoteles y restaurantes (149)",58,,,,,50,,,,8,,,
"Trans., almac. y comunicaciones (150)",88,,,,1,,,,76,11,,,
