"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PACASMAYO (000)",37334,86264,79897,,1432,92.6,1.7
"De 12 a 14 años (001)",3048,18,17,,3,94.4,16.7
"De 15 a 19 años (002)",4513,638,628,174,98.4,27.3,
"De 20 a 24 años (003)",3817,2714,2679,354,98.7,13,
"De 25 a 29 años (004)",3795,5094,4999,364,98.1,7.1,
"De 30 a 34 años (005)",3635,7027,6874,280,97.8,4,
"De 35 a 39 años (006)",3521,8761,8509,177,97.1,2,
"De 40 a 44 años (007)",3132,9030,8654,68,95.8,0.8,
"De 45 a 49 años (008)",2765,9235,8778,12,95.1,0.1,
"De 50 y más años (009)",9108,43747,38759,,88.6,,
"Conviviente (010)",10785,28435,26895,940,94.6,3.3,
"De 12 a 14 años (011)",30,4,4,,100,,
"De 15 a 19 años (012)",675,460,455,135,98.9,29.3,
"De 20 a 24 años (013)",1587,1893,1865,251,98.5,13.3,
"De 25 a 29 años (014)",1918,3317,3251,242,98,7.3,
"De 30 a 34 años (015)",1702,3927,3830,167,97.5,4.3,
"De 35 a 39 años (016)",1430,4188,4057,95,96.9,2.3,
"De 40 a 44 años (017)",1077,3606,3453,43,95.8,1.2,
"De 45 a 49 años (018)",836,3266,3080,7,94.3,0.2,
"De 50 y más años (019)",1530,7774,6900,,88.8,,
"Separado(a) (020)",2131,6071,5647,65,93,1.1,
"De 12 a 14 años (021)",3,2,2,1,100,50,
"De 15 a 19 años (022)",62,63,63,15,100,23.8,
"De 20 a 24 años (023)",184,213,211,24,99.1,11.3,
"De 25 a 29 años (024)",195,292,291,9,99.7,3.1,
"De 30 a 34 años (025)",248,454,439,11,96.7,2.4,
"De 35 a 39 años (026)",307,703,685,2,97.4,0.3,
"De 40 a 44 años (027)",233,642,611,2,95.2,0.3,
"De 45 a 49 años (028)",234,820,763,1,93,0.1,
"De 50 y más años (029)",665,2882,2582,,89.6,,
"Casado(a) (030)",10412,37285,34649,350,92.9,0.9,
"De 12 a 14 años (031)",5,2,2,,100,,
"De 15 a 19 años (032)",64,45,45,10,100,22.2,
"De 20 a 24 años (033)",364,389,388,51,99.7,13.1,
"De 25 a 29 años (034)",720,1187,1163,95,98,8,
"De 30 a 34 años (035)",1055,2279,2247,94,98.6,4.1,
"De 35 a 39 años (036)",1301,3389,3298,76,97.3,2.2,
