"CUADRO Nº 1: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAYLLOMA (000)",26880,26063,7397,3719,3997,3015,3765,2168,1147,855,817,70639
"De 12 a 14 años (001)",2406,2391,2382,8,1,,,,,,15,10
"De 15 a 19 años (002)",3438,3381,2943,370,58,7,3,,,,57,519
"De 20 a 24 años (003)",3264,3002,1067,1185,610,103,30,7,,,262,2884
"De 25 a 29 años (004)",3155,2932,417,921,913,478,182,16,5,,223,5098
"De 30 a 34 años (005)",2756,2658,196,498,869,598,407,83,6,1,98,6367
"De 35 a 39 años (006)",2433,2387,98,248,604,568,624,205,36,4,46,7541
"De 40 a 44 años (007)",2146,2112,70,144,357,415,674,315,97,40,34,8337
"De 45 a 49 años (008)",1643,1629,28,89,202,277,533,285,147,68,14,7511
"De 50 y más años (009)",5639,5571,196,256,383,569,1312,1257,856,742,68,32372
"Sin nivel (010)",4500,4437,215,252,432,543,1043,870,575,507,63,23625
"De 12 a 14 años (011)",18,18,18,,,,,,,,,
"De 15 a 19 años (012)",39,38,30,5,2,1,,,,,1,12
"De 20 a 24 años (013)",70,64,19,20,12,4,8,1,,,6,96
"De 25 a 29 años (014)",98,94,3,15,31,22,19,3,1,,4,247
"De 30 a 34 años (015)",380,370,23,40,100,102,78,24,3,,10,1064
"De 35 a 39 años (016)",402,399,10,30,66,86,132,61,12,2,3,1508
"De 40 a 44 años (017)",423,413,11,18,37,68,135,83,39,22,10,2001
"De 45 a 49 años (018)",412,411,8,16,32,41,125,85,69,35,1,2284
"De 50 y más años (019)",2658,2630,93,108,152,219,546,613,451,448,28,16413
"Educacion Inicial (020)",39,35,8,6,10,6,2,3,,,4,70
"De 12 a 14 años (021)",5,5,5,,,,,,,,,
"De 15 a 19 años (022)",3,2,2,,,,,,,,1,
