"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAROCHIRI (000)",32612,809,23,7906,14544,2402,2442,1488,2998
"Agric., ganadería, caza y silvicultura (001)",11810,468,13,5138,4962,405,281,224,319
"Pesca (002)",16,1,,,9,1,1,1,3
"Explotación de minas y canteras (003)",3931,17,1,384,2241,381,397,194,316
"Industrias manufactureras (004)",1441,17,,181,734,160,165,77,107
"Suministro de electricidad, gas y agua (005)",92,1,,9,36,10,12,5,19
"Construcción (006)",1712,22,2,277,907,153,136,85,130
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3758,111,2,706,1737,331,391,195,285
"Venta, mant.y rep. veh.autom.y motoc. (008)",504,4,1,61,217,46,88,33,54
"Comercio al por mayor (009)",146,2,,19,60,15,22,15,13
"Comercio al por menor (010)",3108,105,1,626,1460,270,281,147,218
"Hoteles y restaurantes (011)",1403,49,3,271,652,131,112,101,84
"Trans., almac. y comunicaciones (012)",2135,12,,182,1221,214,194,155,157
"Intermediación financiera (013)",35,,,2,8,3,4,6,12
"Activid.inmobil., empres. y de alquiler (014)",871,8,,46,281,142,123,94,177
"Admin.pub. y defensa; p. segur.soc.afil (015)",876,6,,59,293,72,163,81,202
"Enseñanza (016)",1330,1,,3,104,99,155,89,879
"Servicios sociales y de salud (017)",400,3,,10,56,33,107,58,133
"Otras activ. serv.comun.soc y personales (018)",1186,29,,212,536,146,108,56,99
"Hogares privados con servicio doméstico (019)",812,38,1,220,390,63,40,28,32
"Actividad economica no especificada (021)",804,26,1,206,377,58,53,39,44
"Hombres (022)",22181,309,11,4828,10854,1702,1596,1034,1847
"Agric., ganadería, caza y silvicultura (023)",8225,202,7,3263,3828,311,206,178,230
"Pesca (024)",12,1,,,6,1,1,,3
"Explotación de minas y canteras (025)",3874,15,1,376,2231,374,389,189,299
"Industrias manufactureras (026)",1008,11,,124,533,114,98,59,69
"Suministro de electricidad, gas y agua (027)",89,1,,9,34,10,12,5,18
"Construcción (028)",1680,22,2,272,902,150,133,84,115
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1719,16,1,246,829,157,211,96,163
"Venta, mant.y rep. veh.autom.y motoc. (030)",466,2,1,57,199,42,85,29,51
"Comercio al por mayor (031)",76,,,6,34,9,15,8,4
"Comercio al por menor (032)",1177,14,,183,596,106,111,59,108
"Hoteles y restaurantes (033)",415,4,,62,206,33,35,46,29
"Trans., almac. y comunicaciones (034)",2025,12,,175,1173,197,178,145,145
"Intermediación financiera (035)",26,,,1,7,2,2,6,8
"Activid.inmobil., empres. y de alquiler (036)",632,4,,36,213,107,85,65,122
"Admin.pub. y defensa; p. segur.soc.afil (037)",570,1,,38,213,48,87,52,131
"Enseñanza (038)",532,,,2,41,36,53,35,365
"Servicios sociales y de salud (039)",124,1,,4,12,14,26,10,57
"Otras activ. serv.comun.soc y personales (040)",803,13,,137,384,115,49,39,66
"Hogares privados con servicio doméstico (041)",32,1,,11,12,1,3,2,2
"Actividad economica no especificada (043)",415,5,,72,230,32,28,23,25
