"CUADRO Nº 18: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PASCO (000)",48762,12498,14056,17088,664,3755,701
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",118,106,,,12,,
"Profes., científicos e intelectuales (002)",5403,4935,,399,55,14,
"Técnicos de nivel medio y trab. asimilados (003)",2322,1686,,526,89,21,
"Jefes y empleados de oficina (004)",2081,2060,,5,,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5165,1498,91,2930,119,526,1
"Agricult.trabaj. calif.agrop. y pesqueros (006)",7473,3,4,7275,189,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (007)",6678,,5270,1260,64,84,
"Obreros construc.,conf., papel, fab., instr. (008)",5927,631,3201,1935,89,71,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (009)",11482,1005,4718,2178,20,2861,700
"Otra (010)",87,87,,,,,
"Ocupación no especificada (011)",2026,487,772,580,27,160,
"Hombres (012)",35600,7497,13119,12183,522,2158,121
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",88,77,,,11,,
"Profes., científicos e intelectuales (014)",2901,2576,,274,46,5,
"Técnicos de nivel medio y trab. asimilados (015)",1671,1221,,373,66,11,
"Jefes y empleados de oficina (016)",1129,1121,,3,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",2292,957,61,1113,53,108,
"Agricult.trabaj. calif.agrop. y pesqueros (018)",6571,3,4,6391,171,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (019)",6333,,5153,1060,59,61,
"Obreros construc.,conf., papel, fab., instr. (020)",5812,627,3141,1889,88,67,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (021)",7508,564,4132,821,9,1861,121
"Otra (022)",86,86,,,,,
"Ocupación no especificada (023)",1209,265,628,259,19,38,
"Mujeres (024)",13162,5001,937,4905,142,1597,580
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",30,29,,,1,,
"Profes., científicos e intelectuales (026)",2502,2359,,125,9,9,
"Técnicos de nivel medio y trab. asimilados (027)",651,465,,153,23,10,
"Jefes y empleados de oficina (028)",952,939,,2,,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",2873,541,30,1817,66,418,1
"Agricult.trabaj. calif.agrop. y pesqueros (030)",902,,,884,18,,
"Obreros y oper.minas, cant., ind.manuf.y otros (031)",345,,117,200,5,23,
"Obreros construc.,conf., papel, fab., instr. (032)",115,4,60,46,1,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (033)",3974,441,586,1357,11,1000,579
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",817,222,144,321,8,122,
,,,,,,,
"URBANA (036)",37341,11466,10996,11947,509,1795,628
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",111,100,,,11,,
"Profes., científicos e intelectuales (038)",5079,4627,,384,54,14,
"Técnicos de nivel medio y trab. asimilados (039)",2111,1491,,514,87,19,
"Jefes y empleados de oficina (040)",1931,1910,,5,,16,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",4831,1395,59,2765,113,499,
"Agricult.trabaj. calif.agrop. y pesqueros (042)",2901,1,3,2837,58,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",5732,,4410,1184,59,79,
"Obreros construc.,conf., papel, fab., instr. (044)",5048,540,2642,1721,82,63,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (045)",7849,867,3240,2098,20,996,628
"Otra (046)",85,85,,,,,
"Ocupación no especificada (047)",1663,450,642,439,25,107,
"Hombres (048)",26205,6704,10344,7813,384,854,106
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",83,73,,,10,,
"Profes., científicos e intelectuales (050)",2694,2378,,266,45,5,
"Técnicos de nivel medio y trab. asimilados (051)",1493,1055,,363,64,11,
"Jefes y empleados de oficina (052)",1016,1008,,3,,5,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",2120,888,34,1048,51,99,
"Agricult.trabaj. calif.agrop. y pesqueros (054)",2522,1,3,2463,53,2,
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",5427,,4315,1002,54,56,
"Obreros construc.,conf., papel, fab., instr. (056)",4946,536,2592,1678,81,59,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (057)",4793,438,2863,790,9,587,106
"Otra (058)",84,84,,,,,
"Ocupación no especificada (059)",1027,243,537,200,17,30,
"Mujeres (060)",11136,4762,652,4134,125,941,522
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",28,27,,,1,,
"Profes., científicos e intelectuales (062)",2385,2249,,118,9,9,
"Técnicos de nivel medio y trab. asimilados (063)",618,436,,151,23,8,
"Jefes y empleados de oficina (064)",915,902,,2,,11,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",2711,507,25,1717,62,400,
"Agricult.trabaj. calif.agrop. y pesqueros (066)",379,,,374,5,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",305,,95,182,5,23,
"Obreros construc.,conf., papel, fab., instr. (068)",102,4,50,43,1,4,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (069)",3056,429,377,1308,11,409,522
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",636,207,105,239,8,77,
,,,,,,,
"RURAL (072)",11421,1032,3060,5141,155,1960,73
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",7,6,,,1,,
"Profes., científicos e intelectuales (074)",324,308,,15,1,,
"Técnicos de nivel medio y trab. asimilados (075)",211,195,,12,2,2,
"Jefes y empleados de oficina (076)",150,150,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",334,103,32,165,6,27,1
"Agricult.trabaj. calif.agrop. y pesqueros (078)",4572,2,1,4438,131,,
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",946,,860,76,5,5,
"Obreros construc.,conf., papel, fab., instr. (080)",879,91,559,214,7,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (081)",3633,138,1478,80,,1865,72
"Otra (082)",2,2,,,,,
"Ocupación no especificada (083)",363,37,130,141,2,53,
"Hombres (084)",9395,793,2775,4370,138,1304,15
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",5,4,,,1,,
"Profes., científicos e intelectuales (086)",207,198,,8,1,,
"Técnicos de nivel medio y trab. asimilados (087)",178,166,,10,2,,
"Jefes y empleados de oficina (088)",113,113,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",172,69,27,65,2,9,
"Agricult.trabaj. calif.agrop. y pesqueros (090)",4049,2,1,3928,118,,
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",906,,838,58,5,5,
"Obreros construc.,conf., papel, fab., instr. (092)",866,91,549,211,7,8,
"Trabaj.no calif.serv., peon, vend., amb.,y afines (093)",2715,126,1269,31,,1274,15
"Otra (094)",2,2,,,,,
"Ocupación no especificada (095)",182,22,91,59,2,8,
