"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"No PEA (040)",7415,22070,20132,391,91.2,1.8,
"De 12 a 14 años (041)",867,4,4,1,100,25,
"De 15 a 19 años (042)",963,222,221,64,99.5,28.8,
"De 20 a 24 años (043)",753,915,904,107,98.8,11.7,
"De 25 a 29 años (044)",689,1363,1338,92,98.2,6.7,
"De 30 a 34 años (045)",634,1726,1679,65,97.3,3.8,
"De 35 a 39 años (046)",602,2013,1955,39,97.1,1.9,
"De 40 a 44 años (047)",499,2025,1910,20,94.3,1,
"De 45 a 49 años (048)",442,2174,2021,3,93,0.1,
"De 50 y más años (049)",1966,11628,10100,,86.9,,
,,,,,,,
"URBANA (060)",3324,8428,7865,125,93.3,1.5,
"De 12 a 14 años (061)",338,,,,,,
"De 15 a 19 años (062)",406,51,51,14,100,27.5,
"De 20 a 24 años (063)",289,247,246,35,99.6,14.2,
"De 25 a 29 años (064)",287,402,397,25,98.8,6.2,
"De 30 a 34 años (065)",302,610,598,29,98,4.8,
"De 35 a 39 años (066)",336,898,872,17,97.1,1.9,
"De 40 a 44 años (067)",306,969,932,5,96.2,0.5,
"De 45 a 49 años (068)",215,765,731,,95.6,,
"De 50 y más años (069)",845,4486,4038,,90,,
"PEA (070)",981,2351,2237,29,95.2,1.2,
"De 12 a 14 años (071)",14,,,,,,
"De 15 a 19 años (072)",74,13,13,2,100,15.4,
"De 20 a 24 años (073)",86,45,45,4,100,8.9,
"De 25 a 29 años (074)",102,111,109,4,98.2,3.6,
"De 30 a 34 años (075)",138,248,241,12,97.2,4.8,
"De 35 a 39 años (076)",138,327,315,6,96.3,1.8,
"De 40 a 44 años (077)",150,431,420,1,97.4,0.2,
"De 45 a 49 años (078)",98,288,275,,95.5,,
"De 50 y más años (079)",181,888,819,,92.2,,
"Ocupada (080)",951,2311,2200,28,95.2,1.2,
"De 12 a 14 años (081)",11,,,,,,
"De 15 a 19 años (082)",68,12,12,2,100,16.7,
"De 20 a 24 años (083)",82,43,43,4,100,9.3,
"De 25 a 29 años (084)",99,109,107,3,98.2,2.8,
"De 30 a 34 años (085)",134,239,234,12,97.9,5,
"De 35 a 39 años (086)",135,326,314,6,96.3,1.8,
"De 40 a 44 años (087)",150,431,420,1,97.4,0.2,
"De 45 a 49 años (088)",96,282,269,,95.4,,
"De 50 y más años (089)",176,869,801,,92.2,,
"Desocupada (090)",30,40,37,1,92.5,2.5,
"De 12 a 14 años (091)",3,,,,,,
"De 15 a 19 años (092)",6,1,1,,100,,
"De 20 a 24 años (093)",4,2,2,,100,,
"De 25 a 29 años (094)",3,2,2,1,100,50,
"De 30 a 34 años (095)",4,9,7,,77.8,,
"De 35 a 39 años (096)",3,1,1,,100,,
"De 45 a 49 años (098)",2,6,6,,100,,
"De 50 y más años (099)",5,19,18,,94.7,,
"No PEA (100)",2343,6077,5628,96,92.6,1.6,
"De 12 a 14 años (101)",324,,,,,,
"De 15 a 19 años (102)",332,38,38,12,100,31.6,
"De 20 a 24 años (103)",203,202,201,31,99.5,15.3,
"De 25 a 29 años (104)",185,291,288,21,99,7.2,
"De 30 a 34 años (105)",164,362,357,17,98.6,4.7,
"De 35 a 39 años (106)",198,571,557,11,97.5,1.9,
"De 40 a 44 años (107)",156,538,512,4,95.2,0.7,
"De 45 a 49 años (108)",117,477,456,,95.6,,
"De 50 y más años (109)",664,3598,3219,,89.5,,
,,,,,,,
"RURAL (120)",5901,18078,16433,317,90.9,1.8,
"De 12 a 14 años (121)",595,5,5,1,100,20,
"De 15 a 19 años (122)",737,201,200,55,99.5,27.4,
"De 20 a 24 años (123)",655,809,793,83,98,10.3,
"De 25 a 29 años (124)",618,1251,1228,77,98.2,6.2,
"De 30 a 34 años (125)",559,1578,1524,50,96.6,3.2,
"De 35 a 39 años (126)",497,1721,1664,30,96.7,1.7,
"De 40 a 44 años (127)",429,1825,1723,18,94.4,1,
"De 45 a 49 años (128)",379,1903,1760,3,92.5,0.2,
"De 50 y más años (129)",1432,8785,7536,,85.8,,
"PEA (130)",829,2085,1929,23,92.5,1.1,
"De 12 a 14 años (131)",52,1,1,,100,,
"De 15 a 19 años (132)",106,17,17,3,100,17.6,
"De 20 a 24 años (133)",105,96,90,8,93.8,8.3,
"De 25 a 29 años (134)",114,179,178,6,99.4,3.4,
"De 30 a 34 años (135)",89,214,202,2,94.4,0.9,
"De 35 a 39 años (136)",93,279,266,2,95.3,0.7,
"De 40 a 44 años (137)",86,338,325,2,96.2,0.6,
"De 45 a 49 años (138)",54,206,195,,94.7,,
"De 50 y más años (139)",130,755,655,,86.8,,
"Ocupada (140)",798,2074,1921,23,92.6,1.1,
"De 12 a 14 años (141)",48,1,1,,100,,
"De 15 a 19 años (142)",90,16,16,3,100,18.8,
"De 20 a 24 años (143)",101,93,90,8,96.8,8.6,
"De 25 a 29 años (144)",111,178,177,6,99.4,3.4,
"De 30 a 34 años (145)",88,213,201,2,94.4,0.9,
"De 35 a 39 años (146)",91,275,262,2,95.3,0.7,
"De 40 a 44 años (147)",86,338,325,2,96.2,0.6,
"De 45 a 49 años (148)",54,206,195,,94.7,,
"De 50 y más años (149)",129,754,654,,86.7,,
"Desocupada (150)",31,11,8,,72.7,,
"De 12 a 14 años (151)",4,,,,,,
"De 15 a 19 años (152)",16,1,1,,100,,
"De 20 a 24 años (153)",4,3,,,,,
"De 25 a 29 años (154)",3,1,1,,100,,
"De 30 a 34 años (155)",1,1,1,,100,,
"De 35 a 39 años (156)",2,4,4,,100,,
"De 50 y más años (159)",1,1,1,,100,,
"No PEA (160)",5072,15993,14504,294,90.7,1.8,
"De 12 a 14 años (161)",543,4,4,1,100,25,
"De 15 a 19 años (162)",631,184,183,52,99.5,28.3,
"De 20 a 24 años (163)",550,713,703,75,98.6,10.5,
"De 25 a 29 años (164)",504,1072,1050,71,97.9,6.6,
"De 30 a 34 años (165)",470,1364,1322,48,96.9,3.5,
"De 35 a 39 años (166)",404,1442,1398,28,96.9,1.9,
"De 40 a 44 años (167)",343,1487,1398,16,94,1.1,
"De 45 a 49 años (168)",325,1697,1565,3,92.2,0.2,
"De 50 y más años (169)",1302,8030,6881,,85.7,,
