"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia ALTO AMAZONAS (000)",24490,72,314,875,1914,4298,10903,6114
"De 12 a 14 años (001)",89,,,,,,11,78
"De 15 a 19 años (002)",1676,,,,,,940,736
"De 20 a 24 años (003)",3310,,,,,5,2217,1088
"De 25 a 29 años (004)",3513,,,,,130,2493,890
"De 30 a 34 años (005)",3001,,,,,349,2075,577
"De 35 a 39 años (006)",3032,,,,23,757,1742,510
"De 40 a 44 años (007)",2477,,,1,105,966,961,444
"De 45 a 49 años (008)",1995,,,4,265,988,399,339
"De 50 y más años (009)",5397,72,314,870,1521,1103,65,1452
"Sin nivel (010)",3695,18,83,229,358,518,1288,1201
"De 12 a 14 años (011)",4,,,,,,,4
"De 15 a 19 años (012)",132,,,,,,54,78
"De 20 a 24 años (013)",260,,,,,,155,105
"De 25 a 29 años (014)",375,,,,,9,247,119
"De 30 a 34 años (015)",367,,,,,17,252,98
"De 35 a 39 años (016)",454,,,,1,54,281,118
"De 40 a 44 años (017)",388,,,1,8,89,181,109
"De 45 a 49 años (018)",360,,,1,29,144,101,85
"De 50 y más años (019)",1355,18,83,227,320,205,17,485
"Educacion Inicial (020)",24,,,,,,17,7
"De 15 a 19 años (022)",2,,,,,,1,1
"De 20 a 24 años (023)",6,,,,,,3,3
"De 25 a 29 años (024)",6,,,,,,5,1
"De 30 a 34 años (025)",8,,,,,,6,2
"De 35 a 39 años (026)",2,,,,,,2,
"Primaria (030)",12324,51,196,517,1109,2333,5508,2610
"De 12 a 14 años (031)",64,,,,,,8,56
"De 15 a 19 años (032)",889,,,,,,516,373
"De 20 a 24 años (033)",1492,,,,,3,1067,422
"De 25 a 29 años (034)",1602,,,,,57,1245,300
"De 30 a 34 años (035)",1337,,,,,154,979,204
"De 35 a 39 años (036)",1410,,,,10,331,872,197
"De 40 a 44 años (037)",1268,,,,50,501,539,178
"De 45 a 49 años (038)",1031,,,2,105,552,241,131
"De 50 y más años (039)",3231,51,196,515,944,735,41,749
"Secundaria (040)",5967,2,26,90,286,965,3059,1539
"De 12 a 14 años (041)",21,,,,,,3,18
"De 15 a 19 años (042)",634,,,,,,362,272
"De 20 a 24 años (043)",1225,,,,,2,827,396
"De 25 a 29 años (044)",1057,,,,,49,728,280
"De 30 a 34 años (045)",845,,,,,126,571,148
"De 35 a 39 años (046)",775,,,,10,261,381,123
"De 40 a 44 años (047)",524,,,,33,240,148,103
"De 45 a 49 años (048)",369,,,,77,183,35,74
"De 50 y más años (049)",517,2,26,90,166,104,4,125
"Sup. no Univ. incompleta (050)",526,,,4,19,77,253,173
