"CUADRO Nº 15: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CHICLAYO (000)",286673,88659,51442,107824,5382,8099,10050,15217
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",528,447,,,81,,,
"Profes., científicos e intelectuales (002)",30947,25558,,4839,482,66,2,
"Técnicos de nivel medio y trab. asimilados (003)",17874,12162,,4714,840,117,41,
"Jefes y empleados de oficina (004)",13397,13286,,38,1,72,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",54568,17273,410,31255,1402,4176,52,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",7750,125,41,6863,721,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",28008,,10001,16630,945,432,,
"Obreros construc.,conf.,papel, fab., instr. (008)",36983,4785,8822,22598,595,181,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",72284,10116,30499,18914,178,2624,9953,
"Otra (010)",2939,2939,,,,,,
"Ocupaciñn no especificada (011)",6178,1968,1669,1973,137,431,,
"Desocupado (012)",15217,,,,,,,15217
"Hombres (013)",185440,48618,45894,73242,3942,3422,316,10006
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",323,269,,,54,,,
"Profes., científicos e intelectuales (015)",14844,11206,,3241,370,27,,
"Técnicos de nivel medio y trab. asimilados (016)",11068,6981,,3455,570,61,1,
"Jefes y empleados de oficina (017)",6311,6277,,13,,21,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",25660,9290,163,14638,721,846,2,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",7307,124,38,6456,689,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",21695,,8349,12257,791,298,,
"Obreros construc.,conf.,papel, fab., instr. (021)",35977,4726,8576,21944,570,159,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (022)",45818,5936,27480,10144,85,1862,311,
"Otra (023)",2786,2786,,,,,,
"Ocupaciñn no especificada (024)",3645,1023,1288,1094,92,148,,
"Desocupado (025)",10006,,,,,,,10006
"Mujeres (026)",101233,40041,5548,34582,1440,4677,9734,5211
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",205,178,,,27,,,
"Profes., científicos e intelectuales (028)",16103,14352,,1598,112,39,2,
"Técnicos de nivel medio y trab. asimilados (029)",6806,5181,,1259,270,56,40,
"Jefes y empleados de oficina (030)",7086,7009,,25,1,51,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",28908,7983,247,16617,681,3330,50,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",443,1,3,407,32,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",6313,,1652,4373,154,134,,
"Obreros construc.,conf.,papel, fab., instr. (034)",1006,59,246,654,25,22,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (035)",26466,4180,3019,8770,93,762,9642,
"Otra (036)",153,153,,,,,,
"Ocupaciñn no especificada (037)",2533,945,381,879,45,283,,
"Desocupado (038)",5211,,,,,,,5211
,,,,,,,,
"URBANA (039)",269734,87527,43008,102928,5129,7283,9708,14151
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",515,437,,,78,,,
"Profes., científicos e intelectuales (041)",30600,25254,,4797,482,65,2,
"Técnicos de nivel medio y trab. asimilados (042)",17705,12055,,4663,829,117,41,
"Jefes y empleados de oficina (043)",13243,13133,,38,1,71,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",53471,17074,377,30466,1373,4130,51,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",5325,112,35,4635,543,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",26996,,9414,16230,932,420,,
"Obreros construc.,conf.,papel, fab., instr. (047)",35723,4708,8438,21818,580,177,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (048)",63235,9916,23172,18415,176,1944,9612,
"Otra (049)",2911,2911,,,,,,
"Ocupaciñn no especificada (050)",5859,1927,1572,1866,135,359,,
"Desocupado (051)",14151,,,,,,,14151
"Hombres (052)",171949,47905,38296,69667,3713,2862,305,9201
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",315,262,,,53,,,
"Profes., científicos e intelectuales (054)",14680,11067,,3217,370,26,,
"Técnicos de nivel medio y trab. asimilados (055)",10942,6909,,3412,559,61,1,
"Jefes y empleados de oficina (056)",6227,6193,,13,,21,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",25303,9171,159,14425,711,836,1,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",5020,111,34,4362,513,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",20984,,7862,12050,778,294,,
"Obreros construc.,conf.,papel, fab., instr. (060)",34782,4649,8206,21214,555,156,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (061)",38275,5786,20814,9955,84,1335,301,
"Otra (062)",2758,2758,,,,,,
"Ocupaciñn no especificada (063)",3462,999,1221,1019,90,133,,
"Desocupado (064)",9201,,,,,,,9201
"Mujeres (065)",97785,39622,4712,33261,1416,4421,9403,4950
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",200,175,,,25,,,
"Profes., científicos e intelectuales (067)",15920,14187,,1580,112,39,2,
"Técnicos de nivel medio y trab. asimilados (068)",6763,5146,,1251,270,56,40,
"Jefes y empleados de oficina (069)",7016,6940,,25,1,50,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",28168,7903,218,16041,662,3294,50,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",305,1,1,273,30,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",6012,,1552,4180,154,126,,
"Obreros construc.,conf.,papel, fab., instr. (073)",941,59,232,604,25,21,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (074)",24960,4130,2358,8460,92,609,9311,
"Otra (075)",153,153,,,,,,
"Ocupaciñn no especificada (076)",2397,928,351,847,45,226,,
"Desocupado (077)",4950,,,,,,,4950
,,,,,,,,
"RURAL (078)",16939,1132,8434,4896,253,816,342,1066
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",13,10,,,3,,,
"Profes., científicos e intelectuales (080)",347,304,,42,,1,,
"Técnicos de nivel medio y trab. asimilados (081)",169,107,,51,11,,,
"Jefes y empleados de oficina (082)",154,153,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",1097,199,33,789,29,46,1,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",2425,13,6,2228,178,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",1012,,587,400,13,12,,
"Obreros construc.,conf.,papel, fab., instr. (086)",1260,77,384,780,15,4,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (087)",9049,200,7327,499,2,680,341,
"Otra (088)",28,28,,,,,,
"Ocupaciñn no especificada (089)",319,41,97,107,2,72,,
