"CUADRO Nº 12: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia TUMBES (000)",51729,34740,5304,4736,6949
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",155,4,39,30,82
"Profes., científicos e intelectuales (002)",5719,1189,1035,1802,1693
"Técnicos de nivel medio y trab. asimilados (003)",2278,1042,316,321,599
"Jefes y empleados de oficina (004)",2683,546,315,363,1459
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7662,6367,645,374,276
"Agricult.trabaj.calif.agrop.y pesqueros (006)",6131,5351,459,198,123
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",4103,2864,332,344,563
"Obreros construc.,conf.,papel, fab., instr. (008)",7241,6000,615,334,292
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",13251,10270,1391,854,736
"Otra (010)",1057,,,,1057
"Ocupación no especificada (011)",1449,1107,157,116,69
"Hombres (012)",36729,25413,3846,2961,4509
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",114,4,26,19,65
"Profes., científicos e intelectuales (014)",2627,548,411,768,900
"Técnicos de nivel medio y trab. asimilados (015)",1397,638,204,215,340
"Jefes y empleados de oficina (016)",1244,234,138,175,697
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",3975,3047,412,274,242
"Agricult.trabaj.calif.agrop.y pesqueros (018)",5963,5229,452,188,94
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",3246,2452,297,219,278
"Obreros construc.,conf.,papel, fab., instr. (020)",7124,5908,606,325,285
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",9216,6809,1187,697,523
"Otra (022)",1039,,,,1039
"Ocupación no especificada (023)",784,544,113,81,46
"Mujeres (024)",15000,9327,1458,1775,2440
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",41,,13,11,17
"Profes., científicos e intelectuales (026)",3092,641,624,1034,793
"Técnicos de nivel medio y trab. asimilados (027)",881,404,112,106,259
"Jefes y empleados de oficina (028)",1439,312,177,188,762
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",3687,3320,233,100,34
"Agricult.trabaj.calif.agrop.y pesqueros (030)",168,122,7,10,29
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",857,412,35,125,285
"Obreros construc.,conf.,papel, fab., instr. (032)",117,92,9,9,7
