"CUADRO Nº 2: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANTA (000)",156601,148825,45613,24722,24731,17867,19593,9156,4524,2619,7776,339900
"De 12 a 14 años (001)",12292,12227,12173,46,8,,,,,,65,62
"De 15 a 19 años (002)",19406,19084,17108,1763,177,29,7,,,,322,2232
"De 20 a 24 años (003)",17642,15370,7729,5565,1702,309,53,12,,,2272,10195
"De 25 a 29 años (004)",16772,14572,3210,5683,3951,1302,381,39,6,,2200,19375
"De 30 a 34 años (005)",15626,14613,1782,4050,4914,2469,1231,142,19,6,1013,27628
"De 35 a 39 años (006)",15106,14455,1096,2608,4636,3292,2368,370,75,10,651,35004
"De 40 a 44 años (007)",13298,12875,795,1679,3445,3065,2863,793,197,38,423,37297
"De 45 a 49 años (008)",10811,10543,499,1124,2204,2364,2811,1084,364,93,268,35869
"De 50 y más años (009)",35648,35086,1221,2204,3694,5037,9879,6716,3863,2472,562,172238
"Conviviente (010)",38538,37607,2642,10683,9556,5779,5372,2142,982,451,931,97610
"De 12 a 14 años (011)",107,50,28,20,2,,,,,,57,24
"De 15 a 19 años (012)",2193,1939,645,1153,123,14,4,,,,254,1457
"De 20 a 24 años (013)",5986,5695,811,3408,1210,225,38,3,,,291,6681
"De 25 a 29 años (014)",7109,6961,488,2861,2460,866,254,27,5,,148,11654
"De 30 a 34 años (015)",6380,6309,256,1537,2349,1308,751,90,16,2,71,14083
"De 35 a 39 años (016)",5350,5309,159,750,1632,1326,1184,208,47,3,41,14854
"De 40 a 44 años (017)",4015,3996,95,435,900,941,1096,402,106,21,19,13523
"De 45 a 49 años (018)",2752,2743,49,228,467,547,789,452,166,45,9,11073
"De 50 y más años (019)",4646,4605,111,291,413,552,1256,960,642,380,41,24261
"Separado(a) (020)",9298,9173,137,2714,2102,1406,1620,721,334,139,125,27229
