"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CHUMBIVILCAS (000)",23561,1665,1791,12590,135,6828,110,442
"Agric., ganadería, caza y silvicultura (001)",16680,18,451,10190,85,5936,,
"Pesca (002)",10,,2,5,,3,,
"Explotación de minas y canteras (003)",398,23,290,65,1,19,,
"Industrias manufactureras (004)",811,6,123,504,2,176,,
"Suministro de electricidad, gas y agua (005)",9,3,6,,,,,
"Construcción (006)",1032,11,647,181,9,184,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1227,45,12,938,18,214,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",46,2,8,26,5,5,,
"Comercio al por mayor (009)",22,2,,15,2,3,,
"Comercio al por menor (010)",1159,41,4,897,11,206,,
"Hoteles y restaurantes (011)",309,64,10,175,4,56,,
"Trans., almac. y comunicaciones (012)",191,47,21,93,3,27,,
"Intermediación financiera (013)",5,5,,,,,,
"Activid.inmobil., empres. y alquileres (014)",108,65,8,28,2,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",349,208,141,,,,,
"Enseñanza (016)",998,954,1,31,1,11,,
"Servicios sociales y de salud (017)",126,117,,8,,1,,
"Otras activ. serv.comun.soc y personales (018)",103,46,5,38,5,9,,
"Hogares privados con servicio doméstico (019)",110,,,,,,110,
"Actividad economica no especificada (021)",653,53,74,334,5,187,,
"Desocupado (022)",442,,,,,,,442
"Hombres (023)",14680,1052,1513,9366,90,2311,34,314
"Agric., ganadería, caza y silvicultura (024)",10405,17,272,8166,60,1890,,
"Pesca (025)",10,,2,5,,3,,
"Explotación de minas y canteras (026)",378,22,273,63,1,19,,
"Industrias manufactureras (027)",446,4,95,267,1,79,,
"Suministro de electricidad, gas y agua (028)",9,3,6,,,,,
"Construcción (029)",982,11,629,175,9,158,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",482,20,12,389,6,55,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",41,2,8,24,3,4,,
"Comercio al por mayor (032)",14,2,,10,2,,,
"Comercio al por menor (033)",427,16,4,355,1,51,,
"Hoteles y restaurantes (034)",56,13,4,24,,15,,
"Trans., almac. y comunicaciones (035)",172,41,21,86,3,21,,
"Intermediación financiera (036)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (037)",84,47,7,24,2,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",300,166,134,,,,,
"Enseñanza (039)",630,603,1,17,1,8,,
"Servicios sociales y de salud (040)",44,37,,7,,,,
"Otras activ. serv.comun.soc y personales (041)",65,31,3,23,4,4,,
"Hogares privados con servicio doméstico (042)",34,,,,,,34,
"Actividad economica no especificada (044)",265,33,54,120,3,55,,
"Desocupado (045)",314,,,,,,,314
"Mujeres (046)",8881,613,278,3224,45,4517,76,128
"Agric., ganadería, caza y silvicultura (047)",6275,1,179,2024,25,4046,,
"Explotación de minas y canteras (049)",20,1,17,2,,,,
"Industrias manufactureras (050)",365,2,28,237,1,97,,
"Construcción (052)",50,,18,6,,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",745,25,,549,12,159,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",5,,,2,2,1,,
"Comercio al por mayor (055)",8,,,5,,3,,
"Comercio al por menor (056)",732,25,,542,10,155,,
"Hoteles y restaurantes (057)",253,51,6,151,4,41,,
"Trans., almac. y comunicaciones (058)",19,6,,7,,6,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",24,18,1,4,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",49,42,7,,,,,
"Enseñanza (062)",368,351,,14,,3,,
"Servicios sociales y de salud (063)",82,80,,1,,1,,
"Otras activ. serv.comun.soc y personales (064)",38,15,2,15,1,5,,
"Hogares privados con servicio doméstico (065)",76,,,,,,76,
"Actividad economica no especificada (067)",388,20,20,214,2,132,,
"Desocupado (068)",128,,,,,,,128
,,,,,,,,
"URBANA (069)",6025,1319,757,2660,49,928,56,256
"Agric., ganadería, caza y silvicultura (070)",1965,13,137,1240,12,563,,
"Pesca (071)",3,,1,,,2,,
"Explotación de minas y canteras (072)",194,21,148,23,,2,,
"Industrias manufactureras (073)",300,5,64,182,1,48,,
"Suministro de electricidad, gas y agua (074)",5,3,2,,,,,
"Construcción (075)",415,8,294,75,5,33,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",962,41,9,734,16,162,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",37,2,6,21,5,3,,
"Comercio al por mayor (078)",14,1,,9,1,3,,
"Comercio al por menor (079)",911,38,3,704,10,156,,
"Hoteles y restaurantes (080)",257,55,6,148,3,45,,
"Trans., almac. y comunicaciones (081)",154,40,16,74,2,22,,
"Intermediación financiera (082)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (083)",86,55,2,25,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",185,157,28,,,,,
"Enseñanza (085)",764,740,1,22,,1,,
"Servicios sociales y de salud (086)",101,94,,6,,1,,
"Otras activ. serv.comun.soc y personales (087)",80,38,2,32,4,4,,
"Hogares privados con servicio doméstico (088)",56,,,,,,56,
"Actividad economica no especificada (090)",238,45,47,99,4,43,,
"Desocupado (091)",256,,,,,,,256
"Hombres (092)",3666,819,671,1607,28,346,17,178
"Agric., ganadería, caza y silvicultura (093)",1256,12,98,941,9,196,,
"Pesca (094)",3,,1,,,2,,
"Explotación de minas y canteras (095)",190,20,145,23,,2,,
"Industrias manufactureras (096)",200,4,48,114,,34,,
"Suministro de electricidad, gas y agua (097)",5,3,2,,,,,
"Construcción (098)",396,8,284,71,5,28,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",331,16,9,262,5,39,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",32,2,6,19,3,2,,
"Comercio al por mayor (101)",7,1,,5,1,,,
"Comercio al por menor (102)",292,13,3,238,1,37,,
"Hoteles y restaurantes (103)",43,9,2,21,,11,,
"Trans., almac. y comunicaciones (104)",137,35,16,67,2,17,,
"Intermediación financiera (105)",4,4,,,,,,
"Activid.inmobil., empres. y alquileres (106)",66,41,1,21,2,1,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",145,122,23,,,,,
"Enseñanza (108)",474,458,1,14,,1,,
"Servicios sociales y de salud (109)",40,35,,5,,,,
"Otras activ. serv.comun.soc y personales (110)",50,25,1,19,3,2,,
"Hogares privados con servicio doméstico (111)",17,,,,,,17,
"Actividad economica no especificada (113)",131,27,40,49,2,13,,
"Desocupado (114)",178,,,,,,,178
"Mujeres (115)",2359,500,86,1053,21,582,39,78
"Agric., ganadería, caza y silvicultura (116)",709,1,39,299,3,367,,
"Explotación de minas y canteras (118)",4,1,3,,,,,
"Industrias manufactureras (119)",100,1,16,68,1,14,,
"Construcción (121)",19,,10,4,,5,,
