"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia PARINACOCHAS (000)",10142,2022,1800,4450,98,1305,180,287
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",46,46,,,,,,
"Profes., científicos e intelectuales (002)",1185,1088,,90,6,1,,
"Técnicos de nivel medio y trab. asimilados (003)",288,202,,71,12,3,,
"Jefes y empleados de oficina (004)",268,266,,,,2,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",789,129,17,539,11,92,1,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",2512,,,2461,51,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",1141,,375,725,11,30,,
"Obreros construc.,conf.,papel, fab., instr. (008)",399,51,164,172,5,7,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",2862,149,1144,283,,1107,179,
"Otra (010)",20,20,,,,,,
"Ocupación no especificada (011)",345,71,100,109,2,63,,
"Desocupado (012)",287,,,,,,,287
"Hombres (013)",6892,1186,1576,3184,73,657,19,197
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",35,35,,,,,,
"Profes., científicos e intelectuales (015)",645,600,,40,5,,,
"Técnicos de nivel medio y trab. asimilados (016)",178,120,,48,8,2,,
"Jefes y empleados de oficina (017)",148,147,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",294,64,12,200,2,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",1997,,,1954,43,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",1007,,358,619,8,22,,
"Obreros construc.,conf.,papel, fab., instr. (021)",384,51,162,160,5,6,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",1763,99,956,107,,582,19,
"Otra (023)",20,20,,,,,,
"Ocupación no especificada (024)",224,50,88,56,2,28,,
"Desocupado (025)",197,,,,,,,197
"Mujeres (026)",3250,836,224,1266,25,648,161,90
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",11,11,,,,,,
"Profes., científicos e intelectuales (028)",540,488,,50,1,1,,
"Técnicos de nivel medio y trab. asimilados (029)",110,82,,23,4,1,,
"Jefes y empleados de oficina (030)",120,119,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",495,65,5,339,9,76,1,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",515,,,507,8,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",134,,17,106,3,8,,
"Obreros construc.,conf.,papel, fab., instr. (034)",15,,2,12,,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",1099,50,188,176,,525,160,
"Ocupación no especificada (037)",121,21,12,53,,35,,
"Desocupado (038)",90,,,,,,,90
,,,,,,,,
"URBANA (039)",6162,1709,982,2583,50,485,155,198
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",37,37,,,,,,
"Profes., científicos e intelectuales (041)",1036,960,,72,3,1,,
"Técnicos de nivel medio y trab. asimilados (042)",226,160,,55,9,2,,
"Jefes y empleados de oficina (043)",229,228,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",625,94,3,440,11,76,1,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",1003,,,987,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",815,,187,601,8,19,,
"Obreros construc.,conf.,papel, fab., instr. (047)",277,36,103,131,3,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",1475,120,622,230,,349,154,
"Otra (049)",19,19,,,,,,
"Ocupación no especificada (050)",222,55,67,67,,33,,
"Desocupado (051)",198,,,,,,,198
"Hombres (052)",3979,967,853,1772,28,222,15,122
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",28,28,,,,,,
"Profes., científicos e intelectuales (054)",553,521,,30,2,,,
"Técnicos de nivel medio y trab. asimilados (055)",128,85,,37,5,1,,
"Jefes y empleados de oficina (056)",117,117,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",228,46,1,165,2,14,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",796,,,785,11,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",713,,177,516,5,15,,
"Obreros construc.,conf.,papel, fab., instr. (060)",271,36,101,127,3,4,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",859,77,515,76,,176,15,
"Otra (062)",19,19,,,,,,
"Ocupación no especificada (063)",145,38,59,36,,12,,
"Desocupado (064)",122,,,,,,,122
"Mujeres (065)",2183,742,129,811,22,263,140,76
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",9,9,,,,,,
"Profes., científicos e intelectuales (067)",483,439,,42,1,1,,
"Técnicos de nivel medio y trab. asimilados (068)",98,75,,18,4,1,,
"Jefes y empleados de oficina (069)",112,111,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",397,48,2,275,9,62,1,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",207,,,202,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",102,,10,85,3,4,,
"Obreros construc.,conf.,papel, fab., instr. (073)",6,,2,4,,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",616,43,107,154,,173,139,
"Ocupación no especificada (076)",77,17,8,31,,21,,
"Desocupado (077)",76,,,,,,,76
,,,,,,,,
"RURAL (078)",3980,313,818,1867,48,820,25,89
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",9,9,,,,,,
"Profes., científicos e intelectuales (080)",149,128,,18,3,,,
"Técnicos de nivel medio y trab. asimilados (081)",62,42,,16,3,1,,
"Jefes y empleados de oficina (082)",39,38,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",164,35,14,99,,16,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",1509,,,1474,35,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",326,,188,124,3,11,,
"Obreros construc.,conf.,papel, fab., instr. (086)",122,15,61,41,2,3,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",1387,29,522,53,,758,25,
"Otra (088)",1,1,,,,,,
"Ocupación no especificada (089)",123,16,33,42,2,30,,
"Desocupado (090)",89,,,,,,,89
"Hombres (091)",2913,219,723,1412,45,435,4,75
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",7,7,,,,,,
"Profes., científicos e intelectuales (093)",92,79,,10,3,,,
"Técnicos de nivel medio y trab. asimilados (094)",50,35,,11,3,1,,
"Jefes y empleados de oficina (095)",31,30,,,,1,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",66,18,11,35,,2,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",1201,,,1169,32,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",294,,181,103,3,7,,
