"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CANCHIS (000)",35211,5806,3115,18259,524,5498,348,1661
"Agric., ganadería, caza y silvicultura (001)",14279,37,653,9031,242,4316,,
"Pesca (002)",6,1,2,3,,,,
"Explotación de minas y canteras (003)",103,3,80,14,6,,,
"Industrias manufactureras (004)",2155,42,421,1431,65,196,,
"Suministro de electricidad, gas y agua (005)",54,17,37,,,,,
"Construcción (006)",1705,55,1249,330,28,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",5440,370,68,4341,87,574,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",290,17,48,192,17,16,,
"Comercio al por mayor (009)",207,24,4,142,5,32,,
"Comercio al por menor (010)",4943,329,16,4007,65,526,,
"Hoteles y restaurantes (011)",1330,271,27,894,36,102,,
"Trans., almac. y comunicaciones (012)",1911,322,133,1376,31,49,,
"Intermediación financiera (013)",71,66,1,3,1,,,
"Activid.inmobil., empres. y alquileres (014)",518,337,21,144,13,3,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",1089,783,306,,,,,
"Enseñanza (016)",2928,2773,3,136,1,15,,
"Servicios sociales y de salud (017)",442,373,3,63,3,,,
"Otras activ. serv.comun.soc y personales (018)",475,196,41,225,5,8,,
"Hogares privados con servicio doméstico (019)",348,,,,,,348,
"Actividad economica no especificada (021)",696,160,70,268,6,192,,
"Desocupado (022)",1661,,,,,,,1661
"Hombres (023)",20916,3332,2622,11366,370,2073,45,1108
"Agric., ganadería, caza y silvicultura (024)",8836,34,439,6538,174,1651,,
"Pesca (025)",6,1,2,3,,,,
"Explotación de minas y canteras (026)",95,3,77,10,5,,,
"Industrias manufactureras (027)",1515,31,354,966,53,111,,
"Suministro de electricidad, gas y agua (028)",49,12,37,,,,,
"Construcción (029)",1638,52,1192,328,27,39,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2084,195,66,1625,51,147,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",269,16,48,176,17,12,,
"Comercio al por mayor (032)",90,11,3,66,3,7,,
"Comercio al por menor (033)",1725,168,15,1383,31,128,,
"Hoteles y restaurantes (034)",279,93,7,134,12,33,,
"Trans., almac. y comunicaciones (035)",1774,263,118,1332,26,35,,
"Intermediación financiera (036)",33,29,,3,1,,,
"Activid.inmobil., empres. y alquileres (037)",371,224,19,117,10,1,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",794,567,227,,,,,
"Enseñanza (039)",1615,1530,3,75,,7,,
"Servicios sociales y de salud (040)",169,123,1,43,2,,,
"Otras activ. serv.comun.soc y personales (041)",255,109,38,102,4,2,,
"Hogares privados con servicio doméstico (042)",45,,,,,,45,
"Actividad economica no especificada (044)",250,66,42,90,5,47,,
"Desocupado (045)",1108,,,,,,,1108
"Mujeres (046)",14295,2474,493,6893,154,3425,303,553
"Agric., ganadería, caza y silvicultura (047)",5443,3,214,2493,68,2665,,
"Explotación de minas y canteras (049)",8,,3,4,1,,,
"Industrias manufactureras (050)",640,11,67,465,12,85,,
"Suministro de electricidad, gas y agua (051)",5,5,,,,,,
"Construcción (052)",67,3,57,2,1,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",3356,175,2,2716,36,427,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",21,1,,16,,4,,
"Comercio al por mayor (055)",117,13,1,76,2,25,,
"Comercio al por menor (056)",3218,161,1,2624,34,398,,
"Hoteles y restaurantes (057)",1051,178,20,760,24,69,,
"Trans., almac. y comunicaciones (058)",137,59,15,44,5,14,,
"Intermediación financiera (059)",38,37,1,,,,,
"Activid.inmobil., empres. y alquileres (060)",147,113,2,27,3,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",295,216,79,,,,,
"Enseñanza (062)",1313,1243,,61,1,8,,
"Servicios sociales y de salud (063)",273,250,2,20,1,,,
"Otras activ. serv.comun.soc y personales (064)",220,87,3,123,1,6,,
"Hogares privados con servicio doméstico (065)",303,,,,,,303,
"Actividad economica no especificada (067)",446,94,28,178,1,145,,
"Desocupado (068)",553,,,,,,,553
,,,,,,,,
"URBANA (069)",21656,5284,1837,10608,369,1985,293,1280
"Agric., ganadería, caza y silvicultura (070)",4115,32,235,2707,115,1026,,
"Pesca (071)",2,,,2,,,,
"Explotación de minas y canteras (072)",62,2,46,11,3,,,
"Industrias manufactureras (073)",1618,37,302,1078,59,142,,
"Suministro de electricidad, gas y agua (074)",42,16,26,,,,,
"Construcción (075)",1088,42,759,236,26,25,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",4844,334,56,3856,79,519,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",261,16,38,175,16,16,,
"Comercio al por mayor (078)",190,23,4,130,5,28,,
"Comercio al por menor (079)",4393,295,14,3551,58,475,,
"Hoteles y restaurantes (080)",1221,246,21,827,34,93,,
"Trans., almac. y comunicaciones (081)",1641,268,108,1198,26,41,,
"Intermediación financiera (082)",69,64,1,3,1,,,
"Activid.inmobil., empres. y alquileres (083)",478,308,16,138,13,3,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",883,703,180,,,,,
"Enseñanza (085)",2688,2564,3,109,1,11,,
"Servicios sociales y de salud (086)",422,361,3,56,2,,,
"Otras activ. serv.comun.soc y personales (087)",419,172,24,211,4,8,,
"Hogares privados con servicio doméstico (088)",293,,,,,,293,
"Actividad economica no especificada (090)",491,135,57,176,6,117,,
"Desocupado (091)",1280,,,,,,,1280
"Hombres (092)",12393,2966,1575,6000,257,739,35,821
"Agric., ganadería, caza y silvicultura (093)",2576,30,163,1888,83,412,,
"Pesca (094)",2,,,2,,,,
"Explotación de minas y canteras (095)",58,2,45,9,2,,,
"Industrias manufactureras (096)",1171,27,253,763,48,80,,
"Suministro de electricidad, gas y agua (097)",37,11,26,,,,,
"Construcción (098)",1050,39,730,234,25,22,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1852,175,55,1445,45,132,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",241,15,38,160,16,12,,
"Comercio al por mayor (101)",81,11,3,58,3,6,,
"Comercio al por menor (102)",1530,149,14,1227,26,114,,
"Hoteles y restaurantes (103)",259,83,6,131,11,28,,
"Trans., almac. y comunicaciones (104)",1515,214,97,1156,21,27,,
"Intermediación financiera (105)",32,28,,3,1,,,
"Activid.inmobil., empres. y alquileres (106)",336,199,14,112,10,1,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",627,504,123,,,,,
"Enseñanza (108)",1450,1386,3,57,,4,,
"Servicios sociales y de salud (109)",159,119,1,37,2,,,
"Otras activ. serv.comun.soc y personales (110)",217,93,24,94,4,2,,
"Hogares privados con servicio doméstico (111)",35,,,,,,35,
"Actividad economica no especificada (113)",196,56,35,69,5,31,,
"Desocupado (114)",821,,,,,,,821
