"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 9 AÑOS","10 A 14 AÑOS","15 A 19 AÑOS","20 A 29 AÑOS","30 A 39 AÑOS","40 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia MANU (000)",18723,919,1956,1694,2020,5126,3484,3202,322
"Sin nivel (001)",2162,919,211,32,33,102,268,451,146
"Educación inicial (002)",555,,456,47,4,28,20,,
"Primaria (003)",5857,,1289,1066,296,879,1044,1162,121
"Secundaria (004)",7290,,,549,1561,2833,1317,1005,25
"Superior no univ. incompleto (005)",1016,,,,100,487,258,160,11
"Superior no univ. completo (006)",848,,,,,403,275,163,7
"Superior univ. incompleto (007)",434,,,,26,160,118,123,7
"Superior univ. completo (008)",561,,,,,234,184,138,5
"Hombres (010)",10817,457,1005,858,1056,2963,2130,2142,206
"Sin nivel (011)",982,457,102,19,19,53,91,173,68
"Educación inicial (012)",265,,222,27,1,7,8,,
"Primaria (013)",3128,,681,527,150,388,566,724,92
"Secundaria (014)",4588,,,285,816,1736,935,794,22
"Superior no univ. incompleto (015)",679,,,,53,314,174,130,8
"Superior no univ. completo (016)",502,,,,,231,152,113,6
"Superior univ. incompleto (017)",309,,,,17,99,87,100,6
"Superior univ. completo (018)",364,,,,,135,117,108,4
"Mujeres (020)",7906,462,951,836,964,2163,1354,1060,116
"Sin nivel (021)",1180,462,109,13,14,49,177,278,78
"Educación inicial (022)",290,,234,20,3,21,12,,
"Primaria (023)",2729,,608,539,146,491,478,438,29
"Secundaria (024)",2702,,,264,745,1097,382,211,3
"Superior no univ. incompleto (025)",337,,,,47,173,84,30,3
"Superior no univ. completo (026)",346,,,,,172,123,50,1
"Superior univ. incompleto (027)",125,,,,9,61,31,23,1
"Superior univ. completo (028)",197,,,,,99,67,30,1
,,,,,,,,,
"URBANA (030)",6704,333,864,822,702,1458,1280,1140,105
"Sin nivel (031)",707,333,80,18,8,20,84,122,42
"Educación inicial (032)",209,,204,,1,3,1,,
"Primaria (033)",2060,,580,487,55,209,309,374,46
"Secundaria (034)",2455,,,317,584,754,457,338,5
"Superior no univ. incompleto (035)",428,,,,46,159,131,88,4
"Superior no univ. completo (036)",370,,,,,141,143,82,4
"Superior univ. incompleto (037)",190,,,,8,60,52,66,4
"Superior univ. completo (038)",285,,,,,112,103,70,
"Hombres (040)",3440,172,452,398,344,672,655,681,66
"Sin nivel (041)",305,172,43,12,6,8,15,30,19
"Educación inicial (042)",101,,98,,1,1,1,,
"Primaria (043)",955,,311,234,26,57,114,181,32
"Secundaria (044)",1333,,,152,284,357,288,247,5
"Superior no univ. incompleto (045)",253,,,,22,92,74,63,2
"Superior no univ. completo (046)",194,,,,,69,68,53,4
"Superior univ. incompleto (047)",132,,,,5,34,36,53,4
"Superior univ. completo (048)",167,,,,,54,59,54,
"Mujeres (050)",3264,161,412,424,358,786,625,459,39
"Sin nivel (051)",402,161,37,6,2,12,69,92,23
"Educación inicial (052)",108,,106,,,2,,,
"Primaria (053)",1105,,269,253,29,152,195,193,14
"Secundaria (054)",1122,,,165,300,397,169,91,
"Superior no univ. incompleto (055)",175,,,,24,67,57,25,2
"Superior no univ. completo (056)",176,,,,,72,75,29,
"Superior univ. incompleto (057)",58,,,,3,26,16,13,
"Superior univ. completo (058)",118,,,,,58,44,16,
,,,,,,,,,
"RURAL (060)",12019,586,1092,872,1318,3668,2204,2062,217
"Sin nivel (061)",1455,586,131,14,25,82,184,329,104
"Educación inicial (062)",346,,252,47,3,25,19,,
"Primaria (063)",3797,,709,579,241,670,735,788,75
"Secundaria (064)",4835,,,232,977,2079,860,667,20
"Superior no univ. incompleto (065)",588,,,,54,328,127,72,7
"Superior no univ. completo (066)",478,,,,,262,132,81,3
"Superior univ. incompleto (067)",244,,,,18,100,66,57,3
"Superior univ. completo (068)",276,,,,,122,81,68,5
"Hombres (070)",7377,285,553,460,712,2291,1475,1461,140
"Sin nivel (071)",677,285,59,7,13,45,76,143,49
"Educación inicial (072)",164,,124,27,,6,7,,
"Primaria (073)",2173,,370,293,124,331,452,543,60
"Secundaria (074)",3255,,,133,532,1379,647,547,17
"Superior no univ. incompleto (075)",426,,,,31,222,100,67,6
"Superior no univ. completo (076)",308,,,,,162,84,60,2
"Superior univ. incompleto (077)",177,,,,12,65,51,47,2
"Superior univ. completo (078)",197,,,,,81,58,54,4
"Mujeres (080)",4642,301,539,412,606,1377,729,601,77
"Sin nivel (081)",778,301,72,7,12,37,108,186,55
"Educación inicial (082)",182,,128,20,3,19,12,,
"Primaria (083)",1624,,339,286,117,339,283,245,15
"Secundaria (084)",1580,,,99,445,700,213,120,3
"Superior no univ. incompleto (085)",162,,,,23,106,27,5,1
"Superior no univ. completo (086)",170,,,,,100,48,21,1
"Superior univ. incompleto (087)",67,,,,6,35,15,10,1
"Superior univ. completo (088)",79,,,,,41,23,14,1
