"CUADRO Nº 11: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUARMEY (000)",7557,55,208,509,876,1605,2466,1838
"De 12 a 14 años (001)",12,,,,,,2,10
"De 15 a 19 años (002)",181,,,,,,104,77
"De 20 a 24 años (003)",805,,,,,2,509,294
"De 25 a 29 años (004)",938,,,,,74,580,284
"De 30 a 34 años (005)",1016,,,,,210,580,226
"De 35 a 39 años (006)",976,,,,13,373,407,183
"De 40 a 44 años (007)",725,,,,60,339,190,136
"De 45 a 49 años (008)",605,,,,127,299,77,102
"De 50 y más años (009)",2299,55,208,509,676,308,17,526
"Conviviente (010)",3389,5,15,57,224,705,1637,746
"De 12 a 14 años (011)",11,,,,,,1,10
"De 15 a 19 años (012)",136,,,,,,76,60
"De 20 a 24 años (013)",561,,,,,2,395,164
"De 25 a 29 años (014)",606,,,,,49,412,145
"De 30 a 34 años (015)",599,,,,,123,375,101
"De 35 a 39 años (016)",495,,,,5,176,237,77
"De 40 a 44 años (017)",329,,,,27,152,99,51
"De 45 a 49 años (018)",223,,,,47,107,34,35
"De 50 y más años (019)",429,5,15,57,145,96,8,103
"Separado(a) (020)",542,3,12,31,87,140,147,122
"De 15 a 19 años (022)",15,,,,,,9,6
"De 20 a 24 años (023)",38,,,,,,26,12
"De 25 a 29 años (024)",55,,,,,3,37,15
"De 30 a 34 años (025)",68,,,,,15,36,17
"De 35 a 39 años (026)",90,,,,4,44,19,23
"De 40 a 44 años (027)",61,,,,8,32,10,11
"De 45 a 49 años (028)",52,,,,12,24,10,6
"De 50 y más años (029)",163,3,12,31,63,22,,32
"Casado(a) (030)",2395,11,83,293,446,613,515,434
"De 15 a 19 años (032)",5,,,,,,2,3
"De 20 a 24 años (033)",66,,,,,,40,26
"De 25 a 29 años (034)",121,,,,,6,89,26
"De 30 a 34 años (035)",246,,,,,50,135,61
"De 35 a 39 años (036)",306,,,,4,127,132,43
"De 40 a 44 años (037)",254,,,,21,125,75,33
"De 45 a 49 años (038)",276,,,,55,151,33,37
"De 50 y más años (039)",1121,11,83,293,366,154,9,205
"Viudo(a) (040)",545,33,90,116,90,55,13,148
"De 15 a 19 años (042)",1,,,,,,1,
"De 20 a 24 años (043)",1,,,,,,1,
"De 25 a 29 años (044)",6,,,,,1,3,2
"De 30 a 34 años (045)",3,,,,,2,1,
"De 35 a 39 años (046)",10,,,,,4,4,2
"De 40 a 44 años (047)",21,,,,,14,3,4
"De 45 a 49 años (048)",14,,,,3,9,,2
"De 50 y más años (049)",489,33,90,116,87,25,,138
"Divorciado(a) (050)",31,,2,7,4,8,2,8
"De 20 a 24 años (053)",1,,,,,,,1
"De 25 a 29 años (054)",2,,,,,,,2
