"CUADRO Nº 16: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia YAROWILCA (000)",9394,654,779,5044,70,2472,105,270
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,31,,,,,,
"Profes., científicos e intelectuales (002)",434,421,,12,1,,,
"Técnicos de nivel medio y trab. asimilados (003)",65,44,,17,2,2,,
"Jefes y empleados de oficina (004)",41,41,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",339,34,3,245,1,56,,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4388,,,4333,55,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",102,,30,63,3,6,,
"Obreros construc.,conf.,papel, fab., instr. (008)",156,5,41,104,5,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (009)",3285,34,690,115,2,2339,105,
"Otra (010)",24,24,,,,,,
"Ocupación no especificada (011)",259,20,15,155,1,68,,
"Desocupado (012)",270,,,,,,,270
"Hombres (013)",6292,442,633,3958,62,971,20,206
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",25,25,,,,,,
"Profes., científicos e intelectuales (015)",287,276,,10,1,,,
"Técnicos de nivel medio y trab. asimilados (016)",51,31,,17,1,2,,
"Jefes y empleados de oficina (017)",29,29,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",108,20,,80,1,7,,
"Agricult.trabaj.calif.agrop.y pesqueros (019)",3657,,,3607,50,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (020)",87,,27,54,2,4,,
"Obreros construc.,conf.,papel, fab., instr. (021)",156,5,41,104,5,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (022)",1590,24,558,54,1,933,20,
"Otra (023)",24,24,,,,,,
"Ocupación no especificada (024)",72,8,7,32,1,24,,
"Desocupado (025)",206,,,,,,,206
"Mujeres (026)",3102,212,146,1086,8,1501,85,64
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",6,6,,,,,,
"Profes., científicos e intelectuales (028)",147,145,,2,,,,
"Técnicos de nivel medio y trab. asimilados (029)",14,13,,,1,,,
"Jefes y empleados de oficina (030)",12,12,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",231,14,3,165,,49,,
"Agricult.trabaj.calif.agrop.y pesqueros (032)",731,,,726,5,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (033)",15,,3,9,1,2,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (035)",1695,10,132,61,1,1406,85,
"Ocupación no especificada (037)",187,12,8,123,,44,,
"Desocupado (038)",64,,,,,,,64
,,,,,,,,
"URBANA (039)",2472,451,209,1141,27,491,21,132
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",25,25,,,,,,
"Profes., científicos e intelectuales (041)",278,271,,6,1,,,
"Técnicos de nivel medio y trab. asimilados (042)",35,28,,6,,1,,
"Jefes y empleados de oficina (043)",35,35,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",221,25,1,154,,41,,
"Agricult.trabaj.calif.agrop.y pesqueros (045)",821,,,805,16,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (046)",39,,17,17,3,2,,
"Obreros construc.,conf.,papel, fab., instr. (047)",71,5,17,45,4,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (048)",703,25,173,63,2,419,21,
"Otra (049)",24,24,,,,,,
"Ocupación no especificada (050)",88,13,1,45,1,28,,
"Desocupado (051)",132,,,,,,,132
"Hombres (052)",1644,297,174,849,21,204,2,97
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",20,20,,,,,,
"Profes., científicos e intelectuales (054)",172,167,,4,1,,,
"Técnicos de nivel medio y trab. asimilados (055)",27,20,,6,,1,,
"Jefes y empleados de oficina (056)",24,24,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",65,15,,44,,6,,
"Agricult.trabaj.calif.agrop.y pesqueros (058)",708,,,696,12,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (059)",34,,14,16,2,2,,
"Obreros construc.,conf.,papel, fab., instr. (060)",71,5,17,45,4,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (061)",364,17,143,22,1,179,2,
"Otra (062)",24,24,,,,,,
"Ocupación no especificada (063)",38,5,,16,1,16,,
"Desocupado (064)",97,,,,,,,97
"Mujeres (065)",828,154,35,292,6,287,19,35
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",5,5,,,,,,
"Profes., científicos e intelectuales (067)",106,104,,2,,,,
"Técnicos de nivel medio y trab. asimilados (068)",8,8,,,,,,
"Jefes y empleados de oficina (069)",11,11,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",156,10,1,110,,35,,
"Agricult.trabaj.calif.agrop.y pesqueros (071)",113,,,109,4,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (072)",5,,3,1,1,,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (074)",339,8,30,41,1,240,19,
"Ocupación no especificada (076)",50,8,1,29,,12,,
"Desocupado (077)",35,,,,,,,35
,,,,,,,,
"RURAL (078)",6922,203,570,3903,43,1981,84,138
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",6,6,,,,,,
"Profes., científicos e intelectuales (080)",156,150,,6,,,,
"Técnicos de nivel medio y trab. asimilados (081)",30,16,,11,2,1,,
"Jefes y empleados de oficina (082)",6,6,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",118,9,2,91,1,15,,
"Agricult.trabaj.calif.agrop.y pesqueros (084)",3567,,,3528,39,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (085)",63,,13,46,,4,,
"Obreros construc.,conf.,papel, fab., instr. (086)",85,,24,59,1,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (087)",2582,9,517,52,,1920,84,
"Ocupación no especificada (089)",171,7,14,110,,40,,
"Desocupado (090)",138,,,,,,,138
"Hombres (091)",4648,145,459,3109,41,767,18,109
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",5,5,,,,,,
"Profes., científicos e intelectuales (093)",115,109,,6,,,,
"Técnicos de nivel medio y trab. asimilados (094)",24,11,,11,1,1,,
"Jefes y empleados de oficina (095)",5,5,,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",43,5,,36,1,1,,
"Agricult.trabaj.calif.agrop.y pesqueros (097)",2949,,,2911,38,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (098)",53,,13,38,,2,,
"Obreros construc.,conf.,papel, fab., instr. (099)",85,,24,59,1,1,,
"Trabaj.no calif.serv.,peon,vend ,amb., y afines (100)",1226,7,415,32,,754,18,
"Ocupación no especificada (102)",34,3,7,16,,8,,
"Desocupado (103)",109,,,,,,,109
"Mujeres (104)",2274,58,111,794,2,1214,66,29
