"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Profes., científicos e intelectuales (038)",773,,,,11,33,390,43,296
"Técnicos de nivel medio ytrab.asimilados (039)",206,2,,11,31,24,97,18,23
"Jefes y empleados de oficina (040)",178,,,,38,24,65,14,37
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",736,48,,247,236,47,108,19,31
"Agricult.trabaj. calif.agrop. y pesquros (042)",966,155,2,456,224,31,58,13,27
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",342,14,1,83,127,33,61,9,14
"Obreros. construc., conf., papel, fab., instr (044)",388,14,1,85,177,31,48,16,16
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1321,197,7,450,425,85,94,27,36
"Otra (046)",34,,,,2,,17,2,13
"Ocupación no especificada (047)",92,11,,36,17,9,11,1,7
"Hombres (048)",3132,197,10,862,934,195,510,109,315
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",21,,,1,4,,6,1,9
"Profes., científicos e intelectuales (050)",389,,,,6,13,176,23,171
"Técnicos de nivel medio ytrab.asimilados (051)",112,,,9,18,20,45,11,9
"Jefes y empleados de oficina (052)",77,,,,19,6,26,6,20
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",248,5,,65,98,17,41,11,11
"Agricult.trabaj. calif.agrop. y pesquros (054)",817,113,2,388,200,27,49,13,25
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",297,10,1,70,116,32,47,7,14
"Obreros. construc., conf., papel, fab., instr (056)",375,12,1,82,172,30,46,16,16
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",740,56,6,241,292,48,54,19,24
"Otra (058)",33,,,,2,,17,2,12
"Ocupación no especificada (059)",23,1,,6,7,2,3,,4
"Mujeres (060)",1933,244,1,507,359,123,449,54,196
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",8,,,,1,1,4,,2
"Profes., científicos e intelectuales (062)",384,,,,5,20,214,20,125
"Técnicos de nivel medio ytrab.asimilados (063)",94,2,,2,13,4,52,7,14
"Jefes y empleados de oficina (064)",101,,,,19,18,39,8,17
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",488,43,,182,138,30,67,8,20
"Agricult.trabaj. calif.agrop. y pesquros (066)",149,42,,68,24,4,9,,2
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",45,4,,13,11,1,14,2,
"Obreros. construc., conf., papel, fab., instr (068)",13,2,,3,5,1,2,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",581,141,1,209,133,37,40,8,12
"Otra (070)",1,,,,,,,,1
"Ocupación no especificada (071)",69,10,,30,10,7,8,1,3
,,,,,,,,,
"RURAL (072)",11581,2597,27,6160,1971,179,438,50,159
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",20,1,,5,6,,5,,3
"Profes., científicos e intelectuales (074)",259,,,,,16,155,11,77
"Técnicos de nivel medio ytrab.asimilados (075)",70,1,,5,11,10,38,2,3
"Jefes y empleados de oficina (076)",56,,,2,18,4,23,3,6
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",396,66,1,172,99,13,36,4,5
"Agricult.trabaj. calif.agrop. y pesquros (078)",6364,1725,13,3720,747,49,69,9,32
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",252,24,,88,95,18,21,2,4
"Obreros. construc., conf., papel, fab., instr (080)",306,29,,107,126,13,20,3,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",3738,704,13,2013,853,53,66,15,21
"Otra (082)",5,,,,,1,4,,
"Ocupación no especificada (083)",115,47,,48,16,2,1,1,
"Hombres (084)",9705,1928,20,5424,1718,148,310,35,122
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",15,1,,3,4,,4,,3
"Profes., científicos e intelectuales (086)",165,,,,,10,95,6,54
"Técnicos de nivel medio ytrab.asimilados (087)",44,,,5,8,7,23,1,
"Jefes y empleados de oficina (088)",28,,,1,11,2,12,,2
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",152,10,,64,51,7,15,2,3
"Agricult.trabaj. calif.agrop. y pesquros (090)",5927,1469,11,3585,713,47,64,9,29
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",212,20,,80,70,16,20,2,4
"Obreros. construc., conf., papel, fab., instr (092)",302,29,,105,124,13,20,3,8
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2830,396,9,1568,731,43,52,12,19
"Otra (094)",5,,,,,1,4,,
"Ocupación no especificada (095)",25,3,,13,6,2,1,,
"Mujeres (096)",1876,669,7,736,253,31,128,15,37
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",5,,,2,2,,1,,
"Profes., científicos e intelectuales (098)",94,,,,,6,60,5,23
"Técnicos de nivel medio ytrab.asimilados (099)",26,1,,,3,3,15,1,3
"Jefes y empleados de oficina (100)",28,,,1,7,2,11,3,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",244,56,1,108,48,6,21,2,2
"Agricult.trabaj. calif.agrop. y pesquros (102)",437,256,2,135,34,2,5,,3
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",40,4,,8,25,2,1,,
"Obreros. construc., conf., papel, fab., instr (104)",4,,,2,2,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",908,308,4,445,122,10,14,3,2
"Ocupación no especificada (107)",90,44,,35,10,,,1,
