"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Mujeres (044)",16647,931,14,3829,6152,810,1543,957,2411
"Agric., ganadería, caza y silvicultura (045)",2533,427,6,1011,916,42,48,38,45
"Pesca (046)",16,,,3,7,2,1,,3
"Explotación de minas y canteras (047)",10,,,2,1,,2,1,4
"Industrias manufactureras (048)",842,14,,166,370,48,103,56,85
"Suministro de electricidad, gas y agua (049)",24,,,1,1,1,10,5,6
"Construcción (050)",33,,,3,19,4,4,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",5422,270,5,1442,2359,295,463,255,333
"Venta, mant.y rep. veh.autom.y motoc. (052)",83,,,7,36,10,8,11,11
"Comercio al por mayor (053)",200,3,,34,82,15,25,13,28
"Comercio al por menor (054)",5139,267,5,1401,2241,270,430,231,294
"Hoteles y restaurantes (055)",1930,100,,553,940,91,116,66,64
"Trans., almac. y comunicaciones (056)",341,3,,23,153,27,51,51,33
"Intermediación financiera (057)",86,,,1,13,10,11,18,33
"Activid.inmobil., empres. y de alquiler (058)",570,6,,19,114,39,104,91,197
"Admin.pub. y defensa; p. segur.soc.afil (059)",451,3,,23,66,23,96,69,171
"Enseñanza (060)",1631,1,,5,88,87,212,146,1092
"Servicios sociales y de salud (061)",473,,,11,49,19,127,54,213
"Otras activ. serv.comun.soc y personales (062)",738,16,1,139,284,52,107,54,85
"Hogares privados con servicio doméstico (063)",1113,45,1,320,598,55,49,32,13
"Actividad economica no especificada (065)",434,46,1,107,174,15,39,20,32
,,,,,,,,,
"URBANA (066)",43030,1003,32,9068,19779,2198,3331,2431,5188
"Agric., ganadería, caza y silvicultura (067)",6878,369,12,2531,3256,157,150,171,232
"Pesca (068)",787,6,,220,454,23,28,28,28
"Explotación de minas y canteras (069)",71,,,5,37,4,11,3,11
"Industrias manufactureras (070)",3943,34,3,694,1976,249,426,202,359
"Suministro de electricidad, gas y agua (071)",121,1,,18,39,3,26,11,23
"Construcción (072)",2663,23,3,610,1598,103,130,88,108
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",10429,325,6,2469,4848,623,897,580,681
"Venta, mant.y rep. veh.autom.y motoc. (074)",1141,5,1,168,559,91,164,72,81
"Comercio al por mayor (075)",536,6,,86,247,32,51,43,71
"Comercio al por menor (076)",8752,314,5,2215,4042,500,682,465,529
"Hoteles y restaurantes (077)",2698,94,,726,1360,139,146,120,113
"Trans., almac. y comunicaciones (078)",4823,41,4,769,3076,221,242,261,209
"Intermediación financiera (079)",228,,,2,51,22,24,34,95
"Activid.inmobil., empres. y de alquiler (080)",2189,15,,141,727,194,240,288,584
"Admin.pub. y defensa; p. segur.soc.afil (081)",1281,8,,87,342,62,249,143,390
"Enseñanza (082)",2571,3,,4,152,128,326,223,1735
"Servicios sociales y de salud (083)",671,,,16,75,33,145,72,330
"Otras activ. serv.comun.soc y personales (084)",1905,23,2,316,868,165,182,138,211
"Hogares privados con servicio doméstico (085)",1057,35,1,306,575,47,47,34,12
"Actividad economica no especificada (087)",715,26,1,154,345,25,62,35,67
"Hombres (088)",28079,366,22,5795,14241,1444,1855,1517,2839
"Agric., ganadería, caza y silvicultura (089)",5412,163,9,1931,2716,133,114,147,199
"Pesca (090)",771,6,,217,447,21,27,28,25
"Explotación de minas y canteras (091)",62,,,4,36,4,9,2,7
"Industrias manufactureras (092)",3158,22,3,541,1638,204,328,147,275
"Suministro de electricidad, gas y agua (093)",97,1,,17,38,2,16,6,17
"Construcción (094)",2631,23,3,607,1580,99,126,87,106
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",5219,76,2,1086,2576,342,448,331,358
"Venta, mant.y rep. veh.autom.y motoc. (096)",1061,5,1,161,524,81,157,61,71
"Comercio al por mayor (097)",341,3,,53,167,17,27,30,44
"Comercio al por menor (098)",3817,68,1,872,1885,244,264,240,243
"Hoteles y restaurantes (099)",845,8,,195,456,48,32,55,51
"Trans., almac. y comunicaciones (100)",4488,38,4,748,2924,194,193,211,176
"Intermediación financiera (101)",144,,,1,38,13,13,16,63
"Activid.inmobil., empres. y de alquiler (102)",1635,9,,123,617,155,142,198,391
"Admin.pub. y defensa; p. segur.soc.afil (103)",843,5,,64,277,41,158,78,220
"Enseñanza (104)",985,2,,,67,46,121,85,664
"Servicios sociales y de salud (105)",214,,,5,28,14,26,19,122
"Otras activ. serv.comun.soc y personales (106)",1187,8,1,186,589,115,76,85,127
"Hogares privados con servicio doméstico (107)",37,1,,7,24,,1,4,
"Actividad economica no especificada (109)",351,4,,63,190,13,25,18,38
"Mujeres (110)",14951,637,10,3273,5538,754,1476,914,2349
"Agric., ganadería, caza y silvicultura (111)",1466,206,3,600,540,24,36,24,33
"Pesca (112)",16,,,3,7,2,1,,3
"Explotación de minas y canteras (113)",9,,,1,1,,2,1,4
"Industrias manufactureras (114)",785,12,,153,338,45,98,55,84
"Suministro de electricidad, gas y agua (115)",24,,,1,1,1,10,5,6
"Construcción (116)",32,,,3,18,4,4,1,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",5210,249,4,1383,2272,281,449,249,323
"Venta, mant.y rep. veh.autom.y motoc. (118)",80,,,7,35,10,7,11,10
"Comercio al por mayor (119)",195,3,,33,80,15,24,13,27
"Comercio al por menor (120)",4935,246,4,1343,2157,256,418,225,286
"Hoteles y restaurantes (121)",1853,86,,531,904,91,114,65,62
"Trans., almac. y comunicaciones (122)",335,3,,21,152,27,49,50,33
"Intermediación financiera (123)",84,,,1,13,9,11,18,32
"Activid.inmobil., empres. y de alquiler (124)",554,6,,18,110,39,98,90,193
"Admin.pub. y defensa; p. segur.soc.afil (125)",438,3,,23,65,21,91,65,170
"Enseñanza (126)",1586,1,,4,85,82,205,138,1071
"Servicios sociales y de salud (127)",457,,,11,47,19,119,53,208
"Otras activ. serv.comun.soc y personales (128)",718,15,1,130,279,50,106,53,84
"Hogares privados con servicio doméstico (129)",1020,34,1,299,551,47,46,30,12
"Actividad economica no especificada (131)",364,22,1,91,155,12,37,17,29
,,,,,,,,,
"RURAL (132)",7450,696,9,2368,3540,231,178,210,218
"Agric., ganadería, caza y silvicultura (133)",5764,576,7,2000,2725,140,74,133,109
"Pesca (134)",20,,,5,13,,,1,1
"Explotación de minas y canteras (135)",40,1,,13,23,1,1,,1
"Industrias manufactureras (136)",255,17,,64,146,9,9,4,6
"Suministro de electricidad, gas y agua (137)",3,,,1,2,,,,
"Construcción (138)",102,2,,23,56,7,7,5,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",390,25,1,100,182,27,21,13,21
"Venta, mant.y rep. veh.autom.y motoc. (140)",38,1,,4,17,6,5,2,3
"Comercio al por mayor (141)",17,,,2,12,1,1,,1
"Comercio al por menor (142)",335,24,1,94,153,20,15,11,17
"Hoteles y restaurantes (143)",102,15,,29,47,,4,4,3
"Trans., almac. y comunicaciones (144)",287,8,1,62,173,9,14,13,7
"Intermediación financiera (145)",5,,,,1,1,1,,2
"Activid.inmobil., empres. y de alquiler (146)",87,3,,10,46,4,12,3,9
"Admin.pub. y defensa; p. segur.soc.afil (147)",27,,,1,10,2,5,5,4
"Enseñanza (148)",79,,,1,8,9,15,10,36
"Servicios sociales y de salud (149)",22,,,,2,1,8,3,8
"Otras activ. serv.comun.soc y personales (150)",80,7,,16,32,8,2,11,4
"Hogares privados con servicio doméstico (151)",93,11,,21,47,8,3,2,1
"Actividad economica no especificada (153)",94,31,,22,27,5,2,3,4
"Hombres (154)",5754,402,5,1812,2926,175,111,167,156
"Agric., ganadería, caza y silvicultura (155)",4697,355,4,1589,2349,122,62,119,97
"Pesca (156)",20,,,5,13,,,1,1
"Explotación de minas y canteras (157)",39,1,,12,23,1,1,,1
"Industrias manufactureras (158)",198,15,,51,114,6,4,3,5
"Suministro de electricidad, gas y agua (159)",3,,,1,2,,,,
"Construcción (160)",101,2,,23,55,7,7,5,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",178,4,,41,95,13,7,7,11
"Venta, mant.y rep. veh.autom.y motoc. (162)",35,1,,4,16,6,4,2,2
"Comercio al por mayor (163)",12,,,1,10,1,,,
"Comercio al por menor (164)",131,3,,36,69,6,3,5,9
"Hoteles y restaurantes (165)",25,1,,7,11,,2,3,1
"Trans., almac. y comunicaciones (166)",281,8,1,60,172,9,12,12,7
"Intermediación financiera (167)",3,,,,1,,1,,1
"Activid.inmobil., empres. y de alquiler (168)",71,3,,9,42,4,6,2,5
"Admin.pub. y defensa; p. segur.soc.afil (169)",14,,,1,9,,,1,3
"Enseñanza (170)",34,,,,5,4,8,2,15
"Servicios sociales y de salud (171)",6,,,,,1,,2,3
"Otras activ. serv.comun.soc y personales (172)",60,6,,7,27,6,1,10,3
"Actividad economica no especificada (175)",24,7,,6,8,2,,,1
"Mujeres (176)",1696,294,4,556,614,56,67,43,62
"Agric., ganadería, caza y silvicultura (177)",1067,221,3,411,376,18,12,14,12
"Explotación de minas y canteras (179)",1,,,1,,,,,
"Industrias manufactureras (180)",57,2,,13,32,3,5,1,1
"Construcción (182)",1,,,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",212,21,1,59,87,14,14,6,10
"Venta, mant.y rep. veh.autom.y motoc. (184)",3,,,,1,,1,,1
"Comercio al por mayor (185)",5,,,1,2,,1,,1
"Comercio al por menor (186)",204,21,1,58,84,14,12,6,8
"Hoteles y restaurantes (187)",77,14,,22,36,,2,1,2
"Trans., almac. y comunicaciones (188)",6,,,2,1,,2,1,
"Intermediación financiera (189)",2,,,,,1,,,1
"Activid.inmobil., empres. y de alquiler (190)",16,,,1,4,,6,1,4
"Admin.pub. y defensa; p. segur.soc.afil (191)",13,,,,1,2,5,4,1
"Enseñanza (192)",45,,,1,3,5,7,8,21
"Servicios sociales y de salud (193)",16,,,,2,,8,1,5
"Otras activ. serv.comun.soc y personales (194)",20,1,,9,5,2,1,1,1
"Hogares privados con servicio doméstico (195)",93,11,,21,47,8,3,2,1
"Actividad economica no especificada (197)",70,24,,16,19,3,2,3,3
