"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",2862,,431,1204,1151,76
"Enseñanza (038)",3822,,476,1517,1679,150
"Servicios sociales y de salud (039)",1483,1,287,625,517,53
"Otras activ. serv.comun.soc y personales (040)",1825,67,599,593,453,113
"Hogares privados con servicio doméstico (041)",213,18,110,50,30,5
"Organiz. y organos extraterritoriales (042)",3,,1,1,1,
"Actividad economica no especificada (043)",1312,14,473,447,301,77
"Mujeres (045)",49163,375,16709,19455,11548,1076
"Agric., ganadería, caza y silvicultura (046)",11602,56,5077,4524,1794,151
"Pesca (047)",5,,1,4,,
"Explotación de minas y canteras (048)",64,4,24,27,9,
"Industrias manufactureras (049)",3620,15,1278,1524,742,61
"Suministro de electricidad, gas y agua (050)",58,,13,25,19,1
"Construcción (051)",233,4,95,89,44,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",11663,148,3448,4454,3128,485
"Venta, mant.y rep. veh.autom.y motoc. (053)",251,1,114,93,37,6
"Comercio al por mayor (054)",879,4,344,362,153,16
"Comercio al por menor (055)",10533,143,2990,3999,2938,463
"Hoteles y restaurantes (056)",3626,63,1351,1139,958,115
"Trans., almac. y comunicaciones (057)",791,7,413,258,108,5
"Intermediación financiera (058)",457,,222,189,46,
"Activid.inmobil., empres. y alquileres (059)",2049,,813,828,396,12
"Admin.pub. y defensa; p. segur.soc.afil (060)",1362,,362,585,404,11
"Enseñanza (061)",6047,,1115,2990,1869,73
"Servicios sociales y de salud (062)",2434,,487,1094,834,19
"Otras activ. serv.comun.soc y personales (063)",1344,13,438,520,337,36
"Hogares privados con servicio doméstico (064)",2713,61,1206,769,624,53
"Organiz. y organos extraterritoriales (065)",4,,1,2,1,
"Actividad economica no especificada (066)",1091,4,365,434,235,53
,,,,,,
"URBANA (067)",118522,1109,40249,44007,29063,4094
"Agric., ganadería, caza y silvicultura (068)",25495,160,10976,8674,4800,885
"Pesca (069)",152,,43,46,57,6
"Explotación de minas y canteras (070)",908,8,321,368,185,26
"Industrias manufactureras (071)",9381,86,3549,3478,1928,340
"Suministro de electricidad, gas y agua (072)",367,,78,125,155,9
"Construcción (073)",7325,70,2393,2702,1873,287
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",23403,452,7197,8379,6224,1151
"Venta, mant.y rep. veh.autom.y motoc. (075)",2358,28,874,810,546,100
"Comercio al por mayor (076)",2294,22,927,921,383,41
"Comercio al por menor (077)",18751,402,5396,6648,5295,1010
"Hoteles y restaurantes (078)",5288,106,2015,1613,1356,198
"Trans., almac. y comunicaciones (079)",12323,49,4772,4818,2375,309
"Intermediación financiera (080)",1019,,420,446,142,11
"Activid.inmobil., empres. y alquileres (081)",7260,2,2382,2900,1804,172
"Admin.pub. y defensa; p. segur.soc.afil (082)",4094,,771,1736,1501,86
"Enseñanza (083)",9539,,1520,4363,3436,220
"Servicios sociales y de salud (084)",3831,1,752,1684,1323,71
"Otras activ. serv.comun.soc y personales (085)",3097,79,1017,1080,776,145
"Hogares privados con servicio doméstico (086)",2771,78,1257,768,612,56
"Organiz. y organos extraterritoriales (087)",7,,2,3,2,
"Actividad economica no especificada (088)",2262,18,784,824,514,122
"Hombres (089)",72860,748,25032,25851,18151,3078
"Agric., ganadería, caza y silvicultura (090)",16104,110,6936,4923,3363,772
"Pesca (091)",147,,42,42,57,6
"Explotación de minas y canteras (092)",846,4,298,341,177,26
"Industrias manufactureras (093)",5987,71,2355,2064,1218,279
"Suministro de electricidad, gas y agua (094)",310,,66,100,136,8
"Construcción (095)",7095,66,2299,2615,1829,286
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",12066,311,3864,4047,3164,680
"Venta, mant.y rep. veh.autom.y motoc. (097)",2118,27,768,720,509,94
"Comercio al por mayor (098)",1443,18,594,569,235,27
"Comercio al por menor (099)",8505,266,2502,2758,2420,559
"Hoteles y restaurantes (100)",1783,43,707,522,426,85
"Trans., almac. y comunicaciones (101)",11542,42,4365,4562,2269,304
"Intermediación financiera (102)",566,,201,258,96,11
"Activid.inmobil., empres. y alquileres (103)",5274,2,1599,2097,1416,160
"Admin.pub. y defensa; p. segur.soc.afil (104)",2771,,422,1163,1110,76
"Enseñanza (105)",3691,,459,1462,1623,147
"Servicios sociales y de salud (106)",1456,1,281,618,504,52
"Otras activ. serv.comun.soc y personales (107)",1779,66,587,573,444,109
"Hogares privados con servicio doméstico (108)",202,18,108,43,28,5
"Organiz. y organos extraterritoriales (109)",3,,1,1,1,
"Actividad economica no especificada (110)",1238,14,442,420,290,72
"Mujeres (112)",45662,361,15217,18156,10912,1016
"Agric., ganadería, caza y silvicultura (113)",9391,50,4040,3751,1437,113
"Pesca (114)",5,,1,4,,
"Explotación de minas y canteras (115)",62,4,23,27,8,
"Industrias manufactureras (116)",3394,15,1194,1414,710,61
"Suministro de electricidad, gas y agua (117)",57,,12,25,19,1
"Construcción (118)",230,4,94,87,44,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",11337,141,3333,4332,3060,471
"Venta, mant.y rep. veh.autom.y motoc. (120)",240,1,106,90,37,6
"Comercio al por mayor (121)",851,4,333,352,148,14
"Comercio al por menor (122)",10246,136,2894,3890,2875,451
"Hoteles y restaurantes (123)",3505,63,1308,1091,930,113
"Trans., almac. y comunicaciones (124)",781,7,407,256,106,5
"Intermediación financiera (125)",453,,219,188,46,
"Activid.inmobil., empres. y alquileres (126)",1986,,783,803,388,12
"Admin.pub. y defensa; p. segur.soc.afil (127)",1323,,349,573,391,10
"Enseñanza (128)",5848,,1061,2901,1813,73
"Servicios sociales y de salud (129)",2375,,471,1066,819,19
"Otras activ. serv.comun.soc y personales (130)",1318,13,430,507,332,36
"Hogares privados con servicio doméstico (131)",2569,60,1149,725,584,51
"Organiz. y organos extraterritoriales (132)",4,,1,2,1,
"Actividad economica no especificada (133)",1024,4,342,404,224,50
,,,,,,
"RURAL (134)",11440,50,4501,3878,2491,520
"Agric., ganadería, caza y silvicultura (135)",7699,34,3228,2408,1617,412
"Pesca (136)",2,,,,2,
"Explotación de minas y canteras (137)",69,,31,23,14,1
"Industrias manufactureras (138)",642,1,267,229,127,18
"Suministro de electricidad, gas y agua (139)",8,,1,5,2,
"Construcción (140)",300,1,106,101,80,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",721,11,233,277,171,29
"Venta, mant.y rep. veh.autom.y motoc. (142)",115,,39,51,20,5
"Comercio al por mayor (143)",123,,42,49,28,4
"Comercio al por menor (144)",483,11,152,177,123,20
"Hoteles y restaurantes (145)",168,,61,62,40,5
"Trans., almac. y comunicaciones (146)",561,1,199,241,104,16
"Intermediación financiera (147)",8,,4,4,,
"Activid.inmobil., empres. y alquileres (148)",348,,123,155,62,8
"Admin.pub. y defensa; p. segur.soc.afil (149)",130,,22,53,54,1
"Enseñanza (150)",330,,71,144,112,3
"Servicios sociales y de salud (151)",86,,22,35,28,1
"Otras activ. serv.comun.soc y personales (152)",72,1,20,33,14,4
"Hogares privados con servicio doméstico (153)",155,1,59,51,42,2
"Actividad economica no especificada (155)",141,,54,57,22,8
"Hombres (156)",7939,36,3009,2579,1855,460
"Agric., ganadería, caza y silvicultura (157)",5488,28,2191,1635,1260,374
"Pesca (158)",2,,,,2,
"Explotación de minas y canteras (159)",67,,30,23,13,1
"Industrias manufactureras (160)",416,1,183,119,95,18
"Suministro de electricidad, gas y agua (161)",7,,,5,2,
"Construcción (162)",297,1,105,99,80,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",395,4,118,155,103,15
"Venta, mant.y rep. veh.autom.y motoc. (164)",104,,31,48,20,5
"Comercio al por mayor (165)",95,,31,39,23,2
"Comercio al por menor (166)",196,4,56,68,60,8
"Hoteles y restaurantes (167)",47,,18,14,12,3
"Trans., almac. y comunicaciones (168)",551,1,193,239,102,16
"Intermediación financiera (169)",4,,1,3,,
"Activid.inmobil., empres. y alquileres (170)",285,,93,130,54,8
"Admin.pub. y defensa; p. segur.soc.afil (171)",91,,9,41,41,
"Enseñanza (172)",131,,17,55,56,3
"Servicios sociales y de salud (173)",27,,6,7,13,1
"Otras activ. serv.comun.soc y personales (174)",46,1,12,20,9,4
"Hogares privados con servicio doméstico (175)",11,,2,7,2,
"Actividad economica no especificada (177)",74,,31,27,11,5
"Mujeres (179)",3501,14,1492,1299,636,60
"Agric., ganadería, caza y silvicultura (180)",2211,6,1037,773,357,38
"Explotación de minas y canteras (182)",2,,1,,1,
"Industrias manufactureras (183)",226,,84,110,32,
"Suministro de electricidad, gas y agua (184)",1,,1,,,
"Construcción (185)",3,,1,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",326,7,115,122,68,14
"Venta, mant.y rep. veh.autom.y motoc. (187)",11,,8,3,,
"Comercio al por mayor (188)",28,,11,10,5,2
"Comercio al por menor (189)",287,7,96,109,63,12
"Hoteles y restaurantes (190)",121,,43,48,28,2
"Trans., almac. y comunicaciones (191)",10,,6,2,2,
"Intermediación financiera (192)",4,,3,1,,
"Activid.inmobil., empres. y alquileres (193)",63,,30,25,8,
"Admin.pub. y defensa; p. segur.soc.afil (194)",39,,13,12,13,1
"Enseñanza (195)",199,,54,89,56,
"Servicios sociales y de salud (196)",59,,16,28,15,
"Otras activ. serv.comun.soc y personales (197)",26,,8,13,5,
"Hogares privados con servicio doméstico (198)",144,1,57,44,40,2
"Actividad economica no especificada (200)",67,,23,30,11,3
