"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
"Activid.inmobil., empres. y alquileres (152)",22,,7,2,1,1,,3,2,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (153)",164,11,2,1,26,1,,,19,103,1,,
"Enseñanza (154)",233,4,221,,2,,,,,6,,,
"Servicios sociales y de salud (155)",25,,12,11,1,,,,,1,,,
"Otras activ. serv.comun.soc y personales (156)",22,,4,5,,3,,,,10,,,
"Hogares privados con servicio doméstico (157)",50,,,,,,,,,50,,,
"Actividad economica no especificada (159)",415,,,,1,,,,,2,,412,
"Desocupado (160)",181,,,,,,,,,,,,181
"Hombres (161)",10857,13,162,23,30,101,7268,303,385,2306,1,131,134
"Agric., ganadería, caza y silvicultura (162)",9005,,2,6,,,7263,2,4,1728,,,
"Pesca (163)",7,,,1,,,5,,,1,,,
"Explotación de minas y canteras (164)",188,,1,,,,,78,3,106,,,
"Industrias manufactureras (165)",243,,,3,,,,200,38,2,,,
"Suministro de electricidad, gas y agua (166)",4,,,,,,,4,,,,,
"Construcción (167)",585,,1,2,2,,,3,292,285,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (168)",148,,,2,,90,,13,2,41,,,
"Venta, mant.y rep. veh.autom.y motoc. (169)",9,,,1,,,,7,1,,,,
"Comercio al por mayor (170)",7,,,,,7,,,,,,,
"Comercio al por menor (171)",132,,,1,,83,,6,1,41,,,
"Hoteles y restaurantes (172)",11,,,,1,9,,,,1,,,
"Trans., almac. y comunicaciones (173)",35,,1,1,2,,,,26,5,,,
"Activid.inmobil., empres. y alquileres (175)",18,,3,2,1,1,,3,2,6,,,
"Admin.pub. y defensa; p. segur.soc.afil (176)",155,10,2,1,22,1,,,18,100,1,,
"Enseñanza (177)",156,3,147,,1,,,,,5,,,
"Servicios sociales y de salud (178)",4,,3,,,,,,,1,,,
"Otras activ. serv.comun.soc y personales (179)",14,,2,5,,,,,,7,,,
"Hogares privados con servicio doméstico (180)",16,,,,,,,,,16,,,
"Actividad economica no especificada (182)",134,,,,1,,,,,2,,131,
"Desocupado (183)",134,,,,,,,,,,,,134
"Mujeres (184)",6383,2,89,15,7,122,1742,256,27,3795,,281,47
"Agric., ganadería, caza y silvicultura (185)",5441,,,1,,,1742,7,,3691,,,
"Explotación de minas y canteras (187)",16,,,,,,,9,,7,,,
"Industrias manufactureras (188)",265,,,2,,,,240,22,1,,,
"Construcción (190)",30,,,,,,,,4,26,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (191)",109,,,1,,99,,,,9,,,
"Comercio al por mayor (193)",1,,,,,1,,,,,,,
"Comercio al por menor (194)",108,,,1,,98,,,,9,,,
"Hoteles y restaurantes (195)",38,,,,,20,,,,18,,,
"Trans., almac. y comunicaciones (196)",2,,,,,,,,,2,,,
"Intermediación financiera (197)",1,,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (198)",4,,4,,,,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (199)",9,1,,,4,,,,1,3,,,
"Enseñanza (200)",77,1,74,,1,,,,,1,,,
"Servicios sociales y de salud (201)",21,,9,11,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (202)",8,,2,,,3,,,,3,,,
"Hogares privados con servicio doméstico (203)",34,,,,,,,,,34,,,
"Actividad economica no especificada (205)",281,,,,,,,,,,,281,
"Desocupado (206)",47,,,,,,,,,,,,47
