"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Técnicos de nivel medio ytrab.asimilados (039)",74,,,1,14,9,31,5,14
"Jefes y empleados de oficina (040)",96,,,1,48,13,18,5,11
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",579,13,,173,310,32,23,8,20
"Agricult.trabaj. calif.agrop. y pesquros (042)",1128,109,,578,378,20,25,5,13
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",197,4,,53,104,15,10,4,7
"Obreros. construc., conf., papel, fab., instr (044)",187,4,,42,102,19,8,6,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",1232,88,8,574,504,27,16,10,5
"Otra (046)",5,,,,2,,2,,1
"Ocupación no especificada (047)",212,19,,70,84,7,18,3,11
"Hombres (048)",2632,82,3,851,1121,134,200,61,180
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",10,,,,1,,6,3,
"Profes., científicos e intelectuales (050)",248,,,,6,23,87,21,111
"Técnicos de nivel medio ytrab.asimilados (051)",49,,,1,12,6,17,4,9
"Jefes y empleados de oficina (052)",66,,,1,32,11,12,2,8
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",286,4,,60,166,23,14,7,12
"Agricult.trabaj. calif.agrop. y pesquros (054)",865,53,,436,319,17,22,5,13
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",172,2,,42,95,13,10,4,6
"Obreros. construc., conf., papel, fab., instr (056)",183,4,,41,100,18,8,6,6
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",624,14,3,236,328,20,12,6,5
"Otra (058)",5,,,,2,,2,,1
"Ocupación no especificada (059)",124,5,,34,60,3,10,3,9
"Mujeres (060)",1484,156,5,641,438,48,90,21,85
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",4,1,,,2,1,,,
"Profes., científicos e intelectuales (062)",144,,,,4,16,46,12,66
"Técnicos de nivel medio ytrab.asimilados (063)",25,,,,2,3,14,1,5
"Jefes y empleados de oficina (064)",30,,,,16,2,6,3,3
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",293,9,,113,144,9,9,1,8
"Agricult.trabaj. calif.agrop. y pesquros (066)",263,56,,142,59,3,3,,
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",25,2,,11,9,2,,,1
"Obreros. construc., conf., papel, fab., instr (068)",4,,,1,2,1,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",608,74,5,338,176,7,4,4,
"Ocupación no especificada (071)",88,14,,36,24,4,8,,2
,,,,,,,,,
"RURAL (072)",11734,2687,64,6018,2326,197,232,94,116
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",23,,,2,4,3,4,2,8
"Profes., científicos e intelectuales (074)",399,,,,25,106,134,58,76
"Técnicos de nivel medio ytrab.asimilados (075)",78,1,,8,24,9,24,3,9
"Jefes y empleados de oficina (076)",36,,,,18,3,8,3,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",98,4,,31,48,4,5,4,2
"Agricult.trabaj. calif.agrop. y pesquros (078)",5692,1288,11,2972,1348,33,21,12,7
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",117,2,,50,46,7,6,,6
"Obreros. construc., conf., papel, fab., instr (080)",52,2,,18,22,5,3,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",5032,1375,53,2843,723,20,7,8,3
"Otra (082)",22,,,,1,4,15,2,
"Ocupación no especificada (083)",185,15,,94,67,3,5,,1
"Hombres (084)",7122,836,19,3777,1973,159,191,70,97
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",22,,,2,4,3,4,1,8
"Profes., científicos e intelectuales (086)",309,,,,20,81,108,41,59
"Técnicos de nivel medio ytrab.asimilados (087)",64,,,8,20,7,18,3,8
"Jefes y empleados de oficina (088)",33,,,,17,3,6,3,4
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",78,2,,26,39,3,3,3,2
"Agricult.trabaj. calif.agrop. y pesquros (090)",4389,641,2,2440,1241,31,19,9,6
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",105,1,,40,45,7,6,,6
"Obreros. construc., conf., papel, fab., instr (092)",52,2,,18,22,5,3,2,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",1906,185,17,1174,504,12,5,6,3
"Otra (094)",21,,,,,4,15,2,
"Ocupación no especificada (095)",143,5,,69,61,3,4,,1
"Mujeres (096)",4612,1851,45,2241,353,38,41,24,19
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,,1,
"Profes., científicos e intelectuales (098)",90,,,,5,25,26,17,17
"Técnicos de nivel medio ytrab.asimilados (099)",14,1,,,4,2,6,,1
"Jefes y empleados de oficina (100)",3,,,,1,,2,,
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",20,2,,5,9,1,2,1,
"Agricult.trabaj. calif.agrop. y pesquros (102)",1303,647,9,532,107,2,2,3,1
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",12,1,,10,1,,,,
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",3126,1190,36,1669,219,8,2,2,
"Otra (106)",1,,,,1,,,,
"Ocupación no especificada (107)",42,10,,25,6,,1,,
