"CUADRO Nº 7: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MELGAR (000)",28102,75625,67027,,1247,88.6,1.6
"De 12 a 14 años (001)",2987,16,15,,2,93.8,12.5
"De 15 a 19 años (002)",3933,430,416,136,96.7,31.6,
"De 20 a 24 años (003)",3113,2395,2294,338,95.8,14.1,
"De 25 a 29 años (004)",2715,4444,4232,284,95.2,6.4,
"De 30 a 34 años (005)",2530,6489,6116,220,94.3,3.4,
"De 35 a 39 años (006)",2363,8168,7656,169,93.7,2.1,
"De 40 a 44 años (007)",2130,9149,8459,90,92.5,1,
"De 45 a 49 años (008)",1702,8167,7414,8,90.8,0.1,
"De 50 y más años (009)",6629,36367,30425,,83.7,,
"Sin nivel (010)",4936,26480,22018,57,83.1,0.2,
"De 12 a 14 años (011)",18,3,3,,100,,
"De 15 a 19 años (012)",32,7,7,1,100,14.3,
"De 20 a 24 años (013)",44,38,35,7,92.1,18.4,
"De 25 a 29 años (014)",68,142,139,9,97.9,6.3,
"De 30 a 34 años (015)",97,348,328,13,94.3,3.7,
"De 35 a 39 años (016)",146,670,608,13,90.7,1.9,
"De 40 a 44 años (017)",248,1197,1098,13,91.7,1.1,
"De 45 a 49 años (018)",263,1428,1286,1,90.1,0.1,
"De 50 y más años (019)",4020,22647,18514,,81.8,,
"Educacion Inicial (020)",28,58,56,3,96.6,5.2,
"De 12 a 14 años (021)",6,2,2,,100,,
"De 15 a 19 años (022)",3,,,,,,
"De 20 a 24 años (023)",5,6,6,1,100,16.7,
"De 25 a 29 años (024)",8,26,25,2,96.2,7.7,
"De 30 a 34 años (025)",1,1,1,,100,,
"De 35 a 39 años (026)",5,23,22,,95.7,,
"Primaria (030)",10769,35598,32166,608,90.4,1.7,
"De 12 a 14 años (031)",1391,4,4,2,100,50,
"De 15 a 19 años (032)",716,173,169,55,97.7,31.8,
"De 20 a 24 años (033)",761,930,879,119,94.5,12.8,
"De 25 a 29 años (034)",960,2147,2021,127,94.1,5.9,
"De 30 a 34 años (035)",1190,3649,3382,125,92.7,3.4,
"De 35 a 39 años (036)",1292,5149,4816,107,93.5,2.1,
"De 40 a 44 años (037)",1309,6174,5683,68,92,1.1,
"De 45 a 49 años (038)",1053,5473,4945,5,90.4,0.1,
"De 50 y más años (039)",2097,11899,10267,,86.3,,
