"CUADRO Nº 8: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",9323,24060,21605,,300,89.8,1.2
"De 12 a 14 años (001)",620,4,4,,1,100,25
"De 15 a 19 años (002)",1036,131,129,35,98.5,26.7,
"De 20 a 24 años (003)",1082,623,613,77,98.4,12.4,
"De 25 a 29 años (004)",978,1197,1167,77,97.5,6.4,
"De 30 a 34 años (005)",861,1577,1539,63,97.6,4,
"De 35 a 39 años (006)",760,1876,1805,32,96.2,1.7,
"De 40 a 44 años (007)",688,2186,2064,14,94.4,0.6,
"De 45 a 49 años (008)",613,2257,2083,1,92.3,,
"De 50 y más años (009)",2685,14209,12201,,85.9,,
"Conviviente (010)",2267,4875,4643,184,95.2,3.8,
"De 12 a 14 años (011)",7,1,1,,100,,
"De 15 a 19 años (012)",140,93,91,29,97.8,31.2,
"De 20 a 24 años (013)",416,439,431,54,98.2,12.3,
"De 25 a 29 años (014)",478,764,748,51,97.9,6.7,
"De 30 a 34 años (015)",380,766,750,36,97.9,4.7,
"De 35 a 39 años (016)",278,716,694,12,96.9,1.7,
"De 40 a 44 años (017)",174,522,499,2,95.6,0.4,
"De 45 a 49 años (018)",155,515,482,,93.6,,
"De 50 y más años (019)",239,1059,947,,89.4,,
"Separado(a) (020)",210,627,582,7,92.8,1.1,
"De 12 a 14 años (021)",1,1,1,1,100,100,
"De 15 a 19 años (022)",4,3,3,1,100,33.3,
"De 20 a 24 años (023)",12,11,11,,100,,
"De 25 a 29 años (024)",28,38,38,4,100,10.5,
"De 30 a 34 años (025)",31,56,56,,100,,
"De 35 a 39 años (026)",22,45,42,,93.3,,
"De 40 a 44 años (027)",23,82,79,1,96.3,1.2,
"De 45 a 49 años (028)",19,65,63,,96.9,,
"De 50 y más años (029)",70,326,289,,88.7,,
"Casado(a) (030)",3194,14025,12595,77,89.8,0.5,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",8,3,3,,100,,
"De 20 a 24 años (033)",61,82,82,5,100,6.1,
"De 25 a 29 años (034)",144,258,252,19,97.7,7.4,
"De 30 a 34 años (035)",261,634,613,25,96.7,3.9,
"De 35 a 39 años (036)",331,973,931,19,95.7,2,
"De 40 a 44 años (037)",403,1415,1336,8,94.4,0.6,
"De 45 a 49 años (038)",360,1467,1341,1,91.4,0.1,
