"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Obreros construc., conf., papel, fab., instr. (034)",37,1,16,12,7,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (035)",3713,202,1477,1083,799,152
"Otra (036)",5,,3,2,,
"Ocupación no especificada (037)",422,3,162,126,102,29
"Desocupado (038)",399,6,239,109,31,14
,,,,,,
"URBANA (039)",14433,428,4972,5115,3256,662
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (040)",26,,2,18,6,
"Profes., científicos e intelectuales (041)",1516,,329,869,304,14
"Técnicos de nivel medio y trab.asimilados (042)",445,,166,166,101,12
"Jefes y empleados de oficina (043)",297,,125,114,56,2
"Trab.de serv.pers.y vend.del comerc.y mcdo. (044)",2321,55,721,835,589,121
"Agricult.trabaj. calif. agrop. y pesqueros (045)",2982,19,787,995,923,258
"Obreros y oper.minas, cant.,ind.manuf. y otros (046)",619,11,243,192,134,39
"Obreros construc., conf., papel, fab., instr. (047)",1029,3,403,405,200,18
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (048)",3898,324,1578,1086,765,145
"Otra (049)",110,,23,74,13,
"Ocupación no especificada (050)",380,4,161,110,68,37
"Desocupado (051)",810,12,434,251,97,16
"Hombres (052)",8776,265,3085,3044,1959,423
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (053)",23,,1,16,6,
"Profes., científicos e intelectuales (054)",730,,124,418,175,13
"Técnicos de nivel medio y trab.asimilados (055)",278,,101,103,65,9
"Jefes y empleados de oficina (056)",156,,51,65,39,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (057)",816,32,262,280,197,45
"Agricult.trabaj. calif. agrop. y pesqueros (058)",2416,14,652,817,724,209
"Obreros y oper.minas, cant.,ind.manuf. y otros (059)",496,9,201,149,106,31
"Obreros construc., conf., papel, fab., instr. (060)",1001,2,392,396,194,17
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (061)",2071,195,932,524,346,74
"Otra (062)",105,,20,72,13,
"Ocupación no especificada (063)",158,2,75,41,22,18
"Desocupado (064)",526,11,274,163,72,6
"Mujeres (065)",5657,163,1887,2071,1297,239
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (066)",3,,1,2,,
"Profes., científicos e intelectuales (067)",786,,205,451,129,1
"Técnicos de nivel medio y trab.asimilados (068)",167,,65,63,36,3
"Jefes y empleados de oficina (069)",141,,74,49,17,1
"Trab.de serv.pers.y vend.del comerc.y mcdo. (070)",1505,23,459,555,392,76
"Agricult.trabaj. calif. agrop. y pesqueros (071)",566,5,135,178,199,49
"Obreros y oper.minas, cant.,ind.manuf. y otros (072)",123,2,42,43,28,8
"Obreros construc., conf., papel, fab., instr. (073)",28,1,11,9,6,1
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (074)",1827,129,646,562,419,71
"Otra (075)",5,,3,2,,
"Ocupación no especificada (076)",222,2,86,69,46,19
"Desocupado (077)",284,1,160,88,25,10
,,,,,,
"RURAL (078)",14817,264,5745,4685,3161,962
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (079)",12,,2,9,1,
"Profes., científicos e intelectuales (080)",252,,112,114,25,1
"Técnicos de nivel medio y trab.asimilados (081)",45,,18,22,5,
"Jefes y empleados de oficina (082)",21,,11,8,2,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (083)",297,6,124,96,56,15
"Agricult.trabaj. calif. agrop. y pesqueros (084)",7990,20,2380,2802,2093,695
"Obreros y oper.minas, cant.,ind.manuf. y otros (085)",94,1,44,32,14,3
"Obreros construc., conf., papel, fab., instr. (086)",313,,126,122,56,9
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (087)",4912,220,2493,1246,763,190
"Otra (088)",10,,5,5,,
"Ocupación no especificada (089)",336,3,142,88,81,22
"Desocupado (090)",535,14,288,141,65,27
"Hombres (091)",11341,175,4318,3699,2383,766
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (092)",9,,1,7,1,
"Profes., científicos e intelectuales (093)",121,,42,63,15,1
"Técnicos de nivel medio y trab.asimilados (094)",30,,15,11,4,
"Jefes y empleados de oficina (095)",12,,5,6,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (096)",94,2,32,33,22,5
"Agricult.trabaj. calif. agrop. y pesqueros (097)",7105,14,2128,2554,1805,604
"Obreros y oper.minas, cant.,ind.manuf. y otros (098)",74,1,32,25,13,3
"Obreros construc., conf., papel, fab., instr. (099)",304,,121,119,55,9
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (100)",3026,147,1662,725,383,109
"Otra (101)",10,,5,5,,
"Ocupación no especificada (102)",136,2,66,31,25,12
"Desocupado (103)",420,9,209,120,59,23
"Mujeres (104)",3476,89,1427,986,778,196
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (105)",3,,1,2,,
"Profes., científicos e intelectuales (106)",131,,70,51,10,
"Técnicos de nivel medio y trab.asimilados (107)",15,,3,11,1,
"Jefes y empleados de oficina (108)",9,,6,2,1,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (109)",203,4,92,63,34,10
"Agricult.trabaj. calif. agrop. y pesqueros (110)",885,6,252,248,288,91
"Obreros y oper.minas, cant.,ind.manuf. y otros (111)",20,,12,7,1,
"Obreros construc., conf., papel, fab., instr. (112)",9,,5,3,1,
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (113)",1886,73,831,521,380,81
"Ocupación no especificada (115)",200,1,76,57,56,10
"Desocupado (116)",115,5,79,21,6,4
