"CUADRO Nº 5: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, ESTADO CIVIL Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAURA (000)",55397,51460,190,12678,12625,9307,9849,4490,1766,555,3937,158576
"De 12 a 14 años (001)",57,28,1,26,1,,,,,,29,28
"De 15 a 19 años (002)",1207,1039,18,928,73,13,7,,,,168,1141
"De 20 a 24 años (003)",5412,4132,24,3009,914,161,21,3,,,1280,5428
"De 25 a 29 años (004)",6731,5692,18,2812,1993,669,191,7,2,,1039,9666
"De 30 a 34 años (005)",6836,6339,24,1957,2393,1309,598,55,1,2,497,13585
"De 35 a 39 años (006)",6505,6230,12,1224,2197,1496,1096,176,25,4,275,16167
"De 40 a 44 años (007)",5838,5677,10,751,1536,1526,1362,401,85,6,161,17660
"De 45 a 49 años (008)",4862,4743,10,498,1007,1098,1374,573,159,24,119,17066
"De 50 y más años (009)",17949,17580,73,1473,2511,3035,5200,3275,1494,519,369,77835
"Conviviente (010)",18281,17739,76,5785,4886,2946,2652,981,315,98,542,45911
"De 12 a 14 años (011)",40,16,1,15,,,,,,,24,15
"De 15 a 19 años (012)",838,695,14,623,47,6,5,,,,143,755
"De 20 a 24 años (013)",2892,2726,20,1889,681,118,16,2,,,166,3685
"De 25 a 29 años (014)",3512,3402,7,1559,1254,441,139,1,1,,110,5985
"De 30 a 34 años (015)",3246,3208,11,832,1223,715,389,37,1,,38,7321
"De 35 a 39 años (016)",2596,2573,6,404,812,650,578,105,15,3,23,7281
"De 40 a 44 años (017)",1814,1804,5,180,411,463,512,195,36,2,10,6215
"De 45 a 49 años (018)",1173,1165,2,93,193,237,377,203,52,8,8,4667
"De 50 y más años (019)",2170,2150,10,190,265,316,636,438,210,85,20,9987
"Separado(a) (020)",3769,3701,3,1094,918,611,674,279,91,31,68,10579
"De 12 a 14 años (021)",4,2,,2,,,,,,,2,2
