"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia CAJAMARCA (000)",308406,170083,138323
"Casa independiente (001)",281514,147912,133602
"Departamento en edificio (002)",6113,6113,
"Vivienda en quinta (003)",10650,10650,
"Vivienda en casa de vecindad (004)",4607,4607,
"Choza o cabaña (005)",4683,,4683
"Vivienda improvisada (006)",314,314,
"Local no dest.para hab. humana (007)",321,285,36
"Otro tipo (008)",204,202,2
