"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Agric., ganadería, caza y silvicultura (045)",107,6,,54,37,4,5,1,
"Pesca (046)",9,1,,4,,1,,2,1
"Explotación de minas y canteras (047)",2,,,,2,,,,
"Industrias manufactureras (048)",115,6,2,24,61,5,9,2,6
"Construcción (050)",16,1,,1,7,,3,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",1628,32,1,442,783,104,153,58,55
"Venta, mant.y rep. veh.autom.y motoc. (052)",14,,,3,9,1,,1,
"Comercio al por mayor (053)",75,1,,16,33,7,7,8,3
"Comercio al por menor (054)",1539,31,1,423,741,96,146,49,52
"Hoteles y restaurantes (055)",604,20,1,227,280,32,30,5,9
"Trans., almac. y comunicaciones (056)",74,3,,20,30,4,7,6,4
"Intermediación financiera (057)",4,,,1,2,,1,,
"Activid.inmobil., empres. y de alquiler (058)",69,1,,8,17,5,12,8,18
"Admin.pub. y defensa; p. segur.soc.afil (059)",175,3,,23,46,22,47,15,19
"Enseñanza (060)",387,,,,42,23,198,18,106
"Servicios sociales y de salud (061)",93,1,,9,20,8,18,6,31
"Otras activ. serv.comun.soc y personales (062)",187,5,,56,61,17,25,6,17
"Hogares privados con servicio doméstico (063)",369,18,1,155,171,9,10,1,4
"Actividad economica no especificada (065)",273,11,,83,117,27,24,3,8
,,,,,,,,,
"URBANA (066)",14268,297,14,3933,6685,860,1269,406,804
"Agric., ganadería, caza y silvicultura (067)",1497,61,1,697,595,53,51,18,21
"Pesca (068)",430,8,,134,222,19,19,8,20
"Explotación de minas y canteras (069)",25,1,,3,11,,3,1,6
"Industrias manufactureras (070)",571,13,2,141,320,24,32,14,25
"Suministro de electricidad, gas y agua (071)",20,,,2,10,4,3,,1
"Construcción (072)",774,15,,201,420,41,54,12,31
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3732,58,3,944,1950,250,270,125,132
"Venta, mant.y rep. veh.autom.y motoc. (074)",171,5,,27,80,22,20,6,11
"Comercio al por mayor (075)",187,2,,41,92,13,17,16,6
"Comercio al por menor (076)",3374,51,3,876,1778,215,233,103,115
"Hoteles y restaurantes (077)",887,21,1,305,424,57,51,15,13
"Trans., almac. y comunicaciones (078)",3075,69,4,960,1659,155,110,64,54
"Intermediación financiera (079)",26,,,4,13,2,3,1,3
"Activid.inmobil., empres. y de alquiler (080)",377,3,,68,120,34,53,29,70
"Admin.pub. y defensa; p. segur.soc.afil (081)",664,6,,47,203,64,188,42,114
"Enseñanza (082)",607,,,3,51,35,294,34,190
"Servicios sociales y de salud (083)",139,,,9,25,12,30,12,51
"Otras activ. serv.comun.soc y personales (084)",493,8,,122,194,58,55,21,35
"Hogares privados con servicio doméstico (085)",378,18,1,154,182,8,10,1,4
"Actividad economica no especificada (087)",573,16,2,139,286,44,43,9,34
"Hombres (088)",10301,194,9,2887,5058,604,748,276,525
"Agric., ganadería, caza y silvicultura (089)",1436,59,1,666,572,51,49,17,21
"Pesca (090)",421,7,,130,222,18,19,6,19
"Explotación de minas y canteras (091)",23,1,,3,9,,3,1,6
"Industrias manufactureras (092)",456,7,,117,259,19,23,12,19
"Suministro de electricidad, gas y agua (093)",20,,,2,10,4,3,,1
"Construcción (094)",758,14,,200,413,41,51,11,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",2131,26,2,518,1177,146,118,67,77
"Venta, mant.y rep. veh.autom.y motoc. (096)",158,5,,24,72,21,20,5,11
"Comercio al por mayor (097)",112,1,,25,59,6,10,8,3
"Comercio al por menor (098)",1861,20,2,469,1046,119,88,54,63
"Hoteles y restaurantes (099)",295,1,,87,147,25,21,10,4
"Trans., almac. y comunicaciones (100)",3001,66,4,940,1629,151,103,58,50
"Intermediación financiera (101)",22,,,3,11,2,2,1,3
"Activid.inmobil., empres. y de alquiler (102)",310,2,,61,104,29,41,21,52
"Admin.pub. y defensa; p. segur.soc.afil (103)",494,3,,24,158,42,144,28,95
"Enseñanza (104)",241,,,3,14,13,109,16,86
"Servicios sociales y de salud (105)",49,,,,6,4,13,6,20
"Otras activ. serv.comun.soc y personales (106)",315,3,,67,140,41,30,16,18
"Hogares privados con servicio doméstico (107)",24,,,7,17,,,,
"Actividad economica no especificada (109)",305,5,2,59,170,18,19,6,26
"Mujeres (110)",3967,103,5,1046,1627,256,521,130,279
"Agric., ganadería, caza y silvicultura (111)",61,2,,31,23,2,2,1,
"Pesca (112)",9,1,,4,,1,,2,1
"Explotación de minas y canteras (113)",2,,,,2,,,,
"Industrias manufactureras (114)",115,6,2,24,61,5,9,2,6
"Construcción (116)",16,1,,1,7,,3,1,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",1601,32,1,426,773,104,152,58,55
"Venta, mant.y rep. veh.autom.y motoc. (118)",13,,,3,8,1,,1,
"Comercio al por mayor (119)",75,1,,16,33,7,7,8,3
"Comercio al por menor (120)",1513,31,1,407,732,96,145,49,52
"Hoteles y restaurantes (121)",592,20,1,218,277,32,30,5,9
"Trans., almac. y comunicaciones (122)",74,3,,20,30,4,7,6,4
"Intermediación financiera (123)",4,,,1,2,,1,,
"Activid.inmobil., empres. y de alquiler (124)",67,1,,7,16,5,12,8,18
"Admin.pub. y defensa; p. segur.soc.afil (125)",170,3,,23,45,22,44,14,19
"Enseñanza (126)",366,,,,37,22,185,18,104
"Servicios sociales y de salud (127)",90,,,9,19,8,17,6,31
"Otras activ. serv.comun.soc y personales (128)",178,5,,55,54,17,25,5,17
"Hogares privados con servicio doméstico (129)",354,18,1,147,165,8,10,1,4
"Actividad economica no especificada (131)",268,11,,80,116,26,24,3,8
,,,,,,,,,
"RURAL (132)",1331,61,4,601,482,62,89,17,15
"Agric., ganadería, caza y silvicultura (133)",970,56,3,458,338,49,51,10,5
"Pesca (134)",38,,1,26,11,,,,
"Industrias manufactureras (136)",20,,,6,10,2,2,,
"Construcción (138)",33,2,,12,13,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",57,1,,25,25,2,4,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",9,,,1,5,1,2,,
"Comercio al por menor (142)",48,1,,24,20,1,2,,
"Hoteles y restaurantes (143)",17,,,11,5,,1,,
"Trans., almac. y comunicaciones (144)",65,1,,30,30,,3,1,
"Activid.inmobil., empres. y de alquiler (146)",24,,,9,13,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",18,,,2,10,,4,2,
"Enseñanza (148)",35,,,,6,1,19,1,8
"Servicios sociales y de salud (149)",5,1,,,1,1,1,,1
"Otras activ. serv.comun.soc y personales (150)",17,,,4,9,,,3,1
"Hogares privados con servicio doméstico (151)",16,,,9,6,1,,,
"Actividad economica no especificada (153)",16,,,9,5,2,,,
"Hombres (154)",1186,56,4,540,433,57,68,15,13
"Agric., ganadería, caza y silvicultura (155)",924,52,3,435,324,47,48,10,5
"Pesca (156)",38,,1,26,11,,,,
"Industrias manufactureras (158)",20,,,6,10,2,2,,
"Construcción (160)",33,2,,12,13,2,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",30,1,,9,15,2,3,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",8,,,1,4,1,2,,
"Comercio al por menor (164)",22,1,,8,11,1,1,,
"Hoteles y restaurantes (165)",5,,,2,2,,1,,
"Trans., almac. y comunicaciones (166)",65,1,,30,30,,3,1,
"Activid.inmobil., empres. y de alquiler (168)",22,,,8,12,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",13,,,2,9,,1,1,
"Enseñanza (170)",14,,,,1,,6,1,6
"Servicios sociales y de salud (171)",2,,,,,1,,,1
"Otras activ. serv.comun.soc y personales (172)",8,,,3,2,,,2,1
"Hogares privados con servicio doméstico (173)",1,,,1,,,,,
"Actividad economica no especificada (175)",11,,,6,4,1,,,
"Mujeres (176)",145,5,,61,49,5,21,2,2
"Agric., ganadería, caza y silvicultura (177)",46,4,,23,14,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",27,,,16,10,,1,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",1,,,,1,,,,
"Comercio al por menor (186)",26,,,16,9,,1,,
"Hoteles y restaurantes (187)",12,,,9,3,,,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,1,1,,,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",5,,,,1,,3,1,
"Enseñanza (192)",21,,,,5,1,13,,2
"Servicios sociales y de salud (193)",3,1,,,1,,1,,
"Otras activ. serv.comun.soc y personales (194)",9,,,1,7,,,1,
"Hogares privados con servicio doméstico (195)",15,,,8,6,1,,,
"Actividad economica no especificada (197)",5,,,3,1,1,,,
